superframe,O-DR,O-DL,O-E,O-M,I-DL,I-DR,I-E,I-T1,I-T2,I-T3,Label,raw_photosensor_door,raw_photosensor_endpos
85,-75,-75,-77,-77,-70,-74,-53,-65,-77,-79,2,0,0
86,-75,-75,-77,-77,-69,-74,-55,-66,-77,-78,2,0,0
87,-75,-75,-77,-77,-70,-74,-54,-65,-77,-79,2,0,0
88,-75,-75,-77,-77,-69,-74,-54,-66,-76,-78,2,0,0
89,-75,-75,-77,-77,-69,-74,-54,-64,-77,-78,2,0,0
90,-75,-75,-77,-77,-68,-74,-54,-66,-78,-80,2,0,0
91,-75,-74,-76,-77,-69,-74,-54,-65,-78,-79,2,0,0
92,-75,-75,-77,-77,-69,-74,-54,-65,-78,-79,2,0,0
93,-75,-75,-77,-78,-69,-74,-54,-65,-77,-79,2,0,0
94,-75,-75,-77,-77,-69,-74,-54,-65,-77,-79,2,0,0
95,-100,-100,-100,-100,-100,-100,-54,-65,-100,-79,2,0,0
96,-75,-75,-77,-78,-69,-74,-53,-65,-78,-82,2,0,0
97,-75,-75,-77,-77,-69,-75,-54,-65,-77,-79,2,0,0
98,-75,-75,-77,-77,-69,-74,-53,-65,-77,-78,2,0,0
99,-75,-74,-77,-77,-69,-75,-54,-65,-77,-78,2,0,0
100,-75,-75,-77,-77,-70,-74,-54,-65,-77,-80,2,0,0
101,-75,-75,-77,-77,-69,-75,-54,-65,-77,-79,2,0,0
102,-75,-75,-77,-77,-70,-74,-53,-64,-76,-79,2,0,0
103,-75,-74,-77,-77,-69,-75,-54,-66,-76,-78,2,0,0
104,-75,-74,-77,-77,-70,-74,-54,-65,-78,-79,2,0,0
105,-75,-74,-77,-77,-70,-75,-54,-65,-76,-78,2,0,0
106,-76,-74,-77,-78,-73,-75,-54,-65,-79,-77,2,0,0
107,-76,-74,-77,-78,-75,-74,-55,-67,-82,-77,2,0,0
108,-76,-74,-77,-78,-83,-75,-55,-65,-100,-75,2,0,0
109,-77,-74,-77,-79,-100,-73,-55,-66,-100,-72,2,0,0
110,-78,-75,-78,-81,-82,-73,-55,-66,-81,-71,2,0,0
111,-78,-75,-77,-80,-77,-72,-56,-66,-77,-71,2,0,0
112,-79,-75,-77,-81,-72,-72,-56,-65,-75,-70,2,0,0
113,-79,-75,-78,-81,-72,-72,-55,-65,-72,-69,2,0,0
114,-79,-75,-78,-80,-70,-72,-56,-64,-71,-69,2,0,0
115,-78,-76,-78,-80,-69,-72,-56,-65,-71,-69,2,0,0
116,-79,-76,-78,-80,-68,-72,-56,-64,-71,-69,2,0,0
117,-79,-75,-78,-80,-69,-72,-57,-64,-70,-69,2,0,0
118,-79,-75,-78,-79,-69,-73,-57,-65,-70,-69,2,0,0
119,-79,-76,-78,-80,-69,-72,-55,-65,-71,-69,2,0,0
120,-79,-75,-78,-80,-69,-73,-57,-65,-72,-69,2,0,0
121,-79,-75,-78,-79,-70,-72,-56,-65,-71,-69,2,0,0
122,-79,-75,-78,-80,-72,-73,-55,-65,-73,-70,2,0,0
123,-78,-74,-78,-79,-79,-75,-54,-64,-79,-72,2,0,0
124,-100,-100,-100,-100,-100,-100,-54,-64,-100,-100,2,0,0
125,-74,-81,-79,-76,-63,-71,-54,-63,-69,-70,2,0,0
126,-75,-77,-85,-76,-64,-69,-55,-64,-68,-68,2,0,0
127,-78,-74,-77,-78,-67,-69,-55,-67,-69,-69,2,0,0
128,-81,-74,-77,-79,-63,-68,-55,-69,-74,-69,2,0,0
129,-80,-76,-86,-89,-62,-65,-52,-67,-78,-69,2,0,0
130,-83,-71,-83,-78,-64,-66,-52,-69,-81,-73,2,0,0
131,-87,-69,-81,-76,-62,-69,-52,-68,-66,-72,2,0,0
132,-100,-69,-100,-80,-62,-71,-52,-65,-64,-66,2,0,0
133,-100,-71,-100,-85,-64,-72,-50,-65,-64,-67,2,0,0
134,-83,-76,-100,-83,-64,-79,-49,-65,-66,-72,2,0,0
135,-78,-77,-85,-100,-61,-100,-49,-64,-70,-78,2,0,0
136,-78,-72,-77,-100,-62,-100,-49,-64,-66,-68,2,0,0
137,-100,-71,-77,-81,-68,-82,-51,-69,-65,-66,2,0,0
138,-100,-73,-84,-82,-66,-70,-54,-74,-66,-71,2,0,0
139,-83,-76,-77,-100,-63,-68,-54,-66,-67,-75,2,0,0
140,-79,-100,-78,-100,-71,-80,-53,-63,-69,-72,2,0,0
141,-78,-70,-84,-86,-73,-74,-53,-66,-72,-76,2,0,0
142,-82,-74,-80,-100,-84,-74,-49,-68,-62,-66,2,0,0
143,-89,-75,-100,-79,-76,-100,-51,-66,-64,-66,2,0,0
144,-86,-77,-78,-82,-65,-73,-52,-64,-84,-80,2,0,1
145,-83,-72,-80,-78,-65,-76,-54,-64,-69,-67,2,0,1
146,-80,-69,-78,-81,-68,-78,-53,-68,-66,-77,2,0,1
147,-82,-72,-82,-100,-68,-67,-57,-69,-70,-78,2,0,1
148,-83,-69,-80,-80,-67,-67,-56,-100,-72,-75,2,0,0
149,-78,-76,-79,-78,-80,-65,-55,-68,-75,-76,2,0,1
150,-82,-100,-84,-81,-67,-72,-64,-69,-69,-73,2,0,1
151,-77,-70,-100,-84,-67,-80,-55,-68,-71,-79,2,0,0
152,-100,-78,-100,-79,-64,-78,-58,-72,-77,-73,2,0,0
153,-73,-76,-83,-100,-76,-73,-56,-62,-75,-83,2,0,0
154,-100,-79,-100,-80,-76,-68,-53,-67,-80,-69,2,0,0
155,-87,-73,-79,-80,-77,-71,-51,-66,-67,-69,1,0,1
156,-75,-75,-77,-82,-77,-70,-53,-69,-74,-75,1,0,1
157,-84,-76,-83,-100,-69,-71,-61,-76,-68,-71,1,0,1
158,-79,-70,-91,-82,-72,-71,-64,-63,-75,-72,1,0,1
159,-100,-71,-100,-100,-66,-76,-58,-57,-68,-71,1,0,1
160,-83,-78,-78,-85,-72,-73,-56,-61,-70,-79,1,0,1
161,-75,-77,-82,-86,-70,-100,-54,-69,-77,-72,1,0,1
162,-100,-74,-76,-81,-65,-67,-55,-67,-62,-78,1,0,1
163,-78,-77,-80,-100,-72,-76,-53,-62,-73,-75,1,0,1
164,-100,-77,-75,-81,-71,-77,-55,-66,-66,-76,1,0,1
165,-74,-71,-81,-100,-82,-75,-58,-63,-67,-70,1,0,1
166,-100,-70,-88,-82,-77,-72,-60,-67,-72,-76,1,0,1
167,-80,-71,-83,-100,-73,-72,-62,-66,-70,-74,1,0,1
168,-76,-72,-80,-80,-72,-77,-57,-65,-68,-82,1,0,1
169,-78,-74,-80,-80,-67,-75,-61,-61,-65,-66,1,0,1
170,-78,-69,-78,-76,-84,-70,-56,-63,-66,-67,1,0,1
171,-89,-82,-77,-81,-63,-73,-58,-65,-62,-69,1,0,1
172,-78,-81,-76,-100,-66,-76,-56,-65,-64,-71,1,0,1
173,-76,-100,-80,-100,-79,-70,-62,-70,-68,-77,1,0,1
174,-78,-81,-85,-73,-74,-77,-54,-68,-72,-65,1,0,0
175,-77,-84,-82,-78,-60,-74,-59,-63,-64,-67,1,0,0
176,-81,-76,-86,-82,-62,-76,-65,-61,-75,-79,1,0,0
177,-74,-75,-83,-78,-66,-100,-57,-58,-61,-76,1,0,1
178,-71,-77,-80,-80,-64,-75,-63,-63,-58,-73,1,0,1
179,-100,-75,-79,-80,-61,-73,-70,-67,-65,-68,1,0,1
180,-75,-68,-81,-78,-79,-71,-64,-74,-71,-79,1,0,1
181,-87,-73,-81,-76,-69,-72,-62,-68,-66,-68,1,0,1
182,-76,-74,-82,-82,-71,-81,-62,-64,-74,-64,1,0,0
183,-77,-72,-83,-100,-69,-73,-66,-62,-65,-64,1,0,0
184,-76,-80,-77,-84,-68,-77,-60,-64,-67,-71,1,0,1
185,-80,-73,-84,-76,-72,-82,-59,-64,-76,-77,1,0,1
186,-81,-81,-100,-83,-67,-100,-61,-65,-79,-67,1,0,1
187,-74,-76,-81,-100,-68,-74,-62,-68,-67,-75,1,0,1
188,-79,-75,-100,-84,-67,-85,-59,-68,-68,-73,1,0,1
189,-100,-75,-80,-82,-72,-70,-65,-73,-70,-71,1,0,1
190,-75,-70,-79,-81,-65,-72,-78,-74,-65,-78,1,0,1
191,-79,-81,-74,-77,-68,-73,-66,-66,-69,-72,1,0,1
192,-78,-72,-75,-78,-72,-67,-69,-67,-65,-100,1,0,1
193,-81,-75,-80,-100,-62,-63,-64,-61,-70,-71,1,0,1
194,-76,-69,-100,-100,-66,-64,-64,-58,-67,-86,1,0,1
195,-75,-68,-85,-100,-68,-67,-65,-58,-70,-72,1,0,1
196,-72,-70,-82,-100,-73,-64,-64,-62,-64,-67,1,0,1
197,-82,-71,-80,-79,-62,-65,-61,-65,-62,-74,1,0,1
198,-72,-76,-100,-89,-66,-64,-60,-72,-59,-69,1,0,1
199,-76,-79,-80,-100,-61,-64,-68,-65,-80,-79,1,0,1
200,-81,-70,-80,-83,-60,-69,-70,-64,-68,-76,0,1,1
201,-82,-72,-80,-77,-57,-74,-62,-64,-73,-72,0,1,0
202,-82,-72,-82,-77,-62,-72,-63,-74,-64,-75,0,1,0
203,-78,-81,-74,-87,-61,-68,-59,-62,-59,-66,0,1,0
204,-79,-74,-77,-100,-66,-68,-60,-61,-57,-64,0,1,0
205,-80,-74,-84,-76,-62,-75,-63,-61,-64,-64,0,1,0
206,-100,-71,-78,-80,-79,-66,-63,-60,-66,-70,0,1,0
207,-83,-68,-80,-86,-66,-67,-64,-58,-61,-62,0,1,0
208,-73,-76,-81,-86,-75,-66,-61,-60,-63,-67,0,1,0
209,-79,-83,-85,-78,-62,-71,-57,-73,-63,-67,0,1,0
210,-82,-84,-100,-79,-69,-59,-60,-71,-64,-67,0,0,0
211,-80,-75,-100,-83,-66,-67,-64,-74,-71,-65,0,1,0
212,-73,-71,-100,-83,-70,-69,-69,-67,-63,-64,0,1,0
213,-71,-72,-78,-73,-62,-68,-69,-62,-61,-70,0,1,0
214,-75,-68,-80,-76,-59,-66,-65,-68,-57,-81,0,1,0
215,-71,-78,-81,-88,-66,-73,-58,-70,-58,-63,0,1,0
216,-87,-73,-82,-83,-61,-77,-62,-70,-60,-66,0,1,0
217,-69,-69,-83,-81,-67,-60,-69,-65,-58,-73,0,1,0
218,-74,-72,-100,-81,-62,-64,-58,-63,-60,-71,0,1,0
219,-73,-68,-100,-86,-57,-68,-63,-66,-66,-74,0,1,0
220,-76,-68,-89,-80,-55,-66,-64,-68,-70,-63,0,1,0
221,-81,-72,-86,-85,-66,-75,-58,-73,-73,-75,0,1,0
222,-84,-67,-87,-82,-70,-72,-57,-62,-59,-73,0,1,0
223,-74,-68,-100,-79,-62,-69,-62,-60,-61,-73,0,1,0
224,-79,-72,-100,-100,-64,-66,-67,-59,-61,-66,0,1,0
225,-73,-67,-83,-83,-57,-66,-59,-63,-61,-67,0,1,0
226,-67,-72,-83,-80,-57,-65,-57,-73,-66,-68,0,1,0
227,-67,-72,-81,-80,-59,-72,-61,-64,-64,-70,0,1,0
228,-65,-74,-83,-85,-60,-62,-67,-61,-65,-68,0,1,0
229,-68,-69,-83,-83,-61,-75,-67,-60,-62,-83,0,1,0
230,-69,-70,-75,-76,-61,-67,-60,-62,-59,-79,0,1,0
231,-75,-64,-74,-82,-68,-69,-59,-65,-56,-66,0,1,0
232,-66,-66,-75,-100,-60,-60,-62,-76,-63,-80,0,1,0
233,-68,-72,-100,-100,-60,-58,-68,-70,-61,-75,0,1,0
234,-82,-65,-85,-78,-64,-56,-61,-69,-70,-62,0,1,0
235,-76,-73,-78,-79,-71,-63,-59,-69,-67,-68,0,1,0
236,-68,-71,-79,-100,-57,-61,-61,-68,-65,-64,0,1,0
237,-80,-67,-83,-85,-57,-63,-72,-67,-62,-69,0,1,0
238,-73,-73,-86,-100,-58,-58,-60,-71,-59,-64,0,1,0
239,-74,-79,-76,-78,-58,-55,-62,-75,-60,-71,0,1,0
240,-71,-62,-74,-83,-58,-60,-69,-69,-57,-66,0,1,0
241,-77,-69,-79,-85,-58,-69,-58,-62,-62,-70,0,1,0
242,-64,-62,-78,-73,-70,-64,-57,-62,-68,-68,0,1,0
243,-64,-72,-73,-79,-61,-66,-81,-66,-68,-61,0,1,0
244,-70,-69,-75,-77,-61,-57,-62,-68,-65,-62,0,1,0
245,-68,-65,-75,-76,-53,-68,-63,-69,-60,-71,0,1,0
246,-78,-67,-76,-72,-56,-55,-67,-73,-71,-64,0,1,0
247,-74,-66,-79,-84,-55,-68,-57,-69,-65,-67,0,1,0
248,-64,-62,-73,-77,-57,-54,-64,-60,-73,-69,0,1,0
249,-69,-58,-85,-77,-59,-76,-63,-62,-68,-64,0,1,0
250,-76,-60,-74,-76,-54,-58,-62,-73,-73,-61,0,1,0
251,-65,-57,-85,-76,-54,-55,-64,-66,-67,-66,0,1,0
252,-66,-61,-71,-72,-59,-54,-72,-67,-62,-70,0,1,0
253,-68,-64,-100,-83,-73,-57,-81,-74,-62,-65,0,1,0
254,-65,-64,-81,-74,-56,-56,-72,-62,-83,-69,0,1,0
255,-65,-70,-71,-78,-58,-55,-65,-58,-64,-68,0,1,0
256,-70,-63,-76,-80,-62,-61,-60,-58,-66,-68,0,0,0
257,-69,-65,-79,-100,-54,-66,-61,-61,-66,-64,0,0,0
258,-71,-69,-72,-72,-57,-57,-64,-61,-67,-66,0,0,0
259,-64,-64,-76,-75,-65,-61,-67,-62,-61,-60,0,0,0
260,-68,-64,-77,-100,-62,-60,-75,-68,-66,-62,0,0,0
261,-62,-59,-74,-78,-56,-57,-67,-73,-61,-62,0,0,0
262,-65,-60,-77,-73,-55,-62,-70,-69,-62,-78,0,0,0
263,-64,-67,-75,-80,-58,-56,-68,-69,-65,-69,0,0,0
264,-69,-64,-79,-77,-67,-61,-72,-64,-62,-65,0,0,0
265,-67,-64,-76,-78,-63,-60,-59,-69,-61,-73,0,0,0
266,-68,-56,-81,-100,-57,-64,-60,-73,-63,-63,0,0,0
267,-64,-69,-77,-81,-57,-65,-58,-72,-60,-67,0,0,0
268,-68,-76,-82,-75,-61,-75,-66,-74,-66,-59,0,0,0
269,-63,-81,-84,-81,-55,-67,-62,-70,-66,-57,0,0,0
270,-67,-58,-73,-82,-55,-74,-58,-66,-70,-61,0,0,0
271,-59,-70,-87,-78,-53,-61,-66,-68,-65,-62,0,0,0
272,-65,-62,-84,-77,-54,-57,-73,-72,-68,-65,0,0,0
273,-57,-58,-75,-82,-55,-60,-67,-65,-72,-65,0,0,0
274,-61,-52,-78,-74,-64,-61,-62,-62,-66,-69,0,0,0
275,-60,-58,-72,-78,-63,-61,-64,-62,-64,-69,0,0,0
276,-63,-60,-74,-74,-57,-58,-64,-66,-62,-74,0,0,0
277,-72,-58,-76,-77,-57,-62,-59,-68,-61,-72,0,0,0
278,-56,-56,-76,-74,-57,-74,-60,-65,-67,-69,0,0,0
279,-69,-64,-80,-74,-62,-67,-62,-67,-62,-63,0,0,0
280,-57,-60,-74,-100,-59,-67,-63,-78,-57,-62,0,0,0
281,-62,-57,-77,-81,-54,-65,-69,-89,-55,-66,0,0,0
282,-68,-64,-85,-73,-54,-68,-65,-74,-59,-76,0,0,0
283,-68,-56,-71,-70,-56,-65,-69,-86,-64,-72,0,0,0
284,-58,-61,-74,-77,-62,-68,-71,-72,-66,-73,0,0,0
285,-58,-73,-77,-100,-65,-71,-61,-75,-64,-71,0,0,0
286,-58,-59,-75,-82,-63,-65,-59,-79,-62,-64,0,0,0
287,-55,-61,-72,-77,-61,-62,-61,-73,-66,-72,0,0,0
288,-62,-62,-74,-71,-65,-67,-63,-67,-67,-76,0,0,0
289,-62,-60,-79,-85,-82,-68,-61,-62,-70,-68,0,0,0
290,-56,-59,-73,-84,-63,-75,-62,-61,-88,-72,0,0,0
291,-55,-52,-100,-80,-57,-73,-63,-63,-65,-76,0,0,0
292,-62,-49,-80,-72,-58,-69,-69,-68,-64,-77,0,0,0
293,-64,-52,-72,-75,-61,-64,-70,-67,-63,-72,0,0,0
294,-68,-54,-72,-72,-78,-64,-62,-72,-64,-67,0,0,0
295,-62,-53,-73,-67,-63,-72,-66,-71,-64,-100,0,0,0
296,-56,-51,-81,-69,-62,-75,-64,-77,-64,-69,0,0,0
297,-61,-51,-100,-75,-67,-67,-67,-81,-63,-78,0,0,0
298,-64,-50,-100,-74,-63,-65,-69,-71,-63,-100,0,0,0
299,-66,-53,-100,-72,-62,-64,-62,-70,-68,-100,0,0,0
300,-78,-55,-100,-80,-67,-64,-61,-67,-71,-100,0,0,0
301,-65,-51,-73,-78,-72,-66,-62,-64,-68,-79,0,0,0
302,-65,-52,-80,-74,-68,-68,-62,-64,-64,-72,0,0,0
303,-62,-50,-72,-80,-66,-72,-61,-63,-63,-65,0,0,0
304,-64,-50,-76,-72,-69,-78,-60,-64,-64,-62,0,0,0
305,-66,-54,-72,-75,-62,-73,-61,-65,-63,-63,0,0,0
306,-58,-53,-74,-74,-63,-71,-62,-67,-65,-64,0,0,0
307,-56,-49,-73,-78,-62,-67,-61,-66,-64,-68,0,0,0
308,-56,-50,-76,-78,-60,-64,-61,-66,-63,-78,0,0,0
309,-59,-54,-100,-76,-58,-65,-65,-68,-64,-79,0,0,0
310,-63,-55,-76,-70,-57,-64,-62,-72,-68,-71,0,0,0
311,-70,-56,-100,-74,-56,-64,-65,-74,-62,-66,0,0,0
312,-75,-57,-78,-77,-56,-66,-68,-70,-64,-67,0,0,0
313,-73,-53,-100,-71,-57,-68,-67,-70,-72,-68,0,0,0
314,-69,-52,-73,-74,-57,-69,-68,-69,-69,-70,0,0,0
315,-65,-51,-70,-73,-57,-69,-64,-66,-67,-71,0,0,0
316,-63,-55,-73,-68,-57,-70,-65,-66,-63,-77,0,0,0
317,-62,-61,-82,-77,-56,-69,-64,-63,-63,-75,0,0,0
318,-66,-68,-100,-68,-58,-67,-61,-62,-63,-72,0,0,0
319,-69,-64,-80,-67,-58,-69,-100,-62,-63,-73,0,0,0
320,-85,-63,-81,-77,-61,-77,-65,-61,-65,-74,0,0,0
321,-64,-60,-69,-69,-70,-77,-62,-60,-64,-82,0,0,0
322,-63,-58,-67,-65,-65,-74,-61,-60,-64,-75,0,0,0
323,-64,-55,-72,-70,-62,-73,-61,-60,-64,-71,0,0,0
324,-66,-57,-85,-75,-62,-71,-63,-59,-65,-74,0,0,0
325,-67,-59,-79,-72,-61,-68,-62,-57,-65,-83,0,0,0
326,-64,-58,-86,-75,-60,-68,-62,-59,-65,-73,0,0,0
327,-61,-63,-85,-73,-61,-68,-64,-63,-64,-72,0,0,0
328,-58,-69,-74,-80,-61,-68,-65,-63,-64,-73,0,0,0
329,-57,-69,-72,-74,-61,-68,-72,-61,-66,-100,0,0,0
330,-55,-69,-75,-71,-60,-68,-71,-62,-65,-77,0,0,0
331,-55,-63,-70,-68,-60,-68,-76,-64,-64,-73,0,0,0
332,-55,-60,-68,-65,-60,-67,-70,-70,-63,-75,0,0,0
333,-55,-58,-70,-66,-61,-68,-64,-67,-62,-76,0,0,0
334,-57,-56,-77,-66,-63,-69,-63,-64,-64,-77,0,0,0
335,-61,-57,-73,-65,-63,-69,-64,-63,-70,-73,0,0,0
336,-63,-59,-70,-68,-60,-70,-67,-65,-76,-75,0,0,0
337,-69,-61,-76,-73,-61,-78,-65,-62,-68,-82,0,0,0
338,-66,-67,-75,-76,-64,-79,-67,-60,-67,-82,0,0,0
339,-64,-64,-77,-78,-66,-81,-69,-62,-71,-87,0,0,0
340,-63,-58,-79,-75,-65,-69,-62,-68,-70,-72,0,0,0
341,-62,-57,-69,-73,-65,-65,-59,-64,-68,-68,0,0,0
342,-62,-55,-70,-71,-68,-66,-63,-61,-68,-69,0,0,0
343,-64,-57,-74,-72,-82,-67,-70,-64,-70,-73,0,0,0
344,-67,-61,-72,-73,-74,-71,-59,-66,-64,-70,0,0,0
345,-63,-62,-72,-73,-68,-73,-58,-60,-65,-67,0,0,0
346,-65,-54,-66,-71,-70,-81,-63,-58,-70,-68,0,0,0
347,-75,-53,-72,-76,-69,-85,-64,-61,-69,-73,0,0,0
348,-67,-53,-73,-65,-75,-75,-60,-60,-73,-75,0,0,0
349,-68,-56,-68,-65,-72,-69,-62,-59,-68,-76,0,0,0
350,-66,-56,-65,-72,-72,-67,-83,-60,-66,-79,0,0,0
351,-61,-52,-71,-63,-68,-68,-62,-62,-74,-81,0,0,0
352,-61,-52,-68,-67,-68,-69,-58,-63,-70,-82,0,0,0
353,-61,-54,-66,-67,-65,-67,-63,-63,-71,-75,0,0,0
354,-58,-57,-69,-63,-64,-65,-74,-62,-77,-71,0,0,0
355,-56,-57,-77,-65,-66,-64,-67,-62,-67,-73,0,0,0
356,-55,-100,-100,-100,-100,-67,-63,-62,-100,-70,0,0,0
357,-56,-66,-76,-70,-69,-67,-64,-63,-66,-70,0,0,0
358,-57,-64,-78,-68,-68,-65,-64,-64,-64,-67,0,0,0
359,-57,-63,-65,-66,-65,-100,-66,-65,-61,-67,0,0,0
360,-57,-63,-69,-72,-65,-69,-71,-69,-64,-67,0,0,0
361,-57,-67,-72,-68,-64,-73,-69,-72,-71,-70,0,0,0
362,-57,-72,-77,-73,-66,-71,-70,-76,-68,-70,0,0,0
363,-57,-69,-72,-68,-67,-72,-100,-100,-69,-74,0,0,0
364,-57,-75,-63,-64,-68,-71,-69,-77,-66,-70,0,0,0
