superframe,O-DR,O-DL,O-E,O-M,I-DL,I-DR,I-E,I-T1,I-T2,I-T3,Label,raw_photosensor_door,raw_photosensor_endpos
91,-77,-76,-83,-82,-100,-79,-55,-62,-73,-70,2,0,0
92,-76,-75,-82,-84,-100,-80,-55,-62,-73,-69,2,0,0
93,-76,-76,-84,-84,-100,-78,-55,-62,-72,-70,2,0,0
94,-76,-76,-86,-85,-100,-79,-54,-62,-72,-71,2,0,0
95,-77,-75,-100,-86,-100,-80,-55,-63,-72,-70,2,0,0
96,-75,-77,-84,-100,-100,-80,-54,-62,-72,-70,2,0,0
97,-75,-77,-86,-100,-100,-84,-55,-62,-72,-71,2,0,0
98,-75,-78,-85,-100,-100,-82,-55,-62,-73,-70,2,0,0
99,-76,-78,-100,-87,-100,-80,-55,-62,-73,-70,2,0,0
100,-78,-78,-100,-87,-100,-100,-54,-62,-73,-70,2,0,0
101,-77,-79,-100,-100,-100,-87,-56,-62,-73,-70,2,0,0
102,-77,-77,-84,-100,-100,-100,-55,-62,-73,-70,2,0,0
103,-76,-76,-85,-100,-100,-100,-55,-63,-73,-70,2,0,0
104,-76,-76,-82,-88,-100,-85,-55,-62,-72,-69,2,0,0
105,-75,-76,-82,-100,-73,-86,-55,-62,-73,-69,2,0,0
106,-74,-75,-82,-86,-72,-100,-55,-62,-73,-70,2,0,0
107,-76,-75,-81,-100,-71,-100,-55,-63,-73,-70,2,0,0
108,-75,-74,-82,-100,-71,-100,-54,-62,-73,-70,2,0,0
109,-76,-75,-81,-100,-72,-100,-55,-62,-73,-70,2,0,0
110,-77,-76,-85,-89,-75,-100,-55,-62,-73,-70,2,0,0
111,-77,-76,-87,-100,-74,-84,-55,-62,-73,-70,2,0,0
112,-78,-76,-83,-88,-74,-100,-56,-63,-73,-71,2,0,0
113,-78,-76,-85,-100,-71,-100,-54,-62,-73,-70,2,0,0
114,-77,-75,-83,-85,-71,-86,-55,-63,-73,-70,2,0,0
115,-76,-75,-85,-85,-73,-87,-55,-62,-72,-70,2,0,0
116,-78,-75,-86,-100,-71,-100,-55,-63,-72,-70,2,0,0
117,-77,-76,-81,-100,-71,-100,-55,-62,-73,-71,2,0,0
118,-77,-76,-83,-84,-72,-100,-55,-62,-73,-71,2,0,0
119,-77,-75,-85,-86,-72,-100,-100,-63,-72,-70,2,0,0
120,-77,-75,-100,-100,-75,-100,-100,-63,-75,-70,2,0,0
121,-76,-77,-84,-85,-71,-87,-100,-62,-73,-70,2,0,0
122,-76,-76,-82,-84,-73,-86,-100,-62,-73,-69,2,0,0
123,-76,-76,-100,-85,-73,-85,-100,-63,-74,-69,2,0,0
124,-77,-75,-83,-84,-72,-86,-100,-62,-72,-70,2,0,0
125,-76,-76,-84,-83,-72,-85,-100,-62,-72,-70,2,0,0
126,-78,-76,-85,-83,-72,-100,-100,-62,-73,-69,2,0,0
127,-78,-75,-82,-82,-72,-100,-100,-62,-73,-70,2,0,0
128,-78,-75,-81,-100,-72,-87,-100,-62,-73,-69,2,0,0
129,-77,-76,-84,-100,-74,-100,-100,-62,-72,-70,2,0,0
130,-77,-75,-85,-100,-73,-100,-100,-62,-74,-70,2,0,0
131,-77,-76,-100,-86,-73,-100,-100,-62,-73,-70,2,0,0
132,-77,-76,-85,-100,-74,-100,-100,-62,-73,-70,2,0,0
133,-77,-75,-87,-83,-73,-86,-100,-62,-73,-69,2,0,0
134,-77,-75,-85,-83,-72,-100,-100,-63,-73,-70,2,0,0
135,-78,-76,-83,-82,-72,-100,-100,-62,-73,-70,2,0,0
136,-77,-76,-84,-83,-72,-100,-55,-62,-74,-70,2,0,0
137,-77,-75,-88,-82,-72,-100,-55,-62,-73,-70,2,0,0
138,-77,-75,-88,-84,-72,-100,-54,-62,-74,-70,2,0,0
139,-77,-75,-82,-88,-72,-100,-54,-62,-74,-70,2,0,0
140,-77,-76,-84,-86,-73,-100,-55,-62,-74,-70,2,0,0
141,-77,-75,-84,-88,-72,-100,-54,-62,-73,-71,2,0,0
142,-77,-75,-83,-84,-70,-100,-54,-62,-74,-70,2,0,0
143,-76,-75,-82,-87,-71,-100,-55,-62,-73,-70,2,0,0
144,-77,-76,-83,-100,-71,-100,-54,-63,-72,-70,2,0,0
145,-77,-75,-82,-100,-72,-100,-55,-62,-73,-70,2,0,0
146,-77,-75,-82,-83,-72,-100,-55,-62,-72,-70,2,0,0
147,-77,-76,-100,-81,-72,-85,-54,-62,-71,-70,2,0,0
148,-77,-76,-82,-88,-72,-100,-56,-63,-73,-68,2,0,0
149,-78,-77,-81,-87,-73,-86,-55,-62,-100,-69,2,0,0
150,-77,-77,-82,-87,-73,-89,-54,-62,-100,-70,2,0,0
151,-77,-76,-82,-85,-71,-100,-55,-62,-100,-70,2,0,0
152,-78,-76,-79,-85,-73,-89,-55,-62,-100,-70,2,0,0
153,-76,-76,-79,-88,-74,-88,-55,-63,-100,-70,2,0,0
154,-78,-75,-80,-85,-76,-87,-55,-63,-100,-70,2,0,0
155,-77,-76,-81,-82,-76,-100,-55,-62,-100,-70,2,0,0
156,-76,-76,-83,-83,-75,-87,-55,-63,-100,-70,2,0,0
157,-76,-75,-83,-84,-73,-100,-54,-62,-100,-70,2,0,0
158,-77,-75,-82,-85,-76,-100,-55,-63,-100,-71,2,0,0
159,-76,-75,-83,-83,-76,-100,-55,-62,-100,-71,2,0,0
160,-76,-77,-85,-81,-74,-100,-55,-62,-100,-70,2,0,0
161,-77,-75,-83,-81,-74,-100,-55,-62,-100,-71,2,0,0
162,-77,-76,-83,-84,-72,-83,-55,-62,-100,-70,2,0,0
163,-76,-78,-100,-83,-73,-100,-55,-62,-100,-69,2,0,0
164,-77,-77,-100,-87,-72,-100,-56,-62,-100,-69,2,0,0
165,-76,-77,-100,-85,-72,-100,-55,-62,-100,-70,2,0,0
166,-78,-77,-83,-82,-72,-100,-54,-62,-72,-69,2,0,0
167,-73,-80,-86,-84,-71,-100,-55,-63,-73,-70,2,0,0
168,-77,-78,-100,-83,-71,-100,-55,-63,-71,-69,2,0,0
169,-76,-78,-85,-100,-71,-100,-56,-62,-72,-69,2,0,0
170,-85,-84,-80,-84,-71,-100,-55,-62,-70,-69,2,0,0
171,-82,-75,-82,-85,-72,-100,-55,-62,-71,-69,2,0,0
172,-80,-79,-83,-86,-71,-100,-56,-62,-72,-69,2,0,0
173,-81,-79,-87,-87,-71,-100,-55,-63,-74,-69,2,0,0
174,-79,-77,-82,-100,-73,-100,-55,-62,-72,-70,2,0,0
175,-79,-75,-83,-100,-72,-100,-55,-63,-72,-70,2,0,0
176,-78,-76,-82,-100,-72,-100,-54,-62,-71,-71,2,0,0
177,-78,-76,-80,-100,-72,-86,-55,-63,-72,-70,2,0,0
178,-75,-79,-82,-100,-74,-89,-55,-62,-73,-72,2,0,0
179,-77,-79,-80,-100,-74,-100,-54,-63,-73,-71,2,0,0
180,-77,-79,-79,-100,-71,-86,-55,-62,-75,-71,2,0,0
181,-78,-78,-81,-100,-73,-100,-55,-62,-74,-70,2,0,0
182,-78,-80,-89,-100,-73,-83,-55,-63,-72,-73,2,0,0
183,-77,-82,-86,-100,-73,-84,-55,-61,-75,-71,2,0,0
184,-76,-82,-80,-100,-75,-100,-56,-61,-71,-71,2,0,0
185,-78,-84,-100,-84,-75,-100,-55,-62,-70,-72,2,0,0
186,-78,-79,-100,-84,-74,-100,-54,-62,-71,-70,2,0,0
187,-79,-80,-100,-85,-73,-100,-55,-61,-73,-68,2,0,0
188,-78,-79,-100,-85,-72,-100,-54,-62,-71,-72,2,0,0
189,-78,-81,-100,-84,-72,-100,-56,-62,-71,-69,2,0,0
190,-80,-80,-83,-100,-71,-100,-56,-63,-71,-69,2,0,0
191,-81,-78,-85,-85,-75,-100,-54,-62,-71,-71,2,0,0
192,-81,-77,-87,-100,-75,-100,-56,-62,-73,-70,2,0,0
193,-83,-77,-79,-86,-73,-100,-56,-62,-71,-71,2,0,0
194,-79,-79,-100,-87,-70,-100,-54,-64,-70,-72,2,0,0
195,-80,-76,-100,-100,-71,-100,-54,-63,-74,-68,2,0,0
196,-79,-76,-83,-84,-72,-100,-54,-63,-76,-69,2,0,0
197,-80,-74,-100,-84,-76,-100,-55,-64,-76,-70,2,0,0
198,-80,-76,-78,-84,-76,-100,-54,-65,-73,-70,2,0,0
199,-79,-76,-85,-82,-72,-89,-54,-64,-77,-70,2,0,0
200,-78,-75,-80,-100,-71,-100,-54,-64,-75,-69,2,0,0
201,-78,-76,-83,-82,-72,-100,-54,-65,-75,-69,2,0,0
202,-79,-76,-85,-83,-74,-100,-54,-66,-75,-70,2,0,0
203,-79,-76,-84,-84,-72,-100,-55,-66,-74,-71,2,0,0
204,-79,-76,-82,-84,-71,-89,-54,-66,-75,-71,2,0,0
205,-78,-76,-83,-85,-71,-100,-54,-65,-76,-71,2,0,0
206,-78,-77,-84,-85,-71,-100,-55,-66,-78,-70,2,0,0
207,-78,-77,-84,-84,-72,-84,-54,-64,-78,-71,2,0,0
208,-79,-77,-83,-85,-73,-100,-54,-64,-78,-70,2,0,0
209,-79,-77,-83,-85,-74,-100,-55,-64,-77,-70,2,0,0
210,-79,-100,-100,-83,-74,-100,-54,-65,-77,-70,2,0,0
211,-79,-100,-83,-83,-72,-100,-53,-64,-78,-69,2,0,0
212,-78,-100,-80,-83,-74,-100,-54,-64,-77,-69,2,0,0
213,-79,-100,-81,-83,-75,-100,-54,-64,-77,-70,2,0,0
214,-79,-100,-82,-82,-74,-100,-55,-64,-77,-70,2,0,0
215,-79,-100,-82,-82,-74,-100,-55,-65,-75,-71,2,0,0
216,-79,-100,-81,-100,-78,-100,-56,-65,-74,-71,2,0,0
217,-78,-100,-81,-85,-81,-88,-56,-65,-76,-71,2,0,0
218,-79,-100,-81,-84,-86,-87,-56,-64,-74,-70,2,0,0
219,-80,-100,-81,-84,-81,-100,-55,-64,-74,-70,2,0,0
220,-79,-100,-82,-82,-80,-100,-55,-64,-77,-69,2,0,0
221,-78,-100,-78,-82,-74,-100,-56,-64,-75,-70,2,0,0
222,-80,-100,-80,-81,-78,-100,-54,-64,-74,-69,2,0,0
223,-80,-100,-78,-81,-78,-100,-55,-64,-79,-69,2,0,0
224,-80,-100,-80,-82,-73,-90,-55,-64,-71,-72,2,0,0
225,-80,-100,-83,-81,-76,-100,-54,-63,-73,-69,2,0,0
226,-79,-100,-81,-83,-73,-86,-56,-65,-74,-70,2,0,0
227,-77,-100,-79,-86,-70,-100,-55,-64,-71,-71,2,0,0
228,-77,-77,-81,-84,-75,-100,-55,-65,-75,-72,2,0,0
229,-77,-77,-78,-100,-74,-87,-57,-64,-74,-72,2,0,0
230,-76,-100,-81,-100,-70,-100,-55,-64,-76,-72,2,0,0
231,-77,-77,-82,-85,-74,-100,-56,-64,-74,-70,2,0,0
232,-76,-77,-100,-84,-73,-100,-56,-63,-74,-70,2,0,0
233,-77,-75,-84,-84,-72,-100,-55,-63,-75,-70,2,0,0
234,-76,-75,-81,-100,-73,-100,-54,-64,-75,-69,2,0,0
235,-77,-75,-81,-87,-73,-100,-55,-63,-74,-69,2,0,0
236,-76,-76,-100,-83,-77,-100,-55,-62,-77,-70,2,0,0
237,-77,-75,-83,-83,-73,-100,-54,-63,-73,-69,2,0,0
238,-77,-76,-84,-83,-77,-100,-54,-62,-73,-70,2,0,0
239,-77,-76,-100,-83,-77,-89,-54,-62,-75,-71,2,0,0
240,-77,-77,-100,-83,-76,-100,-55,-63,-73,-70,2,0,0
241,-77,-76,-83,-83,-76,-100,-55,-62,-71,-100,2,0,0
242,-78,-76,-81,-84,-77,-88,-53,-62,-73,-100,2,0,0
243,-77,-77,-81,-82,-73,-86,-54,-62,-73,-100,2,0,0
244,-77,-76,-100,-82,-75,-100,-53,-62,-76,-100,2,0,0
245,-75,-75,-82,-82,-73,-86,-53,-62,-74,-100,2,0,0
246,-77,-76,-85,-83,-73,-86,-55,-62,-75,-100,2,0,0
247,-76,-76,-84,-86,-75,-86,-56,-62,-75,-100,2,0,0
248,-77,-76,-100,-85,-74,-100,-56,-62,-75,-100,2,0,0
249,-77,-76,-84,-100,-74,-100,-54,-63,-73,-100,2,0,0
250,-76,-76,-82,-84,-72,-100,-55,-64,-73,-100,2,0,0
251,-77,-76,-82,-85,-73,-87,-52,-63,-72,-100,2,0,0
252,-78,-76,-83,-85,-72,-83,-54,-63,-71,-100,2,0,0
253,-77,-76,-85,-84,-72,-83,-55,-62,-69,-100,2,0,0
254,-78,-76,-84,-84,-74,-100,-55,-63,-72,-100,2,0,0
255,-77,-75,-85,-83,-73,-89,-54,-63,-71,-100,2,0,0
256,-77,-76,-85,-83,-73,-100,-55,-63,-71,-100,2,0,0
257,-77,-76,-84,-83,-73,-100,-57,-63,-71,-100,2,0,0
258,-77,-76,-85,-84,-73,-100,-55,-62,-72,-100,2,0,0
259,-77,-75,-85,-85,-72,-86,-54,-62,-73,-68,2,0,0
260,-77,-76,-83,-83,-72,-100,-54,-63,-73,-71,2,0,0
261,-77,-75,-83,-82,-73,-100,-53,-62,-72,-72,2,0,0
262,-77,-76,-100,-82,-77,-85,-55,-63,-75,-72,2,0,0
263,-77,-76,-84,-82,-77,-89,-57,-62,-79,-72,2,0,0
264,-76,-76,-84,-82,-75,-88,-56,-63,-78,-72,2,0,0
265,-77,-75,-100,-83,-73,-100,-55,-62,-80,-72,2,0,0
266,-78,-76,-82,-84,-76,-87,-55,-62,-75,-70,2,0,0
267,-80,-75,-83,-88,-79,-100,-56,-62,-75,-72,2,0,0
268,-79,-75,-83,-85,-74,-100,-54,-62,-76,-71,2,0,0
269,-78,-75,-84,-85,-73,-100,-53,-63,-78,-71,2,0,0
270,-78,-76,-100,-100,-75,-100,-54,-63,-73,-71,2,0,0
271,-78,-76,-100,-89,-72,-100,-54,-64,-72,-72,2,0,0
272,-76,-77,-100,-86,-70,-100,-54,-65,-72,-72,2,0,0
273,-78,-77,-100,-84,-74,-100,-53,-65,-74,-72,2,0,0
274,-78,-77,-100,-100,-70,-100,-55,-63,-72,-71,2,0,0
275,-80,-76,-100,-82,-73,-100,-54,-62,-71,-71,2,0,0
276,-80,-76,-100,-80,-74,-88,-56,-63,-74,-70,2,0,0
277,-79,-76,-100,-81,-72,-85,-55,-63,-69,-69,2,0,0
278,-79,-76,-100,-81,-71,-100,-55,-63,-72,-70,2,0,0
279,-77,-75,-100,-83,-70,-100,-55,-63,-71,-68,2,0,0
280,-78,-76,-100,-79,-72,-100,-54,-63,-75,-70,2,0,0
281,-76,-74,-100,-81,-72,-100,-55,-63,-72,-70,2,0,0
282,-77,-75,-100,-83,-72,-100,-55,-62,-76,-70,2,0,0
283,-78,-75,-100,-81,-72,-100,-55,-62,-73,-70,2,0,0
284,-77,-75,-100,-81,-72,-100,-55,-62,-73,-69,2,0,0
285,-78,-76,-100,-100,-71,-100,-56,-62,-74,-70,2,0,0
286,-77,-75,-100,-82,-74,-100,-55,-62,-72,-71,2,0,0
287,-77,-76,-100,-85,-72,-100,-56,-62,-72,-71,2,0,0
288,-78,-76,-100,-86,-72,-100,-56,-63,-73,-70,2,0,0
289,-77,-76,-100,-100,-71,-100,-54,-63,-72,-71,2,0,0
290,-77,-77,-79,-100,-73,-100,-56,-63,-72,-69,2,0,0
291,-78,-75,-81,-85,-72,-100,-55,-63,-73,-70,2,0,0
292,-78,-75,-79,-83,-71,-100,-54,-63,-71,-71,2,0,0
293,-78,-75,-81,-86,-73,-100,-56,-63,-71,-70,2,0,0
294,-78,-76,-82,-84,-72,-100,-55,-62,-72,-70,2,0,0
295,-77,-76,-82,-84,-72,-88,-55,-63,-72,-69,2,0,0
296,-78,-77,-83,-82,-73,-84,-55,-63,-72,-68,2,0,0
297,-78,-76,-83,-82,-72,-100,-55,-62,-71,-69,2,0,0
298,-100,-100,-100,-100,-100,-100,-55,-63,-100,-70,2,0,0
299,-78,-77,-86,-84,-73,-100,-55,-62,-72,-70,2,0,0
300,-77,-76,-84,-85,-72,-100,-55,-62,-72,-69,2,0,0
301,-78,-76,-83,-85,-72,-86,-55,-62,-70,-70,2,0,0
302,-78,-75,-82,-100,-72,-100,-55,-63,-72,-70,2,0,0
303,-77,-75,-82,-83,-72,-100,-55,-100,-72,-69,2,0,0
304,-78,-76,-84,-100,-73,-100,-55,-100,-71,-69,2,0,0
305,-77,-75,-83,-87,-72,-100,-54,-100,-71,-69,2,0,0
306,-77,-76,-83,-85,-72,-87,-55,-100,-71,-69,2,0,0
307,-77,-76,-82,-100,-73,-100,-55,-100,-71,-69,2,0,0
308,-78,-76,-82,-100,-73,-100,-55,-100,-71,-70,2,0,0
309,-77,-76,-82,-100,-72,-100,-54,-100,-73,-69,2,0,0
310,-78,-76,-81,-100,-71,-100,-54,-100,-71,-70,2,0,0
311,-78,-77,-82,-86,-72,-90,-55,-100,-71,-70,2,0,0
312,-100,-100,-100,-100,-100,-100,-55,-100,-100,-69,2,0,0
313,-79,-75,-82,-85,-72,-100,-56,-100,-72,-70,2,0,0
314,-79,-75,-82,-85,-71,-100,-54,-100,-72,-70,2,0,0
315,-79,-75,-82,-87,-74,-100,-56,-100,-71,-70,2,0,0
316,-80,-100,-82,-85,-72,-100,-55,-100,-71,-70,2,0,0
317,-79,-75,-82,-84,-73,-100,-56,-100,-71,-70,2,0,0
318,-80,-76,-82,-84,-74,-100,-55,-100,-71,-70,2,0,0
319,-80,-76,-83,-83,-73,-100,-55,-100,-70,-70,2,0,0
320,-79,-76,-84,-83,-74,-100,-55,-100,-71,-70,2,0,0
321,-78,-76,-82,-83,-73,-100,-54,-62,-72,-71,2,0,0
322,-78,-75,-83,-84,-74,-100,-54,-63,-71,-71,2,0,0
323,-77,-76,-83,-84,-73,-100,-55,-62,-72,-70,2,0,0
324,-77,-76,-100,-100,-72,-100,-54,-63,-72,-70,2,0,0
325,-77,-77,-100,-85,-73,-100,-55,-63,-72,-70,2,0,0
326,-78,-100,-82,-84,-73,-100,-55,-63,-72,-70,2,0,0
327,-78,-75,-83,-85,-73,-100,-54,-63,-72,-70,2,0,0
328,-78,-76,-83,-86,-73,-100,-56,-62,-71,-69,2,0,0
329,-78,-76,-82,-85,-72,-100,-55,-62,-71,-70,2,0,0
330,-78,-76,-82,-100,-74,-100,-55,-63,-71,-69,2,0,0
331,-78,-76,-82,-86,-73,-100,-55,-63,-71,-69,2,0,0
332,-78,-75,-82,-85,-73,-100,-55,-63,-71,-70,2,0,0
333,-78,-75,-83,-86,-73,-100,-55,-63,-70,-69,2,0,0
334,-78,-75,-83,-86,-73,-100,-55,-62,-70,-71,2,0,0
335,-78,-76,-83,-100,-72,-100,-54,-63,-72,-70,2,0,0
336,-78,-76,-83,-86,-73,-100,-55,-63,-71,-70,2,0,0
337,-100,-100,-100,-100,-100,-100,-54,-63,-71,-70,2,0,0
338,-78,-76,-83,-88,-72,-100,-55,-63,-73,-70,2,0,0
339,-77,-76,-82,-86,-72,-100,-55,-63,-72,-70,2,0,0
340,-78,-76,-100,-100,-72,-100,-55,-63,-70,-70,2,0,0
341,-78,-76,-84,-87,-72,-100,-56,-100,-72,-70,2,0,0
342,-78,-76,-100,-86,-72,-100,-55,-62,-72,-69,2,0,0
343,-78,-75,-83,-85,-73,-100,-54,-62,-71,-70,2,0,0
344,-77,-75,-83,-100,-73,-100,-56,-63,-71,-69,2,0,0
345,-78,-75,-82,-86,-73,-100,-56,-63,-70,-70,2,0,0
346,-78,-75,-82,-86,-73,-100,-54,-63,-71,-70,2,0,0
347,-79,-75,-84,-86,-73,-100,-56,-63,-71,-70,2,0,0
348,-79,-75,-82,-85,-73,-100,-55,-62,-71,-70,2,0,0
349,-77,-75,-82,-85,-73,-100,-54,-62,-71,-100,2,0,0
350,-100,-100,-100,-100,-100,-100,-55,-63,-100,-70,2,0,0
351,-78,-75,-82,-86,-73,-100,-55,-62,-71,-70,2,0,0
352,-78,-75,-82,-86,-73,-100,-55,-63,-71,-69,2,0,0
353,-78,-75,-83,-86,-74,-100,-55,-63,-71,-70,2,0,0
354,-78,-75,-83,-85,-73,-100,-55,-62,-72,-70,2,0,0
355,-78,-75,-83,-86,-73,-100,-56,-63,-72,-70,2,0,0
356,-78,-75,-83,-87,-73,-100,-55,-63,-71,-70,2,0,0
357,-78,-75,-82,-86,-73,-100,-54,-62,-71,-70,2,0,0
358,-77,-75,-83,-100,-73,-100,-55,-63,-72,-70,2,0,0
359,-100,-100,-100,-100,-100,-100,-55,-62,-100,-70,2,0,0
360,-77,-75,-83,-100,-74,-100,-55,-62,-72,-70,2,0,0
361,-77,-75,-83,-87,-73,-100,-55,-63,-71,-70,2,0,0
362,-77,-75,-84,-85,-73,-100,-54,-62,-71,-70,2,0,0
363,-77,-75,-84,-100,-73,-100,-54,-100,-72,-70,2,0,0
364,-77,-75,-83,-86,-73,-100,-55,-63,-71,-71,2,0,0
