superframe,O-DR,O-DL,O-E,O-M,I-DL,I-DR,I-E,I-T1,I-T2,I-T3,Label,raw_photosensor_door
41,-54,-62,-80,-83,-58,-65,-67,-62,-54,-61,1,0
42,-53,-64,-84,-100,-74,-67,-62,-61,-53,-59,1,0
43,-55,-63,-80,-73,-68,-100,-63,-64,-55,-58,1,0
44,-57,-66,-76,-75,-63,-66,-65,-58,-57,-60,1,0
45,-57,-65,-76,-77,-60,-64,-65,-57,-56,-63,1,0
46,-59,-64,-77,-80,-62,-65,-66,-58,-56,-70,1,0
47,-62,-65,-79,-82,-58,-66,-68,-59,-60,-67,1,0
48,-66,-64,-100,-76,-56,-74,-69,-66,-70,-64,1,0
49,-61,-69,-78,-74,-60,-73,-69,-62,-61,-69,1,0
50,-68,-58,-77,-74,-69,-64,-63,-66,-100,-76,1,0
51,-61,-64,-80,-74,-62,-73,-60,-63,-58,-61,1,0
52,-63,-65,-74,-71,-58,-72,-67,-67,-66,-66,1,0
53,-61,-71,-78,-68,-61,-69,-71,-59,-66,-64,1,0
54,-62,-64,-80,-72,-72,-63,-55,-57,-60,-71,1,0
55,-70,-77,-80,-69,-78,-69,-56,-62,-57,-64,1,0
56,-75,-72,-75,-72,-100,-74,-56,-63,-64,-70,1,0
57,-72,-71,-74,-74,-85,-71,-57,-59,-62,-64,1,0
58,-71,-70,-74,-75,-76,-71,-57,-59,-61,-64,1,0
59,-74,-71,-75,-73,-76,-72,-57,-60,-62,-65,1,0
60,-76,-70,-75,-72,-74,-73,-56,-62,-64,-69,1,0
61,-75,-69,-75,-71,-72,-74,-56,-64,-65,-74,1,0
62,-72,-70,-75,-70,-71,-75,-56,-65,-66,-77,1,0
63,-71,-71,-76,-70,-71,-76,-56,-65,-66,-77,1,0
64,-71,-72,-76,-70,-71,-77,-56,-65,-65,-73,1,0
65,-70,-73,-77,-70,-70,-76,-56,-67,-66,-77,1,0
66,-70,-71,-77,-69,-71,-75,-56,-71,-66,-79,1,0
67,-69,-70,-77,-69,-73,-75,-56,-73,-68,-78,1,0
68,-68,-70,-76,-69,-72,-76,-56,-72,-69,-77,1,0
69,-69,-71,-76,-70,-71,-76,-56,-69,-68,-81,1,0
70,-71,-71,-78,-70,-70,-74,-56,-70,-66,-81,1,0
71,-100,-100,-100,-100,-100,-100,-56,-100,-100,-82,1,0
72,-70,-69,-77,-69,-70,-73,-56,-73,-68,-79,1,0
73,-70,-68,-77,-69,-71,-73,-56,-74,-69,-76,1,0
74,-71,-67,-78,-69,-71,-72,-57,-72,-69,-73,1,0
75,-72,-66,-78,-69,-71,-72,-57,-69,-67,-72,1,0
76,-72,-66,-78,-69,-71,-71,-57,-69,-67,-71,1,0
77,-71,-66,-79,-69,-71,-72,-57,-69,-68,-71,1,0
78,-71,-66,-78,-69,-71,-72,-57,-69,-69,-71,1,0
79,-71,-66,-79,-69,-70,-72,-57,-70,-69,-71,1,0
80,-71,-66,-79,-69,-69,-73,-57,-70,-70,-72,1,0
81,-72,-65,-79,-69,-68,-74,-57,-71,-74,-74,1,0
82,-71,-66,-78,-70,-66,-76,-57,-70,-79,-77,1,0
83,-71,-66,-78,-70,-65,-78,-58,-66,-71,-77,1,0
84,-70,-66,-78,-71,-63,-82,-59,-64,-67,-71,1,0
85,-69,-68,-78,-71,-62,-100,-60,-62,-64,-67,1,0
86,-69,-69,-78,-71,-62,-100,-62,-61,-63,-65,1,0
87,-69,-68,-79,-71,-62,-87,-62,-61,-63,-64,1,0
88,-68,-67,-79,-71,-62,-84,-63,-62,-63,-64,1,0
89,-68,-67,-79,-71,-62,-83,-64,-61,-62,-64,1,0
90,-68,-67,-79,-71,-62,-83,-65,-61,-62,-64,1,0
91,-68,-67,-79,-71,-62,-84,-100,-61,-62,-64,1,0
92,-68,-66,-79,-70,-62,-83,-69,-61,-62,-64,1,0
93,-68,-66,-79,-70,-62,-82,-71,-61,-62,-64,1,0
94,-69,-67,-80,-70,-62,-83,-72,-61,-62,-64,1,0
95,-69,-66,-79,-70,-62,-85,-72,-61,-62,-64,1,0
96,-69,-66,-79,-69,-63,-84,-73,-61,-62,-65,1,0
97,-69,-66,-79,-69,-62,-82,-73,-61,-62,-65,1,0
98,-69,-66,-79,-69,-62,-81,-74,-61,-61,-65,1,0
99,-69,-67,-79,-69,-63,-80,-73,-61,-61,-65,1,0
100,-69,-66,-79,-69,-63,-80,-74,-61,-62,-65,1,0
101,-69,-66,-79,-69,-63,-81,-75,-61,-62,-65,1,0
102,-68,-66,-80,-69,-62,-81,-74,-61,-61,-65,1,0
103,-68,-67,-80,-69,-63,-81,-75,-61,-61,-65,1,0
104,-69,-66,-79,-68,-63,-82,-75,-61,-62,-66,1,0
105,-70,-67,-81,-67,-66,-77,-69,-62,-62,-67,1,0
106,-68,-69,-88,-66,-76,-69,-62,-63,-63,-70,1,0
107,-68,-74,-75,-72,-61,-66,-59,-67,-62,-69,1,0
108,-69,-72,-100,-64,-64,-69,-62,-61,-67,-69,1,0
109,-71,-72,-71,-68,-67,-67,-58,-57,-57,-67,1,0
110,-64,-68,-71,-69,-77,-69,-56,-58,-63,-71,1,0
111,-63,-67,-84,-72,-64,-69,-59,-62,-61,-69,1,0
112,-76,-69,-100,-69,-64,-80,-60,-72,-70,-67,1,0
113,-66,-71,-80,-76,-68,-79,-63,-70,-74,-65,1,0
114,-64,-73,-72,-78,-64,-76,-71,-63,-68,-100,1,0
115,-67,-70,-69,-100,-62,-76,-58,-65,-63,-68,1,0
116,-64,-70,-70,-81,-83,-69,-56,-74,-70,-100,1,0
117,-65,-72,-76,-75,-69,-71,-57,-65,-72,-100,1,0
118,-61,-100,-100,-100,-100,-100,-66,-62,-63,-100,1,0
119,-61,-69,-100,-74,-68,-77,-65,-65,-65,-100,1,0
120,-62,-72,-83,-100,-62,-65,-61,-67,-67,-59,1,0
121,-57,-77,-68,-77,-62,-63,-68,-60,-60,-55,1,0
122,-58,-62,-67,-68,-61,-100,-65,-57,-57,-60,1,0
123,-61,-68,-70,-87,-60,-78,-57,-71,-60,-60,1,0
124,-62,-68,-71,-62,-60,-72,-62,-56,-60,-58,1,0
125,-64,-63,-71,-63,-55,-64,-52,-60,-62,-59,1,0
126,-68,-64,-77,-65,-57,-62,-53,-72,-71,-66,1,0
127,-67,-72,-69,-68,-58,-68,-57,-65,-62,-59,1,0
128,-63,-75,-71,-66,-68,-60,-58,-64,-60,-67,1,0
129,-65,-64,-75,-72,-68,-58,-58,-58,-62,-64,1,0
130,-63,-63,-67,-68,-74,-60,-68,-57,-58,-60,1,0
131,-64,-71,-78,-66,-61,-60,-69,-68,-62,-60,1,0
132,-70,-70,-66,-64,-62,-80,-64,-77,-56,-64,1,0
133,-100,-64,-63,-66,-64,-62,-73,-59,-55,-67,1,0
134,-79,-68,-66,-65,-60,-64,-67,-59,-60,-62,1,0
135,-65,-71,-64,-80,-57,-62,-73,-63,-62,-59,1,0
136,-69,-66,-67,-72,-62,-62,-62,-63,-65,-64,1,0
137,-70,-72,-66,-68,-64,-75,-68,-66,-63,-67,1,0
138,-72,-75,-64,-69,-54,-63,-64,-71,-62,-62,1,0
139,-73,-70,-67,-78,-58,-62,-75,-63,-69,-64,1,0
140,-75,-65,-69,-68,-57,-64,-71,-60,-70,-73,1,0
141,-71,-65,-61,-64,-57,-67,-64,-61,-64,-63,1,0
142,-73,-78,-62,-68,-62,-59,-74,-63,-70,-64,1,0
143,-69,-69,-63,-66,-57,-54,-73,-67,-68,-79,1,0
144,-64,-78,-66,-69,-55,-58,-69,-65,-68,-57,1,0
145,-62,-72,-72,-72,-55,-60,-70,-75,-68,-65,1,0
146,-62,-69,-67,-70,-57,-54,-100,-66,-64,-64,1,0
147,-62,-69,-65,-67,-61,-53,-84,-70,-70,-61,1,0
148,-64,-74,-67,-66,-62,-56,-80,-62,-74,-62,1,0
149,-65,-67,-70,-68,-61,-63,-69,-62,-64,-65,1,0
150,-63,-64,-66,-74,-58,-58,-67,-65,-66,-64,1,0
151,-68,-66,-72,-66,-57,-58,-100,-65,-64,-62,1,0
152,-68,-71,-68,-73,-57,-60,-75,-79,-58,-61,1,0
153,-76,-87,-63,-64,-58,-66,-68,-66,-63,-60,1,0
154,-88,-67,-64,-63,-56,-64,-73,-66,-64,-62,1,0
155,-82,-66,-64,-66,-59,-81,-74,-65,-61,-66,1,0
156,-71,-69,-62,-65,-80,-63,-66,-72,-63,-61,1,0
157,-100,-76,-65,-64,-62,-71,-65,-62,-62,-63,1,0
158,-74,-76,-70,-69,-73,-61,-77,-62,-57,-60,1,0
159,-71,-70,-67,-73,-64,-62,-69,-63,-60,-61,1,0
160,-67,-70,-62,-72,-61,-58,-68,-72,-57,-62,1,0
161,-70,-71,-62,-77,-81,-54,-73,-57,-61,-63,1,0
162,-69,-62,-62,-69,-67,-54,-78,-64,-54,-80,1,0
163,-71,-73,-63,-67,-58,-57,-64,-59,-63,-83,1,0
164,-65,-65,-81,-64,-51,-61,-67,-64,-58,-59,1,0
165,-86,-73,-62,-67,-50,-72,-73,-69,-55,-62,1,0
166,-67,-73,-63,-62,-70,-65,-70,-77,-58,-63,1,0
167,-62,-65,-75,-77,-60,-57,-67,-62,-64,-61,1,0
168,-71,-80,-73,-67,-58,-54,-72,-58,-60,-65,1,0
169,-69,-77,-76,-64,-58,-61,-70,-63,-65,-66,1,0
170,-65,-71,-71,-65,-56,-63,-69,-61,-62,-66,1,0
171,-72,-70,-69,-82,-56,-55,-83,-74,-61,-63,1,0
172,-74,-72,-64,-66,-59,-66,-63,-65,-71,-63,1,0
173,-66,-64,-69,-64,-56,-62,-66,-68,-66,-62,1,0
174,-64,-62,-64,-63,-56,-68,-67,-64,-62,-62,1,0
175,-61,-67,-60,-70,-52,-65,-63,-63,-60,-69,1,0
176,-62,-59,-70,-74,-56,-55,-64,-64,-59,-66,1,0
177,-60,-66,-69,-63,-54,-57,-61,-70,-62,-61,1,0
178,-59,-60,-61,-72,-59,-56,-65,-75,-65,-74,1,0
179,-63,-66,-65,-66,-60,-54,-67,-65,-69,-64,1,0
180,-60,-60,-80,-62,-61,-71,-64,-66,-75,-61,1,0
181,-63,-58,-67,-60,-57,-56,-66,-64,-63,-60,1,0
182,-60,-60,-67,-76,-58,-56,-63,-64,-70,-70,1,0
183,-70,-60,-71,-60,-55,-52,-67,-65,-69,-78,1,0
184,-63,-60,-68,-61,-71,-55,-100,-76,-63,-65,1,0
185,-63,-61,-75,-68,-59,-52,-64,-86,-71,-63,1,0
186,-62,-58,-75,-67,-62,-56,-68,-65,-66,-61,1,0
187,-63,-63,-73,-63,-58,-56,-74,-68,-59,-63,1,0
188,-57,-61,-70,-65,-63,-55,-67,-83,-59,-63,1,0
189,-62,-65,-66,-60,-57,-58,-66,-81,-67,-67,1,0
190,-59,-67,-64,-60,-72,-56,-66,-73,-67,-74,1,0
191,-61,-55,-63,-66,-57,-67,-69,-67,-68,-66,1,0
192,-61,-56,-64,-59,-61,-66,-79,-67,-64,-63,1,0
193,-63,-56,-67,-79,-68,-63,-65,-63,-76,-64,1,0
194,-63,-63,-69,-71,-59,-62,-66,-66,-66,-62,1,0
195,-59,-60,-65,-66,-67,-77,-66,-66,-64,-60,1,0
196,-58,-60,-67,-62,-61,-73,-67,-68,-68,-59,0,1
197,-62,-59,-68,-70,-57,-65,-65,-61,-80,-66,0,1
198,-61,-58,-67,-63,-58,-64,-70,-72,-76,-63,0,1
199,-63,-64,-65,-58,-63,-63,-64,-79,-64,-63,0,1
200,-61,-68,-65,-60,-63,-66,-69,-70,-68,-63,0,1
201,-62,-60,-64,-62,-63,-72,-73,-65,-68,-64,0,1
202,-61,-55,-64,-62,-62,-72,-71,-68,-65,-64,0,1
203,-60,-55,-68,-62,-66,-64,-87,-68,-68,-66,0,1
204,-59,-55,-65,-60,-72,-62,-73,-70,-72,-67,0,1
205,-62,-57,-67,-60,-68,-64,-82,-72,-75,-68,0,1
206,-67,-54,-73,-70,-69,-74,-83,-72,-73,-63,0,0
207,-57,-57,-64,-75,-68,-73,-71,-77,-70,-66,0,0
208,-55,-61,-68,-69,-62,-74,-70,-100,-62,-100,0,0
209,-54,-55,-71,-69,-60,-62,-69,-73,-65,-71,0,0
210,-61,-49,-64,-68,-58,-68,-68,-74,-62,-76,0,0
211,-69,-53,-75,-66,-60,-60,-67,-73,-67,-64,0,0
212,-60,-70,-64,-55,-100,-64,-68,-68,-76,-67,0,0
213,-60,-62,-65,-60,-60,-74,-69,-74,-73,-66,0,0
214,-58,-58,-68,-60,-62,-72,-65,-62,-62,-59,0,0
215,-61,-53,-73,-59,-67,-69,-78,-73,-63,-62,0,0
216,-68,-54,-72,-62,-61,-74,-71,-75,-67,-62,0,0
217,-54,-53,-65,-66,-61,-72,-72,-73,-67,-67,0,0
218,-54,-52,-65,-65,-69,-80,-67,-65,-72,-64,0,0
219,-60,-68,-71,-62,-69,-67,-68,-76,-67,-65,0,0
220,-58,-52,-67,-68,-60,-62,-74,-65,-63,-63,0,0
221,-55,-57,-64,-68,-65,-71,-75,-62,-68,-78,0,0
222,-49,-55,-64,-67,-62,-62,-66,-71,-62,-69,0,0
223,-55,-53,-65,-71,-63,-62,-63,-72,-66,-69,0,0
224,-60,-65,-58,-65,-67,-68,-72,-67,-61,-66,0,0
225,-52,-57,-64,-81,-56,-63,-75,-65,-62,-70,0,0
226,-57,-57,-64,-61,-69,-67,-66,-64,-60,-63,0,0
227,-61,-63,-69,-68,-61,-68,-63,-71,-69,-68,0,0
228,-62,-53,-64,-69,-61,-67,-66,-63,-70,-63,0,0
229,-68,-50,-59,-61,-64,-70,-64,-64,-73,-73,0,0
230,-61,-51,-57,-56,-68,-69,-66,-63,-62,-67,0,0
231,-74,-48,-60,-62,-62,-65,-100,-63,-60,-68,0,0
232,-63,-49,-58,-65,-100,-61,-72,-60,-57,-70,0,0
233,-59,-58,-75,-100,-62,-60,-69,-62,-63,-67,0,0
234,-62,-53,-61,-56,-62,-67,-70,-62,-69,-67,0,0
235,-70,-55,-58,-57,-58,-64,-64,-62,-66,-80,0,0
236,-73,-51,-55,-55,-68,-70,-64,-61,-60,-64,0,0
237,-64,-52,-53,-54,-65,-64,-64,-63,-73,-74,0,0
238,-75,-60,-53,-54,-66,-63,-64,-62,-64,-100,0,0
239,-62,-60,-59,-56,-69,-59,-64,-61,-65,-65,0,0
240,-57,-57,-59,-53,-70,-64,-63,-66,-57,-65,0,0
241,-57,-51,-63,-54,-60,-78,-62,-61,-60,-65,0,0
242,-65,-50,-72,-64,-64,-70,-62,-62,-67,-72,0,0
243,-71,-56,-82,-79,-61,-64,-68,-70,-66,-64,0,0
244,-67,-48,-69,-60,-68,-65,-67,-62,-67,-66,0,0
245,-100,-47,-100,-100,-69,-67,-80,-67,-66,-74,0,0
246,-61,-44,-65,-58,-64,-74,-63,-66,-83,-68,0,0
247,-65,-48,-66,-65,-85,-75,-64,-75,-70,-65,0,0
248,-69,-43,-63,-59,-71,-66,-80,-73,-65,-68,0,0
249,-60,-41,-68,-61,-74,-71,-74,-70,-68,-65,0,0
250,-64,-49,-73,-63,-76,-67,-68,-65,-66,-74,0,0
251,-57,-52,-73,-60,-80,-72,-68,-73,-100,-74,0,0
252,-66,-74,-72,-60,-64,-66,-73,-71,-75,-75,0,0
253,-67,-57,-65,-58,-64,-73,-82,-67,-64,-86,0,0
254,-62,-53,-65,-53,-67,-69,-66,-70,-87,-78,0,0
255,-62,-52,-58,-52,-62,-67,-65,-66,-65,-70,0,0
256,-62,-58,-60,-55,-72,-68,-85,-64,-62,-66,0,0
257,-62,-57,-64,-72,-64,-73,-67,-61,-64,-75,0,0
258,-64,-59,-55,-56,-65,-72,-65,-58,-61,-81,0,0
259,-64,-63,-52,-62,-77,-74,-100,-60,-57,-64,0,0
260,-76,-62,-54,-74,-63,-100,-73,-62,-63,-76,0,0
261,-65,-64,-61,-62,-80,-77,-83,-65,-56,-70,0,0
262,-67,-59,-52,-64,-67,-83,-65,-62,-62,-67,0,0
263,-61,-58,-51,-60,-74,-70,-69,-63,-62,-66,0,0
264,-59,-57,-61,-62,-77,-72,-71,-67,-57,-72,0,0
265,-54,-62,-52,-55,-63,-69,-71,-68,-58,-88,0,0
266,-57,-62,-57,-58,-66,-78,-72,-69,-61,-68,0,0
267,-61,-62,-61,-63,-68,-70,-69,-73,-73,-72,0,0
268,-60,-58,-63,-62,-72,-66,-85,-65,-77,-70,0,0
269,-65,-57,-64,-62,-65,-78,-67,-75,-71,-71,0,0
270,-59,-66,-62,-63,-72,-71,-76,-70,-62,-74,0,0
271,-66,-57,-67,-60,-67,-66,-73,-65,-61,-77,0,0
272,-63,-58,-66,-58,-62,-69,-74,-70,-71,-68,0,0
273,-60,-64,-67,-73,-65,-78,-82,-70,-63,-73,0,0
274,-55,-100,-100,-59,-100,-100,-100,-100,-100,-71,0,0
275,-51,-60,-62,-57,-77,-67,-72,-66,-69,-70,0,0
276,-61,-78,-69,-61,-75,-69,-72,-66,-63,-70,0,0
277,-54,-61,-76,-57,-69,-83,-89,-71,-78,-78,0,0
278,-57,-60,-64,-58,-64,-75,-100,-67,-67,-79,0,0
279,-54,-68,-65,-61,-65,-86,-78,-69,-70,-69,0,0
280,-58,-57,-63,-57,-68,-78,-69,-69,-70,-80,0,0
281,-63,-61,-70,-57,-71,-73,-73,-71,-77,-74,0,0
282,-64,-60,-63,-56,-70,-70,-77,-75,-81,-73,0,0
283,-64,-61,-64,-58,-100,-67,-79,-72,-69,-65,0,0
284,-58,-63,-64,-61,-76,-66,-77,-70,-64,-72,0,0
285,-78,-58,-64,-62,-68,-76,-73,-77,-68,-73,0,0
286,-68,-64,-75,-63,-83,-69,-87,-68,-73,-70,0,0
287,-70,-58,-67,-64,-70,-65,-77,-70,-66,-79,0,0
288,-71,-67,-65,-63,-72,-71,-78,-76,-64,-72,0,0
289,-67,-56,-62,-63,-70,-76,-77,-62,-61,-64,0,0
290,-67,-62,-60,-65,-64,-83,-73,-62,-60,-67,0,0
291,-69,-54,-61,-62,-68,-70,-66,-62,-65,-77,0,0
292,-65,-100,-100,-59,-67,-100,-68,-61,-64,-80,0,0
293,-67,-64,-61,-65,-68,-69,-68,-62,-62,-66,0,0
294,-65,-62,-60,-56,-72,-73,-74,-68,-60,-68,0,0
295,-67,-62,-57,-57,-64,-75,-65,-65,-60,-68,0,0
296,-62,-64,-59,-73,-64,-68,-66,-60,-62,-73,0,0
297,-68,-64,-62,-68,-64,-72,-70,-68,-61,-66,0,0
298,-67,-61,-65,-63,-81,-68,-76,-62,-55,-74,0,0
299,-64,-58,-64,-60,-66,-67,-69,-58,-58,-66,0,0
300,-71,-58,-63,-52,-70,-68,-69,-59,-54,-75,0,0
301,-67,-60,-62,-52,-76,-73,-61,-61,-59,-69,0,0
302,-65,-61,-61,-51,-67,-73,-77,-63,-56,-86,0,0
303,-81,-61,-64,-52,-66,-74,-62,-62,-74,-71,0,0
304,-73,-62,-65,-53,-67,-65,-74,-68,-61,-75,0,0
305,-71,-71,-57,-52,-76,-89,-70,-67,-69,-64,0,0
306,-64,-64,-61,-53,-68,-76,-66,-67,-70,-67,0,0
307,-78,-62,-59,-57,-66,-69,-71,-63,-62,-77,0,0
308,-68,-62,-52,-50,-76,-79,-70,-68,-68,-74,0,0
309,-64,-68,-53,-48,-81,-80,-87,-62,-65,-86,0,0
310,-66,-65,-57,-46,-76,-72,-74,-67,-61,-76,0,0
311,-77,-71,-56,-56,-67,-75,-79,-73,-66,-75,0,0
312,-75,-66,-58,-57,-73,-73,-74,-69,-67,-82,0,0
313,-77,-62,-58,-51,-100,-74,-75,-75,-83,-80,0,0
314,-82,-64,-55,-56,-78,-81,-78,-66,-85,-80,0,0
315,-75,-65,-72,-55,-82,-76,-75,-69,-75,-81,0,0
316,-72,-67,-59,-51,-79,-71,-76,-74,-70,-78,0,0
317,-76,-70,-64,-55,-75,-70,-82,-76,-70,-76,0,0
318,-75,-72,-60,-54,-72,-77,-70,-85,-80,-72,0,0
319,-83,-67,-72,-52,-78,-74,-74,-86,-100,-71,0,0
320,-72,-75,-71,-54,-76,-71,-68,-79,-77,-72,0,0
321,-69,-76,-62,-56,-76,-72,-78,-66,-71,-84,0,0
322,-75,-72,-61,-62,-71,-68,-66,-100,-69,-77,0,0
323,-79,-64,-68,-60,-71,-71,-65,-68,-66,-73,0,0
324,-81,-73,-66,-50,-69,-74,-67,-64,-72,-70,0,0
325,-88,-70,-60,-56,-69,-80,-67,-65,-69,-66,0,0
326,-69,-64,-61,-57,-100,-76,-75,-67,-65,-71,0,0
327,-70,-70,-63,-53,-78,-76,-75,-72,-75,-79,0,0
328,-67,-65,-56,-56,-70,-73,-80,-64,-62,-77,0,0
329,-74,-73,-52,-49,-76,-100,-78,-69,-79,-78,0,0
330,-72,-70,-52,-57,-75,-100,-76,-69,-63,-79,0,0
331,-71,-67,-49,-50,-77,-74,-100,-66,-70,-80,0,0
332,-73,-60,-47,-50,-84,-100,-83,-74,-67,-76,0,0
333,-77,-69,-50,-48,-80,-80,-74,-81,-63,-80,0,0
334,-69,-68,-54,-47,-75,-77,-100,-66,-75,-72,0,0
335,-62,-61,-62,-51,-79,-77,-73,-68,-65,-74,0,0
336,-65,-65,-57,-60,-77,-78,-77,-76,-68,-79,0,0
337,-64,-79,-61,-60,-70,-78,-79,-67,-64,-75,0,0
338,-69,-65,-58,-60,-72,-74,-78,-75,-72,-100,0,0
339,-79,-66,-59,-61,-75,-74,-72,-71,-73,-84,0,0
340,-74,-58,-61,-62,-73,-84,-71,-68,-80,-78,0,0
341,-84,-62,-58,-60,-76,-82,-74,-66,-78,-76,0,0
342,-100,-60,-57,-62,-72,-77,-76,-72,-100,-79,0,0
343,-72,-60,-63,-62,-73,-78,-81,-67,-85,-83,0,0
344,-70,-60,-71,-64,-74,-78,-71,-67,-66,-83,0,0
345,-68,-57,-73,-72,-72,-78,-74,-68,-63,-85,0,0
346,-75,-55,-66,-67,-67,-82,-74,-76,-68,-71,0,0
347,-70,-60,-68,-69,-66,-80,-76,-79,-79,-71,0,0
348,-72,-62,-63,-69,-83,-79,-82,-70,-76,-76,0,0
349,-84,-58,-60,-72,-75,-100,-81,-81,-79,-82,0,0
350,-79,-55,-68,-64,-71,-80,-75,-76,-79,-100,0,0
351,-71,-60,-63,-75,-83,-70,-79,-73,-74,-86,0,0
352,-77,-71,-68,-69,-76,-68,-79,-76,-72,-77,0,0
353,-83,-66,-65,-72,-71,-72,-79,-83,-74,-76,0,0
354,-78,-72,-73,-66,-81,-73,-83,-78,-79,-83,0,0
355,-84,-82,-64,-64,-78,-72,-80,-100,-76,-100,0,0
356,-81,-69,-67,-65,-74,-86,-74,-100,-100,-82,0,0
357,-73,-71,-83,-64,-72,-84,-78,-100,-100,-100,0,0
358,-76,-73,-63,-65,-73,-100,-84,-85,-78,-81,0,0
359,-76,-67,-82,-61,-77,-100,-78,-84,-84,-75,0,0
360,-78,-74,-68,-67,-73,-72,-100,-100,-77,-86,0,0
361,-82,-64,-66,-64,-75,-79,-78,-86,-73,-82,0,0
362,-76,-62,-64,-69,-78,-77,-75,-79,-76,-77,0,0
363,-72,-62,-64,-62,-74,-100,-100,-86,-76,-77,0,0
364,-74,-67,-68,-64,-74,-76,-77,-100,-75,-100,0,0
365,-80,-67,-67,-85,-85,-82,-74,-100,-72,-77,0,0
366,-75,-66,-63,-76,-75,-73,-73,-81,-81,-80,0,0
367,-82,-87,-68,-63,-83,-78,-77,-72,-79,-74,0,0
368,-74,-66,-65,-65,-70,-73,-82,-68,-76,-72,0,0
369,-74,-64,-67,-67,-80,-72,-69,-62,-66,-71,0,0
370,-78,-63,-62,-61,-71,-74,-70,-64,-69,-76,0,0
371,-70,-68,-67,-57,-67,-76,-75,-69,-63,-75,0,0
372,-77,-77,-65,-69,-69,-69,-73,-72,-65,-79,0,0
373,-68,-68,-73,-67,-74,-76,-77,-76,-63,-79,0,0
374,-76,-65,-77,-73,-71,-78,-77,-77,-65,-75,0,0
375,-68,-68,-64,-62,-75,-78,-80,-65,-68,-100,0,0
376,-64,-62,-61,-62,-75,-100,-77,-63,-68,-73,0,0
377,-76,-57,-65,-62,-86,-100,-74,-64,-63,-73,0,0
378,-66,-63,-61,-60,-69,-100,-81,-69,-61,-100,0,0
379,-64,-100,-54,-100,-100,-100,-72,-62,-62,-72,0,0
380,-89,-66,-56,-69,-70,-73,-77,-63,-60,-84,0,0
381,-89,-67,-57,-64,-81,-100,-71,-67,-57,-71,0,0
382,-73,-66,-59,-66,-68,-69,-72,-65,-57,-84,0,0
383,-76,-60,-52,-71,-72,-70,-79,-63,-64,-69,0,0
384,-77,-63,-62,-78,-77,-65,-71,-69,-63,-69,0,0
385,-74,-62,-59,-62,-75,-76,-78,-64,-70,-73,0,0
