superframe,O-DR,O-DL,O-E,O-M,I-DL,I-DR,I-E,I-T1,I-T2,I-T3,Label,raw_photosensor_door
386,-78,-83,-62,-57,-69,-70,-81,-60,-64,-69,0,0
387,-80,-82,-65,-58,-77,-72,-70,-63,-64,-73,0,0
388,-72,-69,-73,-55,-69,-74,-63,-60,-61,-73,0,0
389,-73,-62,-66,-67,-68,-81,-64,-60,-63,-75,0,0
390,-100,-60,-65,-67,-71,-75,-64,-68,-62,-100,0,0
391,-74,-66,-67,-55,-77,-78,-68,-67,-65,-77,0,0
392,-75,-63,-58,-56,-78,-81,-69,-68,-62,-84,0,0
393,-85,-63,-58,-55,-72,-75,-67,-68,-65,-81,0,0
394,-87,-68,-69,-57,-73,-85,-65,-71,-69,-90,0,0
395,-69,-75,-61,-57,-76,-68,-70,-67,-63,-75,0,0
396,-74,-82,-54,-60,-72,-66,-83,-76,-67,-100,0,0
397,-81,-65,-56,-62,-80,-73,-80,-75,-75,-100,0,0
398,-100,-100,-100,-100,-100,-100,-100,-66,-65,-100,0,0
399,-81,-68,-56,-60,-85,-76,-73,-73,-64,-86,0,0
400,-74,-72,-62,-64,-76,-84,-73,-75,-67,-75,0,0
401,-76,-63,-84,-61,-75,-76,-85,-69,-79,-76,0,0
402,-72,-76,-60,-60,-79,-81,-76,-68,-72,-82,0,0
403,-76,-69,-67,-60,-78,-75,-85,-68,-68,-100,0,0
404,-90,-64,-61,-61,-77,-80,-77,-69,-69,-100,0,0
405,-77,-68,-60,-65,-80,-77,-83,-70,-67,-87,0,0
406,-78,-65,-69,-65,-77,-83,-82,-73,-72,-100,0,0
407,-78,-68,-55,-61,-82,-87,-81,-79,-76,-100,0,0
408,-83,-100,-61,-60,-100,-84,-85,-77,-79,-88,0,0
409,-76,-78,-60,-60,-79,-100,-87,-77,-70,-100,0,0
410,-77,-78,-56,-60,-79,-81,-100,-87,-73,-100,0,0
411,-91,-72,-66,-57,-81,-83,-82,-79,-72,-87,0,0
412,-76,-82,-59,-53,-86,-100,-100,-76,-79,-84,0,0
413,-82,-81,-54,-55,-100,-83,-81,-83,-100,-85,0,0
414,-84,-74,-52,-57,-86,-89,-79,-76,-85,-85,0,0
415,-71,-87,-49,-56,-85,-80,-100,-81,-78,-78,0,0
416,-71,-100,-55,-53,-80,-80,-100,-78,-100,-85,0,0
417,-78,-72,-64,-60,-100,-100,-82,-73,-79,-100,0,0
418,-73,-70,-62,-55,-77,-80,-100,-100,-73,-100,0,0
419,-78,-70,-54,-62,-100,-81,-83,-77,-82,-84,0,0
420,-77,-70,-53,-67,-78,-81,-78,-78,-75,-77,0,0
421,-71,-74,-55,-63,-82,-100,-79,-74,-100,-100,0,0
422,-71,-66,-58,-60,-100,-76,-71,-73,-69,-77,0,0
423,-69,-100,-52,-55,-71,-86,-70,-70,-78,-86,0,0
424,-70,-65,-55,-64,-84,-83,-77,-69,-85,-89,0,0
425,-69,-71,-54,-69,-100,-72,-67,-72,-71,-100,0,0
426,-72,-77,-64,-71,-76,-75,-65,-74,-68,-83,0,0
427,-72,-68,-71,-69,-87,-76,-65,-72,-66,-80,0,0
428,-79,-68,-57,-63,-80,-87,-66,-67,-69,-100,0,0
429,-76,-72,-53,-60,-83,-75,-100,-65,-66,-78,0,0
430,-100,-69,-52,-60,-79,-76,-76,-73,-66,-79,0,0
431,-74,-70,-54,-55,-74,-73,-82,-66,-64,-82,0,0
432,-74,-72,-62,-58,-78,-75,-76,-64,-75,-84,0,0
433,-73,-85,-60,-63,-79,-76,-77,-65,-65,-80,0,0
434,-70,-68,-57,-69,-81,-74,-100,-68,-64,-85,0,0
435,-69,-82,-60,-65,-75,-72,-75,-77,-74,-78,0,0
436,-71,-71,-57,-59,-83,-83,-77,-68,-67,-79,0,0
437,-75,-88,-53,-55,-82,-76,-81,-66,-73,-100,0,0
438,-76,-69,-55,-61,-87,-86,-72,-71,-71,-83,0,0
439,-83,-66,-56,-66,-77,-79,-100,-84,-71,-83,0,0
440,-76,-70,-54,-75,-84,-100,-81,-81,-71,-88,0,0
441,-76,-78,-55,-74,-85,-100,-86,-86,-76,-84,0,0
442,-81,-85,-57,-64,-77,-100,-77,-78,-73,-86,0,0
443,-75,-73,-48,-64,-100,-81,-77,-78,-84,-84,0,0
444,-73,-77,-44,-64,-77,-78,-85,-82,-76,-84,0,0
445,-100,-72,-43,-77,-83,-80,-81,-78,-77,-83,0,0
446,-77,-74,-43,-66,-100,-82,-100,-87,-75,-85,0,0
447,-78,-86,-46,-73,-81,-86,-81,-80,-72,-87,0,0
448,-87,-72,-53,-70,-76,-81,-84,-79,-76,-100,0,0
449,-83,-75,-45,-71,-73,-76,-82,-67,-71,-87,0,0
450,-77,-79,-53,-75,-78,-100,-76,-68,-74,-77,0,0
451,-84,-70,-51,-62,-73,-87,-75,-70,-73,-84,0,0
452,-83,-73,-46,-63,-72,-81,-71,-71,-68,-82,0,0
453,-75,-72,-53,-64,-73,-81,-68,-70,-67,-83,0,0
454,-72,-72,-47,-70,-77,-83,-66,-69,-65,-100,0,0
455,-81,-68,-47,-63,-82,-79,-64,-67,-71,-100,0,0
456,-86,-67,-50,-64,-74,-74,-64,-64,-69,-100,0,0
457,-82,-65,-52,-66,-73,-77,-65,-64,-72,-90,0,0
458,-73,-72,-55,-68,-72,-76,-64,-65,-70,-84,0,0
459,-71,-73,-66,-63,-75,-73,-64,-70,-77,-82,0,0
460,-74,-76,-57,-67,-76,-73,-64,-79,-77,-76,0,0
461,-73,-75,-60,-67,-83,-80,-67,-66,-72,-86,0,0
462,-78,-74,-74,-68,-100,-76,-70,-64,-73,-100,0,0
463,-74,-74,-76,-76,-76,-77,-87,-65,-78,-81,0,0
464,-71,-74,-66,-64,-81,-84,-80,-67,-82,-78,0,0
465,-72,-71,-78,-60,-81,-75,-74,-75,-82,-78,0,0
466,-84,-76,-58,-66,-80,-72,-75,-69,-76,-82,0,0
467,-76,-69,-66,-60,-100,-73,-78,-66,-74,-100,0,0
468,-72,-75,-57,-60,-75,-74,-75,-73,-71,-86,0,0
469,-85,-81,-59,-57,-76,-73,-79,-84,-72,-79,0,0
470,-80,-100,-64,-60,-77,-78,-75,-80,-72,-75,0,0
471,-72,-73,-60,-66,-75,-81,-79,-81,-76,-84,0,0
472,-72,-79,-61,-61,-76,-82,-76,-71,-74,-100,0,0
473,-77,-79,-58,-64,-81,-80,-71,-74,-70,-81,0,0
474,-82,-75,-59,-63,-79,-85,-72,-71,-69,-100,0,0
475,-84,-74,-70,-79,-79,-74,-72,-71,-73,-88,0,0
476,-79,-79,-60,-60,-81,-72,-70,-100,-71,-81,0,0
477,-77,-71,-70,-62,-81,-83,-71,-76,-76,-100,0,0
478,-70,-70,-78,-64,-100,-100,-73,-75,-84,-86,0,0
479,-69,-81,-58,-66,-79,-78,-73,-73,-79,-81,0,0
480,-74,-70,-65,-70,-81,-80,-77,-80,-74,-82,0,0
481,-74,-74,-61,-64,-79,-79,-77,-77,-72,-79,0,0
482,-72,-79,-56,-67,-100,-83,-78,-81,-76,-100,0,0
483,-75,-72,-57,-70,-100,-84,-82,-79,-79,-100,0,0
484,-71,-75,-66,-71,-81,-83,-82,-83,-80,-83,0,0
485,-76,-70,-65,-65,-86,-83,-83,-82,-73,-100,0,0
486,-83,-74,-57,-74,-86,-80,-83,-83,-100,-82,0,0
487,-78,-86,-60,-67,-79,-100,-73,-83,-78,-100,0,0
488,-83,-72,-60,-75,-100,-76,-83,-81,-100,-100,0,0
489,-86,-70,-65,-65,-81,-100,-73,-76,-100,-77,0,0
490,-73,-69,-61,-72,-100,-78,-81,-69,-81,-81,0,0
491,-75,-100,-56,-64,-82,-76,-89,-71,-81,-81,0,0
492,-70,-100,-54,-64,-81,-74,-100,-69,-86,-82,0,0
493,-74,-100,-55,-63,-79,-74,-72,-69,-80,-100,0,0
494,-73,-73,-66,-61,-100,-77,-70,-72,-85,-91,0,0
495,-76,-70,-62,-79,-82,-82,-66,-74,-90,-78,0,0
496,-76,-83,-69,-72,-82,-72,-66,-69,-77,-79,0,0
497,-72,-77,-54,-65,-78,-72,-67,-65,-100,-81,0,0
498,-73,-83,-60,-65,-73,-75,-67,-69,-79,-85,0,0
499,-79,-71,-56,-75,-74,-85,-66,-69,-75,-81,0,0
500,-82,-72,-62,-67,-75,-81,-65,-74,-82,-85,0,0
501,-78,-71,-62,-63,-71,-78,-64,-66,-72,-84,0,0
502,-87,-69,-61,-67,-74,-78,-68,-68,-70,-81,0,0
503,-77,-77,-70,-63,-72,-100,-80,-72,-72,-88,0,0
504,-84,-85,-67,-62,-74,-80,-70,-65,-69,-100,0,0
505,-78,-83,-64,-63,-88,-78,-69,-68,-68,-83,0,0
506,-100,-80,-61,-64,-75,-82,-83,-71,-70,-85,0,0
507,-100,-81,-60,-66,-81,-82,-85,-72,-71,-85,0,0
508,-80,-75,-57,-64,-100,-100,-83,-69,-69,-100,0,0
509,-76,-74,-58,-64,-80,-81,-77,-69,-69,-84,0,0
510,-82,-83,-62,-69,-85,-78,-72,-68,-67,-87,0,0
511,-90,-76,-54,-68,-76,-79,-77,-68,-68,-100,0,0
512,-75,-79,-52,-79,-78,-82,-78,-73,-68,-86,0,0
513,-74,-70,-63,-65,-75,-83,-83,-68,-73,-84,0,0
514,-100,-100,-49,-67,-75,-79,-83,-74,-74,-85,0,0
515,-82,-76,-54,-74,-77,-76,-75,-73,-85,-85,0,0
516,-73,-78,-55,-69,-80,-79,-78,-69,-70,-100,0,0
517,-100,-79,-57,-67,-77,-71,-79,-75,-71,-80,0,0
518,-75,-76,-46,-63,-77,-77,-76,-66,-68,-85,0,0
519,-77,-74,-45,-63,-81,-82,-76,-73,-68,-88,0,0
520,-78,-70,-44,-67,-84,-100,-76,-69,-63,-77,0,0
521,-79,-78,-38,-62,-75,-78,-78,-69,-65,-83,0,0
522,-88,-78,-40,-71,-79,-84,-72,-68,-71,-84,0,0
523,-81,-73,-43,-62,-76,-77,-87,-67,-69,-77,0,0
524,-100,-78,-47,-67,-100,-81,-78,-82,-74,-88,0,0
525,-79,-73,-52,-66,-74,-74,-72,-66,-66,-78,0,0
526,-87,-65,-43,-67,-81,-81,-88,-69,-68,-85,0,0
527,-84,-70,-42,-64,-76,-86,-76,-77,-63,-83,0,0
528,-84,-64,-46,-62,-74,-81,-76,-67,-64,-84,0,0
529,-100,-83,-52,-56,-82,-79,-82,-65,-66,-81,0,0
530,-78,-73,-51,-57,-89,-76,-77,-76,-64,-87,0,0
531,-75,-73,-59,-60,-82,-76,-84,-68,-64,-100,0,0
532,-72,-72,-59,-60,-75,-87,-86,-66,-67,-81,0,0
533,-75,-65,-53,-57,-84,-83,-81,-76,-74,-100,0,0
534,-70,-70,-58,-72,-75,-100,-74,-81,-76,-100,0,0
535,-71,-76,-60,-57,-82,-82,-77,-70,-69,-82,0,0
536,-75,-69,-58,-55,-100,-100,-80,-70,-69,-100,0,0
537,-78,-83,-50,-60,-77,-87,-100,-81,-67,-79,0,0
538,-72,-68,-48,-58,-72,-77,-80,-73,-75,-100,0,0
539,-81,-65,-52,-62,-100,-77,-73,-71,-66,-84,0,0
540,-78,-75,-58,-64,-100,-76,-75,-66,-64,-76,0,0
541,-76,-65,-56,-62,-100,-77,-72,-66,-74,-79,0,0
542,-76,-70,-51,-54,-88,-84,-72,-65,-74,-100,0,0
543,-71,-66,-58,-62,-100,-100,-70,-68,-64,-77,0,0
544,-70,-69,-61,-57,-76,-85,-78,-75,-67,-81,0,0
545,-84,-69,-67,-57,-78,-79,-83,-66,-62,-81,0,0
546,-72,-72,-61,-62,-82,-79,-72,-69,-68,-88,0,0
547,-81,-79,-61,-54,-76,-75,-73,-72,-68,-83,0,0
548,-79,-68,-61,-50,-84,-75,-77,-66,-72,-79,0,0
549,-67,-68,-66,-54,-72,-74,-73,-67,-66,-100,0,0
550,-74,-65,-67,-57,-84,-75,-70,-68,-64,-77,0,0
551,-69,-72,-64,-47,-86,-75,-74,-78,-72,-79,0,0
552,-76,-72,-65,-48,-74,-88,-74,-68,-74,-73,0,0
553,-69,-82,-74,-49,-82,-86,-80,-72,-64,-84,0,0
554,-73,-64,-66,-51,-79,-74,-77,-71,-71,-78,0,0
555,-89,-72,-59,-47,-76,-79,-68,-65,-64,-84,0,0
556,-100,-66,-59,-54,-73,-100,-67,-62,-63,-73,0,0
557,-77,-67,-65,-48,-75,-75,-67,-62,-63,-79,0,0
558,-69,-69,-61,-46,-83,-80,-69,-66,-64,-77,0,0
559,-75,-73,-60,-46,-73,-75,-70,-66,-72,-84,0,0
560,-69,-73,-52,-48,-71,-79,-77,-67,-63,-77,0,0
561,-64,-64,-51,-50,-85,-77,-67,-68,-67,-76,0,0
562,-69,-68,-49,-49,-73,-71,-76,-64,-68,-72,0,0
563,-71,-66,-51,-52,-79,-69,-70,-64,-58,-75,0,0
564,-78,-65,-48,-53,-70,-84,-69,-75,-57,-77,0,0
565,-71,-70,-48,-52,-73,-83,-72,-67,-60,-70,0,0
566,-79,-64,-49,-49,-80,-71,-78,-72,-63,-78,0,0
567,-67,-62,-50,-50,-68,-67,-76,-67,-73,-71,0,0
568,-64,-100,-100,-49,-100,-100,-100,-67,-59,-73,0,0
569,-66,-62,-57,-48,-74,-72,-74,-68,-62,-77,0,0
570,-66,-61,-56,-51,-75,-72,-72,-68,-75,-73,0,0
571,-64,-63,-55,-52,-78,-70,-68,-66,-69,-75,0,0
572,-69,-64,-66,-54,-70,-79,-77,-71,-75,-74,0,0
573,-70,-61,-64,-53,-70,-69,-84,-100,-64,-69,0,0
574,-70,-57,-66,-52,-77,-76,-79,-70,-61,-77,0,0
575,-82,-57,-71,-55,-69,-70,-86,-78,-60,-74,0,0
576,-70,-62,-67,-54,-66,-76,-67,-70,-64,-75,0,0
577,-84,-70,-61,-57,-100,-87,-77,-64,-71,-78,0,0
578,-75,-60,-71,-60,-66,-74,-70,-70,-71,-70,0,0
579,-65,-62,-64,-62,-68,-70,-71,-64,-68,-78,0,0
580,-69,-68,-64,-59,-72,-69,-79,-66,-64,-72,0,0
581,-76,-61,-69,-62,-69,-73,-71,-67,-62,-83,0,0
582,-66,-66,-61,-62,-72,-78,-100,-68,-62,-73,0,0
583,-67,-62,-64,-68,-69,-78,-75,-65,-64,-100,0,0
584,-62,-63,-64,-56,-75,-76,-70,-70,-64,-90,0,0
585,-62,-63,-79,-62,-68,-73,-86,-62,-100,-78,0,0
586,-62,-68,-68,-68,-70,-76,-71,-81,-64,-80,0,0
587,-57,-54,-78,-81,-65,-68,-78,-62,-64,-68,0,0
588,-60,-61,-66,-67,-67,-67,-69,-62,-61,-72,0,0
589,-61,-60,-74,-65,-100,-64,-72,-68,-63,-75,0,0
590,-76,-56,-65,-65,-68,-75,-74,-62,-63,-73,0,0
591,-59,-54,-72,-72,-69,-74,-68,-70,-65,-68,0,0
592,-64,-60,-68,-85,-66,-67,-71,-64,-78,-77,0,0
593,-64,-56,-63,-66,-76,-65,-69,-68,-73,-71,0,0
594,-67,-63,-65,-62,-71,-69,-72,-79,-65,-77,0,0
595,-61,-60,-63,-69,-68,-69,-78,-64,-63,-81,0,0
596,-62,-63,-63,-64,-66,-69,-74,-59,-82,-64,0,0
597,-64,-60,-62,-62,-70,-74,-66,-86,-60,-76,0,0
598,-65,-60,-62,-63,-72,-71,-67,-65,-69,-67,0,0
599,-63,-56,-57,-65,-80,-71,-61,-62,-63,-70,0,0
600,-62,-58,-54,-57,-65,-78,-62,-72,-73,-72,0,0
601,-69,-63,-53,-57,-72,-67,-59,-63,-60,-65,0,0
602,-79,-65,-54,-58,-70,-65,-63,-68,-62,-80,0,0
603,-70,-70,-57,-60,-76,-75,-62,-69,-62,-74,0,0
604,-63,-60,-59,-60,-68,-71,-62,-67,-63,-75,0,0
605,-78,-60,-65,-63,-69,-73,-61,-67,-64,-66,0,0
606,-65,-60,-70,-62,-69,-82,-72,-62,-63,-67,0,0
607,-59,-64,-64,-61,-62,-73,-63,-65,-64,-66,0,0
608,-62,-57,-79,-72,-62,-74,-62,-69,-64,-71,0,0
609,-73,-54,-66,-65,-65,-74,-65,-67,-64,-69,0,0
610,-62,-60,-69,-63,-58,-82,-64,-64,-63,-77,0,0
611,-69,-100,-100,-59,-68,-65,-68,-70,-100,-64,0,0
612,-75,-57,-58,-67,-70,-68,-71,-62,-75,-74,0,0
613,-58,-50,-63,-68,-75,-63,-70,-64,-77,-87,0,0
614,-55,-57,-70,-62,-74,-77,-67,-68,-76,-73,0,0
615,-60,-72,-72,-62,-78,-79,-72,-66,-72,-64,0,0
616,-69,-55,-75,-67,-78,-69,-64,-76,-65,-68,0,0
617,-65,-50,-68,-66,-64,-100,-65,-71,-73,-72,0,0
618,-72,-48,-71,-69,-73,-65,-73,-71,-71,-70,0,0
619,-61,-47,-68,-60,-73,-72,-72,-78,-65,-70,0,0
620,-67,-59,-73,-54,-68,-77,-69,-67,-63,-72,0,0
621,-62,-47,-67,-55,-69,-75,-65,-68,-68,-76,0,0
622,-64,-47,-74,-53,-65,-66,-75,-80,-74,-71,0,0
623,-57,-49,-65,-54,-71,-67,-68,-65,-66,-73,0,0
624,-63,-53,-61,-59,-73,-64,-64,-64,-73,-76,0,0
625,-60,-58,-59,-63,-68,-71,-69,-71,-86,-67,0,0
626,-58,-62,-60,-62,-67,-62,-70,-69,-61,-72,0,0
627,-54,-63,-58,-57,-74,-71,-68,-64,-65,-65,0,0
628,-58,-64,-57,-57,-68,-70,-76,-64,-63,-68,0,0
629,-59,-65,-53,-58,-72,-80,-61,-63,-61,-73,0,0
630,-61,-61,-52,-56,-76,-68,-66,-69,-60,-65,0,0
631,-55,-60,-57,-69,-64,-83,-72,-64,-59,-77,0,0
632,-52,-71,-55,-62,-69,-72,-72,-65,-66,-72,0,0
633,-55,-67,-60,-62,-69,-71,-72,-62,-63,-70,0,0
634,-54,-55,-56,-63,-67,-64,-70,-63,-64,-78,0,0
635,-57,-57,-63,-76,-67,-71,-64,-62,-58,-68,0,0
636,-56,-66,-62,-60,-64,-72,-67,-67,-59,-76,0,0
637,-52,-58,-59,-64,-77,-66,-70,-73,-64,-70,0,0
638,-61,-57,-56,-59,-72,-67,-69,-67,-60,-70,0,0
639,-53,-56,-57,-57,-70,-76,-65,-69,-68,-67,0,0
640,-52,-65,-64,-58,-63,-77,-64,-71,-58,-73,0,0
641,-54,-57,-100,-66,-64,-77,-74,-72,-59,-68,0,0
642,-49,-62,-80,-65,-71,-69,-67,-63,-63,-67,0,0
643,-47,-60,-72,-71,-76,-82,-81,-75,-64,-82,0,0
644,-45,-53,-77,-64,-72,-64,-68,-78,-67,-75,0,0
645,-52,-64,-66,-61,-61,-64,-66,-66,-60,-68,0,0
646,-46,-57,-62,-65,-64,-66,-72,-75,-68,-82,0,0
647,-47,-57,-71,-64,-67,-66,-65,-64,-59,-63,0,0
648,-47,-56,-72,-67,-72,-63,-62,-76,-62,-62,0,0
649,-60,-64,-75,-64,-62,-75,-64,-65,-61,-72,0,0
650,-60,-85,-68,-72,-60,-70,-70,-64,-60,-64,0,0
651,-67,-69,-65,-67,-65,-69,-68,-65,-64,-68,0,0
652,-74,-56,-67,-69,-66,-76,-66,-72,-62,-59,0,0
653,-68,-63,-75,-66,-62,-78,-64,-70,-61,-59,0,0
654,-62,-58,-73,-67,-67,-72,-65,-79,-64,-61,0,0
655,-58,-66,-70,-86,-74,-62,-69,-59,-60,-62,0,0
656,-63,-58,-70,-77,-67,-62,-59,-66,-64,-67,0,0
657,-65,-57,-68,-65,-62,-64,-70,-68,-62,-72,0,0
658,-59,-100,-100,-100,-59,-63,-69,-67,-55,-67,0,0
659,-58,-62,-68,-72,-56,-62,-65,-64,-61,-77,0,0
660,-62,-61,-85,-71,-56,-69,-60,-72,-62,-70,0,0
661,-64,-67,-65,-77,-62,-63,-60,-64,-65,-70,0,0
662,-77,-58,-77,-76,-62,-64,-72,-67,-62,-62,0,0
663,-64,-58,-72,-66,-65,-66,-79,-79,-63,-66,0,0
664,-62,-65,-69,-66,-77,-68,-63,-67,-67,-61,0,0
665,-63,-65,-67,-75,-62,-62,-64,-81,-64,-64,0,0
666,-74,-53,-69,-69,-81,-60,-67,-71,-64,-62,0,0
667,-64,-52,-78,-71,-61,-61,-65,-69,-59,-62,0,0
668,-69,-58,-78,-66,-64,-58,-62,-60,-64,-67,0,0
669,-63,-65,-79,-63,-58,-72,-59,-63,-67,-69,0,1
670,-62,-61,-67,-67,-53,-61,-63,-64,-69,-63,0,1
671,-63,-66,-68,-66,-55,-56,-64,-64,-65,-73,0,1
672,-72,-60,-73,-70,-64,-58,-68,-65,-62,-71,0,1
673,-70,-60,-73,-78,-57,-57,-82,-60,-66,-64,0,1
674,-100,-64,-75,-72,-62,-60,-67,-63,-66,-62,0,1
675,-68,-60,-80,-100,-65,-56,-63,-64,-74,-60,1,0
676,-85,-60,-68,-65,-66,-55,-63,-62,-65,-61,1,0
677,-61,-60,-71,-64,-60,-56,-64,-62,-63,-71,1,0
678,-58,-61,-73,-73,-57,-64,-65,-63,-64,-63,1,0
679,-57,-60,-79,-64,-58,-56,-72,-63,-65,-60,1,0
680,-60,-62,-83,-65,-59,-58,-67,-69,-68,-62,1,0
681,-63,-57,-69,-65,-62,-59,-68,-70,-62,-59,1,0
682,-80,-56,-78,-73,-63,-49,-62,-71,-66,-63,1,0
683,-62,-65,-80,-73,-59,-50,-66,-68,-69,-60,1,0
684,-69,-75,-84,-64,-60,-50,-69,-61,-68,-62,1,0
685,-61,-63,-78,-66,-71,-50,-77,-62,-81,-62,1,0
686,-57,-64,-76,-72,-61,-49,-63,-74,-64,-61,1,0
687,-56,-63,-71,-69,-62,-52,-74,-64,-60,-63,1,0
688,-63,-65,-73,-76,-72,-50,-62,-67,-60,-60,1,0
689,-69,-64,-76,-76,-60,-50,-73,-71,-60,-63,1,0
690,-62,-75,-76,-74,-66,-50,-64,-65,-81,-61,1,0
691,-62,-69,-75,-75,-70,-49,-67,-64,-62,-57,1,0
692,-75,-68,-81,-75,-64,-49,-66,-70,-63,-62,1,0
693,-70,-100,-83,-73,-65,-48,-79,-65,-64,-64,1,0
694,-73,-64,-76,-72,-70,-48,-67,-59,-64,-62,1,0
695,-65,-63,-74,-73,-67,-51,-67,-73,-60,-78,1,0
696,-69,-62,-68,-71,-64,-51,-81,-61,-57,-72,1,0
697,-72,-60,-69,-71,-66,-54,-62,-100,-62,-67,1,0
698,-78,-62,-69,-70,-75,-54,-61,-70,-60,-63,1,0
699,-77,-60,-71,-80,-61,-55,-66,-60,-61,-76,1,0
700,-78,-63,-73,-65,-67,-55,-70,-62,-60,-65,1,0
701,-76,-65,-79,-67,-63,-59,-70,-66,-69,-82,1,0
702,-76,-85,-77,-74,-68,-57,-68,-71,-66,-77,1,0
703,-73,-77,-86,-80,-64,-62,-70,-69,-73,-77,1,0
704,-68,-82,-100,-74,-58,-62,-64,-65,-76,-72,1,0
705,-68,-100,-100,-100,-72,-61,-72,-63,-100,-71,1,0
706,-69,-63,-83,-77,-67,-75,-72,-69,-75,-69,1,0
707,-69,-57,-76,-79,-77,-83,-72,-68,-77,-67,1,0
708,-72,-59,-76,-76,-74,-60,-66,-66,-65,-77,1,0
709,-67,-62,-71,-77,-68,-68,-70,-67,-70,-67,1,0
710,-71,-62,-75,-76,-67,-66,-66,-74,-64,-64,1,0
711,-78,-63,-77,-85,-69,-62,-68,-68,-66,-78,1,0
712,-69,-68,-81,-78,-67,-58,-68,-70,-70,-71,1,0
713,-74,-75,-100,-74,-63,-62,-64,-67,-73,-79,1,0
714,-69,-76,-79,-75,-72,-61,-65,-70,-65,-67,1,0
715,-68,-67,-100,-100,-77,-71,-71,-78,-76,-68,1,0
716,-72,-76,-81,-80,-66,-72,-64,-68,-80,-73,1,0
717,-84,-90,-82,-72,-73,-64,-68,-77,-69,-78,1,0
718,-100,-78,-86,-78,-75,-68,-73,-79,-63,-71,1,0
719,-74,-76,-100,-83,-75,-71,-67,-70,-63,-67,1,0
720,-77,-73,-79,-86,-75,-81,-69,-67,-67,-65,1,0
721,-80,-75,-100,-85,-70,-69,-65,-69,-73,-74,1,0
722,-79,-81,-100,-85,-70,-74,-66,-72,-72,-69,1,0
723,-72,-74,-86,-77,-75,-69,-68,-64,-67,-77,1,0
724,-71,-82,-80,-84,-71,-76,-66,-69,-68,-71,1,0
725,-80,-84,-84,-100,-69,-67,-69,-68,-64,-68,1,0
726,-75,-73,-82,-87,-70,-76,-73,-66,-62,-77,1,0
727,-85,-75,-80,-100,-71,-68,-71,-62,-66,-71,1,0
728,-72,-78,-81,-83,-67,-84,-62,-69,-73,-70,1,0
729,-75,-85,-78,-100,-77,-75,-64,-75,-62,-71,1,0
730,-75,-78,-100,-100,-68,-77,-62,-67,-62,-72,1,0
731,-85,-75,-100,-87,-78,-68,-68,-67,-70,-72,1,0
732,-70,-100,-100,-84,-69,-84,-68,-68,-72,-66,1,0
733,-74,-79,-87,-82,-84,-73,-66,-84,-67,-62,1,0
734,-78,-72,-86,-84,-75,-69,-62,-68,-66,-64,1,0
735,-70,-82,-84,-86,-80,-74,-78,-64,-63,-64,1,0
736,-82,-75,-78,-80,-65,-84,-65,-67,-70,-68,1,0
737,-72,-74,-100,-87,-68,-75,-66,-70,-64,-65,1,0
738,-67,-78,-83,-76,-62,-73,-63,-65,-64,-62,1,0
739,-64,-70,-88,-74,-63,-71,-73,-72,-62,-71,1,0
740,-65,-60,-83,-77,-67,-69,-64,-67,-64,-69,1,0
741,-64,-67,-76,-75,-60,-71,-64,-68,-66,-64,1,0
742,-69,-64,-78,-78,-64,-72,-65,-67,-74,-65,1,0
743,-67,-64,-81,-80,-62,-70,-67,-69,-68,-67,1,0
744,-68,-80,-80,-83,-69,-70,-73,-67,-65,-65,1,0
745,-65,-69,-85,-85,-64,-75,-62,-65,-69,-69,1,0
746,-66,-73,-81,-76,-69,-70,-60,-85,-69,-67,1,0
747,-70,-70,-75,-76,-62,-76,-69,-70,-70,-65,1,0
748,-70,-70,-77,-100,-64,-69,-69,-64,-68,-71,1,0
749,-65,-66,-81,-72,-63,-78,-64,-72,-72,-62,1,0
750,-67,-78,-83,-76,-64,-100,-64,-69,-64,-65,1,0
751,-67,-100,-100,-100,-65,-100,-63,-68,-100,-69,1,0
752,-64,-70,-100,-79,-78,-84,-62,-68,-75,-64,1,0
753,-65,-78,-83,-84,-66,-76,-76,-80,-65,-71,1,0
754,-64,-80,-100,-78,-62,-68,-65,-67,-60,-71,1,0
755,-66,-76,-83,-85,-66,-72,-62,-69,-67,-66,1,0
756,-63,-75,-100,-100,-64,-69,-61,-68,-62,-66,1,0
757,-68,-75,-85,-100,-62,-70,-69,-66,-66,-72,1,0
758,-66,-72,-84,-84,-62,-70,-80,-62,-68,-78,1,0
759,-64,-73,-81,-81,-73,-66,-80,-69,-67,-72,1,0
760,-66,-71,-81,-72,-66,-68,-76,-67,-69,-68,1,0
761,-65,-79,-79,-87,-67,-64,-76,-62,-62,-73,1,0
762,-64,-72,-84,-74,-82,-68,-84,-64,-77,-71,1,0
763,-63,-75,-86,-77,-72,-83,-70,-70,-67,-69,1,0
764,-66,-72,-79,-73,-70,-68,-70,-68,-66,-69,1,0
765,-72,-78,-100,-71,-100,-78,-64,-69,-72,-70,1,0
766,-69,-100,-76,-74,-74,-70,-67,-67,-66,-70,1,0
767,-64,-71,-81,-77,-71,-65,-66,-66,-67,-73,1,0
768,-64,-79,-73,-76,-65,-67,-62,-70,-71,-75,1,0
769,-67,-74,-82,-74,-64,-68,-63,-66,-67,-100,1,0
770,-69,-76,-100,-80,-64,-72,-62,-68,-62,-100,1,0
771,-72,-73,-100,-78,-64,-75,-62,-72,-63,-100,1,0
772,-72,-73,-74,-77,-79,-82,-60,-71,-67,-72,1,0
