superframe,O-DR,O-DL,O-E,O-M,I-DL,I-DR,I-E,I-T1,I-T2,I-T3,Label,raw_photosensor_door,raw_photosensor_endpos
130,-75,-67,-74,-74,-63,-81,-63,-63,-76,-64,2,0,0
131,-75,-67,-75,-75,-63,-80,-64,-63,-75,-64,2,0,0
132,-75,-67,-74,-74,-63,-79,-63,-63,-76,-64,2,0,0
133,-75,-67,-74,-74,-63,-80,-64,-63,-76,-64,2,0,0
134,-75,-67,-74,-74,-63,-81,-66,-63,-77,-64,2,0,0
135,-75,-67,-74,-74,-63,-81,-63,-63,-78,-64,2,0,0
136,-75,-67,-74,-74,-63,-80,-63,-63,-78,-65,2,0,0
137,-75,-67,-74,-74,-63,-81,-64,-63,-77,-65,2,0,0
138,-75,-67,-74,-74,-63,-82,-63,-63,-78,-65,2,0,0
139,-75,-67,-74,-74,-64,-82,-64,-63,-77,-65,2,0,0
140,-75,-67,-74,-74,-64,-83,-63,-64,-77,-65,2,0,0
141,-75,-67,-74,-74,-63,-82,-63,-64,-78,-66,2,0,0
142,-75,-67,-74,-74,-64,-81,-64,-64,-79,-65,2,0,0
143,-75,-67,-74,-74,-64,-80,-63,-64,-79,-65,2,0,0
144,-74,-67,-74,-74,-64,-80,-63,-64,-78,-65,2,0,0
145,-74,-67,-74,-73,-64,-80,-63,-63,-79,-65,2,0,0
146,-74,-67,-74,-74,-64,-79,-66,-64,-77,-65,2,0,0
147,-75,-67,-73,-74,-64,-79,-66,-63,-77,-64,2,0,0
148,-76,-66,-72,-74,-64,-77,-63,-62,-77,-64,2,0,0
149,-77,-67,-71,-74,-64,-74,-63,-62,-74,-64,2,0,0
150,-77,-67,-71,-74,-64,-72,-62,-61,-72,-64,2,0,0
151,-75,-69,-72,-73,-65,-70,-61,-60,-71,-65,2,0,0
152,-73,-72,-75,-72,-66,-71,-61,-60,-72,-66,2,0,0
153,-72,-75,-79,-73,-68,-71,-61,-61,-74,-66,2,0,0
154,-71,-75,-80,-73,-69,-71,-64,-62,-76,-65,2,0,0
155,-72,-73,-77,-73,-68,-71,-67,-63,-72,-66,2,0,0
156,-77,-72,-76,-72,-66,-70,-80,-64,-68,-67,2,0,0
157,-86,-72,-81,-71,-66,-73,-65,-64,-65,-66,2,0,0
158,-75,-77,-85,-71,-65,-76,-61,-64,-63,-62,2,0,0
159,-74,-100,-77,-71,-65,-68,-62,-63,-64,-62,2,0,0
160,-80,-70,-100,-72,-71,-69,-65,-62,-72,-67,2,0,0
161,-73,-77,-76,-71,-64,-72,-59,-66,-62,-70,2,0,0
162,-85,-74,-75,-72,-63,-74,-60,-64,-60,-75,2,0,0
163,-74,-78,-77,-72,-63,-72,-64,-62,-67,-66,2,0,0
164,-76,-69,-72,-71,-71,-69,-58,-67,-62,-68,2,0,0
165,-87,-71,-74,-74,-70,-75,-57,-70,-68,-70,2,0,0
166,-71,-74,-74,-71,-67,-76,-62,-67,-67,-64,2,0,0
167,-75,-83,-76,-74,-69,-68,-63,-69,-66,-64,2,0,0
168,-72,-75,-74,-74,-68,-66,-61,-63,-66,-66,2,0,0
169,-71,-72,-75,-74,-64,-76,-59,-63,-64,-74,2,0,1
170,-73,-72,-77,-72,-71,-70,-62,-62,-67,-70,2,0,1
171,-80,-80,-77,-75,-69,-67,-72,-71,-70,-68,2,0,1
172,-79,-100,-72,-82,-71,-72,-75,-76,-65,-80,2,0,0
173,-77,-76,-76,-77,-65,-68,-59,-62,-68,-62,2,0,0
174,-71,-72,-71,-73,-71,-73,-64,-66,-62,-62,2,0,0
175,-79,-72,-77,-76,-78,-79,-56,-74,-57,-66,2,0,0
176,-74,-100,-79,-100,-68,-69,-63,-69,-61,-71,1,0,1
177,-86,-79,-77,-78,-70,-74,-58,-65,-61,-83,1,0,1
178,-76,-70,-77,-87,-69,-100,-61,-100,-62,-67,1,0,1
179,-76,-74,-77,-77,-68,-77,-67,-80,-58,-63,1,0,1
180,-81,-83,-72,-78,-63,-70,-64,-63,-61,-71,1,0,1
181,-80,-71,-76,-79,-59,-76,-62,-76,-58,-66,1,0,1
182,-70,-74,-76,-74,-75,-76,-67,-67,-58,-67,1,0,1
183,-100,-73,-74,-73,-66,-79,-64,-67,-58,-60,1,0,1
184,-76,-76,-78,-73,-69,-79,-71,-69,-61,-70,1,0,1
185,-100,-100,-100,-100,-68,-100,-64,-61,-58,-61,1,0,1
186,-73,-77,-76,-73,-64,-67,-62,-59,-58,-63,1,0,1
187,-76,-100,-78,-76,-69,-100,-61,-72,-57,-64,1,0,1
188,-74,-75,-74,-74,-64,-72,-60,-60,-57,-69,1,0,1
189,-74,-78,-75,-80,-65,-72,-59,-73,-61,-62,1,0,1
190,-79,-71,-81,-78,-83,-67,-60,-67,-58,-62,1,0,1
191,-76,-79,-76,-77,-62,-72,-59,-69,-60,-61,1,0,0
192,-79,-70,-79,-76,-63,-71,-59,-63,-56,-65,1,0,0
193,-76,-73,-78,-85,-63,-73,-59,-64,-61,-62,1,0,1
194,-80,-70,-76,-85,-65,-66,-60,-69,-81,-64,1,0,1
195,-69,-81,-78,-80,-69,-67,-62,-75,-77,-69,1,0,1
196,-83,-72,-80,-79,-64,-78,-59,-70,-64,-70,1,0,1
197,-75,-82,-79,-75,-67,-65,-62,-64,-64,-63,1,0,1
198,-72,-76,-76,-81,-62,-100,-62,-87,-67,-62,1,0,1
199,-79,-69,-83,-100,-72,-74,-62,-63,-61,-66,1,0,1
200,-75,-72,-73,-88,-66,-71,-62,-63,-59,-65,1,0,1
201,-100,-72,-77,-100,-73,-68,-59,-100,-61,-72,1,0,1
202,-75,-100,-73,-84,-66,-69,-69,-73,-62,-72,1,0,1
203,-100,-87,-77,-83,-65,-68,-60,-68,-60,-84,1,0,1
204,-76,-70,-82,-78,-72,-63,-62,-70,-58,-63,1,0,1
205,-72,-67,-76,-73,-63,-74,-65,-66,-62,-62,1,0,1
206,-71,-70,-77,-77,-62,-67,-60,-64,-70,-76,1,0,1
207,-67,-65,-77,-73,-65,-79,-65,-66,-62,-62,1,0,1
208,-69,-65,-74,-77,-59,-66,-66,-72,-59,-61,1,0,1
209,-70,-71,-83,-73,-62,-64,-62,-68,-56,-62,1,0,1
210,-67,-68,-74,-82,-63,-66,-64,-71,-62,-67,1,0,1
211,-70,-68,-80,-80,-63,-66,-64,-71,-65,-67,1,0,1
212,-74,-70,-77,-100,-63,-75,-62,-72,-74,-62,0,1,0
213,-72,-69,-82,-69,-62,-67,-67,-74,-62,-60,0,1,0
214,-68,-66,-77,-76,-63,-69,-62,-73,-74,-68,0,1,0
216,-75,-69,-75,-72,-65,-72,-66,-68,-62,-63,0,1,0
217,-77,-62,-74,-77,-64,-73,-62,-84,-70,-66,0,1,0
218,-65,-64,-78,-72,-64,-65,-62,-66,-65,-65,0,1,0
219,-64,-65,-80,-78,-67,-69,-62,-69,-65,-64,0,1,0
220,-64,-66,-71,-70,-64,-67,-61,-68,-100,-63,0,1,0
221,-60,-67,-77,-76,-63,-83,-67,-73,-72,-71,0,1,0
222,-58,-66,-71,-70,-62,-64,-63,-64,-63,-68,0,0,0
223,-59,-66,-79,-71,-72,-77,-67,-67,-63,-61,0,1,0
224,-62,-63,-100,-83,-73,-72,-62,-68,-71,-60,0,1,0
225,-61,-67,-80,-78,-69,-64,-64,-75,-66,-62,0,1,0
226,-60,-62,-79,-71,-64,-62,-60,-66,-64,-60,0,1,0
227,-60,-60,-71,-70,-83,-66,-66,-64,-62,-59,0,1,0
228,-61,-60,-71,-71,-72,-69,-61,-68,-62,-57,0,1,0
229,-57,-64,-67,-74,-63,-67,-69,-73,-73,-58,0,1,0
230,-60,-64,-84,-76,-63,-79,-60,-62,-67,-59,0,1,0
231,-61,-67,-69,-68,-67,-64,-63,-67,-67,-62,0,1,0
232,-61,-100,-100,-100,-67,-100,-61,-64,-64,-60,0,1,0
233,-61,-60,-72,-71,-61,-70,-63,-66,-66,-69,0,1,0
234,-63,-55,-75,-73,-68,-66,-65,-64,-64,-66,0,1,0
235,-62,-56,-78,-70,-58,-67,-63,-70,-65,-67,0,1,0
236,-62,-62,-76,-75,-55,-70,-62,-67,-64,-73,0,1,0
237,-70,-64,-72,-66,-62,-63,-62,-74,-73,-65,0,1,0
238,-60,-64,-70,-70,-64,-65,-62,-67,-64,-65,0,1,0
239,-56,-60,-71,-74,-60,-61,-62,-64,-67,-62,0,1,0
240,-56,-60,-67,-76,-78,-62,-69,-60,-71,-63,0,1,0
241,-60,-56,-72,-75,-78,-70,-66,-65,-70,-63,0,1,0
242,-61,-66,-75,-81,-57,-62,-71,-64,-68,-64,0,1,0
243,-60,-63,-72,-77,-62,-81,-64,-62,-64,-64,0,1,0
244,-58,-71,-72,-68,-59,-61,-66,-68,-73,-68,0,1,0
245,-65,-71,-69,-72,-54,-81,-68,-79,-65,-68,0,1,0
246,-73,-59,-69,-69,-58,-71,-62,-75,-66,-82,0,1,0
247,-69,-69,-66,-64,-59,-63,-68,-75,-64,-61,0,1,0
248,-60,-64,-69,-76,-59,-65,-64,-71,-65,-62,0,1,0
249,-62,-63,-68,-73,-64,-71,-67,-64,-65,-66,0,1,0
250,-69,-60,-67,-76,-60,-63,-65,-66,-61,-65,0,1,0
251,-61,-60,-70,-69,-60,-64,-62,-63,-64,-67,0,1,0
252,-66,-71,-69,-71,-62,-65,-63,-64,-68,-65,0,1,0
253,-58,-64,-78,-68,-59,-69,-63,-67,-61,-71,0,1,0
254,-82,-64,-82,-72,-64,-65,-64,-73,-62,-71,0,1,0
255,-60,-63,-70,-68,-60,-69,-62,-63,-64,-70,0,1,0
256,-74,-57,-84,-70,-58,-69,-58,-66,-64,-80,0,1,0
257,-66,-57,-70,-73,-73,-64,-68,-72,-64,-74,0,1,0
258,-61,-55,-75,-72,-64,-74,-69,-72,-64,-72,0,0,0
259,-69,-58,-76,-72,-65,-72,-84,-72,-67,-80,0,0,0
260,-62,-69,-81,-83,-61,-81,-60,-66,-67,-71,0,0,0
261,-64,-55,-75,-69,-62,-73,-62,-69,-66,-84,0,0,0
262,-65,-57,-67,-67,-67,-71,-57,-75,-71,-71,0,0,0
263,-67,-70,-77,-73,-62,-66,-63,-66,-79,-74,0,0,0
264,-61,-56,-75,-68,-65,-83,-62,-74,-67,-73,0,0,0
265,-59,-56,-73,-75,-69,-69,-59,-67,-61,-76,0,0,0
266,-61,-60,-73,-68,-67,-67,-64,-66,-62,-81,0,0,0
267,-74,-62,-77,-82,-71,-75,-59,-73,-66,-66,0,0,0
268,-70,-56,-75,-77,-67,-68,-58,-71,-70,-73,0,0,0
269,-61,-55,-67,-76,-68,-63,-59,-69,-66,-76,0,0,0
270,-57,-57,-64,-69,-72,-61,-65,-72,-63,-71,0,0,0
271,-71,-62,-64,-75,-70,-61,-60,-70,-69,-70,0,0,0
272,-51,-58,-69,-68,-71,-64,-61,-85,-66,-75,0,0,0
273,-50,-61,-71,-64,-62,-84,-61,-73,-65,-74,0,0,0
274,-52,-69,-70,-68,-72,-86,-58,-74,-65,-72,0,0,0
275,-52,-62,-68,-73,-64,-73,-60,-79,-65,-70,0,0,0
276,-53,-60,-71,-73,-63,-78,-60,-68,-68,-64,0,0,0
277,-55,-55,-69,-70,-65,-74,-60,-63,-65,-69,0,0,0
278,-57,-61,-68,-69,-73,-74,-58,-62,-64,-80,0,0,0
279,-57,-57,-67,-71,-70,-70,-58,-65,-100,-69,0,0,0
280,-57,-56,-73,-80,-66,-68,-61,-66,-68,-66,0,0,0
281,-56,-67,-76,-67,-78,-64,-61,-67,-70,-70,0,0,0
282,-58,-60,-71,-70,-71,-73,-60,-72,-70,-68,0,0,0
283,-60,-58,-69,-66,-66,-67,-62,-73,-69,-72,0,0,0
284,-62,-58,-80,-64,-63,-64,-63,-71,-71,-70,0,0,0
285,-65,-61,-77,-65,-67,-70,-62,-69,-77,-84,0,0,0
286,-63,-63,-69,-72,-79,-72,-63,-67,-66,-76,0,0,0
287,-63,-57,-73,-62,-73,-81,-60,-66,-64,-76,0,0,0
288,-67,-64,-64,-66,-69,-80,-60,-67,-67,-91,0,0,0
289,-61,-60,-63,-70,-67,-82,-58,-69,-65,-76,0,0,0
290,-60,-64,-71,-63,-69,-72,-58,-83,-65,-72,0,0,0
291,-57,-64,-73,-66,-70,-73,-61,-70,-64,-78,0,0,0
292,-58,-70,-64,-64,-68,-75,-61,-68,-65,-78,0,0,0
293,-72,-61,-64,-63,-70,-78,-60,-71,-64,-83,0,0,0
294,-70,-62,-69,-64,-70,-82,-57,-100,-69,-71,0,0,0
295,-68,-67,-72,-71,-78,-77,-60,-79,-66,-72,0,0,0
296,-72,-58,-71,-71,-76,-78,-61,-69,-64,-67,0,0,0
297,-64,-61,-79,-68,-72,-83,-58,-68,-69,-71,0,0,0
298,-61,-70,-76,-69,-74,-69,-60,-67,-62,-79,0,0,0
299,-69,-67,-67,-66,-72,-65,-61,-68,-63,-72,0,0,0
300,-71,-60,-74,-61,-79,-64,-57,-70,-69,-78,0,0,0
301,-77,-60,-69,-58,-67,-65,-61,-68,-62,-78,0,0,0
302,-71,-62,-67,-60,-64,-66,-57,-71,-68,-72,0,0,0
303,-67,-77,-69,-60,-72,-72,-60,-77,-65,-77,0,0,0
304,-70,-73,-65,-61,-71,-75,-58,-70,-69,-80,0,0,0
305,-67,-63,-62,-62,-73,-100,-61,-67,-85,-73,0,0,0
306,-64,-60,-62,-64,-76,-79,-61,-64,-75,-78,0,0,0
307,-85,-60,-100,-63,-73,-78,-58,-68,-70,-83,0,0,0
308,-67,-62,-66,-61,-76,-77,-63,-66,-100,-81,0,0,0
309,-68,-61,-67,-65,-80,-75,-60,-67,-82,-80,0,0,0
310,-63,-63,-66,-60,-86,-72,-59,-71,-71,-76,0,0,0
311,-66,-67,-68,-61,-77,-69,-60,-67,-64,-74,0,0,0
312,-72,-65,-64,-67,-77,-80,-57,-68,-69,-70,0,0,0
313,-66,-61,-66,-62,-76,-72,-60,-69,-67,-80,0,0,0
314,-76,-62,-73,-58,-70,-77,-61,-69,-76,-81,0,0,0
315,-71,-64,-64,-58,-100,-73,-59,-75,-74,-81,0,0,0
316,-65,-70,-65,-59,-79,-71,-62,-69,-81,-85,0,0,0
317,-65,-60,-74,-56,-71,-70,-62,-66,-79,-100,0,0,0
318,-72,-62,-64,-56,-68,-68,-61,-68,-73,-83,0,0,0
319,-75,-71,-78,-54,-78,-76,-61,-73,-69,-76,0,0,0
320,-67,-82,-61,-55,-100,-80,-60,-70,-65,-69,0,0,0
321,-70,-64,-68,-51,-75,-85,-61,-68,-63,-69,0,0,0
322,-66,-72,-84,-53,-79,-86,-61,-71,-62,-70,0,0,0
323,-65,-87,-61,-52,-76,-81,-61,-67,-62,-66,0,0,0
324,-70,-70,-62,-54,-80,-76,-61,-69,-62,-70,0,0,0
325,-82,-64,-69,-53,-77,-74,-61,-76,-62,-71,0,0,0
326,-83,-66,-65,-50,-82,-86,-62,-72,-64,-70,0,0,0
327,-78,-64,-80,-51,-82,-80,-62,-75,-65,-70,0,0,0
328,-72,-70,-62,-50,-79,-77,-63,-70,-66,-72,0,0,0
329,-75,-63,-70,-49,-82,-74,-63,-74,-67,-72,0,0,0
330,-70,-64,-63,-51,-81,-80,-64,-81,-67,-72,0,0,0
331,-73,-73,-66,-49,-77,-88,-64,-77,-64,-75,0,0,0
332,-75,-70,-66,-51,-77,-100,-66,-88,-64,-87,0,0,0
333,-72,-67,-61,-50,-75,-100,-69,-72,-69,-80,0,0,0
334,-68,-70,-64,-49,-74,-100,-67,-80,-64,-84,0,0,0
335,-76,-74,-78,-51,-73,-82,-65,-71,-69,-85,0,0,0
336,-76,-76,-75,-48,-71,-79,-67,-74,-65,-83,0,0,0
337,-74,-72,-63,-48,-72,-78,-64,-71,-69,-80,0,0,0
338,-72,-68,-88,-50,-70,-86,-64,-81,-67,-82,0,0,0
339,-71,-80,-72,-50,-71,-76,-68,-71,-69,-77,0,0,0
340,-70,-68,-72,-48,-70,-75,-69,-78,-70,-81,0,0,0
341,-70,-66,-65,-48,-73,-72,-72,-72,-69,-81,0,0,0
342,-71,-71,-65,-49,-70,-71,-74,-83,-67,-79,0,0,0
343,-68,-64,-68,-48,-74,-72,-75,-76,-68,-76,0,0,0
344,-71,-62,-65,-51,-74,-73,-72,-77,-70,-79,0,0,0
345,-71,-60,-62,-49,-81,-71,-67,-78,-70,-80,0,0,0
346,-74,-62,-63,-47,-72,-73,-66,-78,-68,-79,0,0,0
347,-75,-64,-68,-48,-71,-76,-67,-80,-72,-76,0,0,0
348,-78,-69,-65,-49,-73,-72,-64,-76,-69,-82,0,0,0
349,-74,-73,-64,-49,-72,-73,-67,-71,-69,-79,0,0,0
350,-80,-70,-69,-49,-72,-72,-64,-77,-69,-78,0,0,0
351,-100,-72,-72,-51,-74,-71,-64,-71,-70,-79,0,0,0
352,-78,-68,-75,-50,-77,-76,-66,-69,-70,-78,0,0,0
353,-82,-66,-74,-48,-80,-74,-67,-72,-71,-80,0,0,0
354,-77,-68,-68,-47,-78,-71,-69,-71,-72,-78,0,0,0
355,-72,-67,-65,-47,-78,-73,-66,-71,-70,-79,0,0,0
356,-73,-66,-63,-48,-80,-76,-69,-70,-72,-79,0,0,0
357,-73,-66,-61,-48,-75,-76,-71,-69,-71,-79,0,0,0
358,-74,-68,-62,-47,-72,-75,-67,-68,-70,-78,0,0,0
359,-73,-80,-64,-46,-74,-75,-67,-68,-74,-79,0,0,0
360,-71,-79,-73,-47,-80,-74,-69,-69,-80,-77,0,0,0
361,-70,-78,-82,-49,-73,-74,-69,-71,-76,-77,0,0,0
362,-72,-78,-69,-49,-70,-74,-68,-71,-74,-78,0,0,0
363,-74,-74,-64,-50,-71,-76,-69,-70,-78,-80,0,0,0
364,-77,-68,-62,-50,-74,-77,-76,-69,-77,-79,0,0,0
365,-79,-65,-62,-49,-74,-77,-72,-70,-76,-77,0,0,0
