superframe,O-DR,O-DL,O-E,O-M,I-DL,I-DR,I-E,I-T1,I-T2,I-T3,Label,raw_photosensor_door,raw_photosensor_endpos
365,-65,-57,-70,-64,-71,-67,-65,-67,-72,-74,0,0,0
366,-69,-65,-65,-71,-68,-68,-66,-71,-74,-81,0,0,0
367,-69,-62,-100,-68,-67,-81,-71,-67,-72,-74,0,0,0
368,-78,-56,-61,-64,-69,-72,-73,-68,-74,-73,0,0,0
369,-71,-55,-63,-62,-71,-67,-71,-84,-75,-75,0,0,0
370,-66,-59,-67,-61,-69,-66,-68,-72,-77,-82,0,0,0
371,-72,-58,-71,-62,-71,-70,-70,-86,-82,-77,0,0,0
372,-72,-61,-73,-64,-67,-68,-73,-71,-75,-75,0,0,0
373,-71,-64,-69,-58,-68,-64,-76,-68,-70,-73,0,0,0
374,-69,-71,-67,-60,-68,-66,-75,-69,-67,-77,0,0,0
375,-72,-71,-68,-60,-71,-70,-81,-68,-68,-83,0,0,0
376,-70,-65,-75,-78,-73,-69,-69,-69,-66,-100,0,0,0
377,-67,-100,-66,-55,-71,-67,-78,-69,-63,-100,0,0,0
378,-67,-71,-100,-66,-78,-65,-81,-66,-63,-100,0,0,0
379,-64,-75,-100,-56,-70,-67,-100,-65,-64,-100,0,0,0
380,-66,-67,-100,-63,-72,-68,-74,-64,-64,-100,0,0,0
381,-64,-73,-68,-64,-69,-68,-72,-65,-64,-100,0,0,0
382,-74,-85,-69,-61,-68,-68,-79,-64,-65,-100,0,0,0
383,-79,-66,-67,-60,-69,-71,-82,-64,-65,-75,0,0,0
384,-76,-65,-73,-65,-72,-69,-69,-64,-63,-82,0,0,0
385,-89,-66,-64,-61,-71,-67,-78,-64,-63,-83,0,0,0
386,-79,-66,-63,-57,-69,-67,-79,-66,-65,-83,0,0,0
387,-75,-64,-68,-58,-69,-68,-78,-67,-65,-86,0,0,0
388,-73,-62,-78,-61,-70,-67,-77,-67,-64,-89,0,0,0
389,-74,-62,-100,-62,-71,-65,-74,-67,-64,-100,0,0,0
390,-74,-62,-87,-62,-71,-66,-76,-67,-64,-100,0,0,0
391,-73,-62,-86,-61,-70,-67,-76,-67,-64,-100,0,0,0
392,-74,-62,-84,-61,-71,-67,-75,-68,-64,-90,0,0,0
393,-74,-62,-100,-61,-71,-68,-76,-68,-64,-100,0,0,0
394,-73,-62,-84,-61,-71,-67,-76,-68,-64,-100,0,0,0
395,-73,-62,-85,-61,-71,-67,-74,-68,-64,-89,0,0,0
396,-74,-61,-100,-61,-71,-67,-76,-67,-64,-90,0,0,0
397,-73,-62,-85,-62,-71,-67,-77,-67,-64,-89,0,0,0
398,-73,-62,-85,-61,-71,-67,-76,-67,-65,-100,0,0,0
399,-73,-62,-86,-61,-71,-67,-75,-68,-64,-100,0,0,0
400,-73,-62,-84,-62,-71,-67,-76,-67,-64,-100,0,0,0
401,-74,-62,-87,-61,-70,-67,-75,-67,-64,-100,0,0,0
402,-73,-62,-100,-61,-70,-67,-77,-67,-64,-89,0,0,0
403,-73,-62,-100,-61,-70,-67,-75,-67,-64,-88,0,0,0
404,-74,-62,-83,-62,-71,-67,-78,-67,-64,-89,0,0,0
405,-74,-62,-100,-61,-70,-67,-76,-67,-64,-88,0,0,0
406,-74,-62,-84,-62,-70,-68,-76,-68,-64,-100,0,0,0
407,-74,-62,-84,-61,-71,-67,-76,-67,-64,-88,0,0,0
408,-73,-62,-84,-61,-71,-67,-75,-67,-64,-89,0,0,0
409,-100,-100,-100,-100,-100,-68,-100,-68,-64,-100,0,0,0
410,-74,-62,-83,-62,-71,-67,-75,-67,-64,-100,0,0,0
411,-75,-62,-80,-61,-71,-67,-75,-67,-64,-89,0,0,0
412,-73,-63,-72,-60,-70,-67,-78,-67,-64,-86,0,0,0
413,-76,-64,-67,-57,-69,-67,-76,-100,-65,-85,0,0,0
414,-80,-66,-63,-57,-69,-67,-81,-100,-65,-83,0,0,0
415,-100,-66,-63,-60,-70,-67,-81,-100,-64,-84,0,0,0
416,-77,-65,-67,-68,-72,-68,-70,-64,-63,-83,0,0,0
417,-77,-66,-78,-60,-70,-70,-73,-64,-64,-78,0,0,0
418,-79,-70,-66,-59,-68,-70,-100,-64,-65,-76,0,0,0
419,-68,-79,-78,-62,-69,-68,-73,-65,-64,-78,0,0,0
420,-64,-69,-67,-64,-69,-68,-79,-64,-64,-74,0,0,0
421,-66,-68,-68,-62,-73,-68,-73,-65,-64,-73,0,0,0
422,-64,-77,-73,-57,-71,-67,-81,-65,-64,-70,0,0,0
423,-66,-71,-71,-65,-78,-65,-76,-65,-62,-72,0,0,0
424,-66,-100,-69,-55,-74,-66,-72,-68,-63,-71,0,0,0
425,-68,-66,-67,-64,-79,-67,-73,-69,-64,-72,0,0,0
426,-73,-65,-68,-64,-68,-72,-82,-71,-66,-77,0,0,0
427,-71,-72,-73,-60,-67,-69,-84,-70,-70,-77,0,0,0
428,-68,-66,-67,-57,-68,-64,-73,-68,-67,-80,0,0,0
429,-68,-64,-67,-64,-70,-64,-76,-68,-72,-74,0,0,0
430,-72,-60,-80,-61,-69,-67,-73,-68,-75,-75,0,0,0
431,-69,-61,-76,-63,-72,-68,-70,-75,-85,-75,0,0,0
432,-64,-60,-65,-62,-68,-67,-67,-67,-100,-72,0,0,0
433,-66,-59,-70,-57,-67,-72,-70,-66,-85,-69,0,0,0
434,-65,-66,-66,-62,-64,-72,-100,-67,-100,-69,0,0,0
435,-64,-58,-66,-64,-65,-63,-66,-66,-78,-85,0,0,0
436,-69,-55,-64,-67,-67,-62,-70,-66,-70,-89,0,0,0
437,-60,-65,-62,-65,-66,-64,-61,-64,-70,-73,0,0,0
438,-55,-60,-62,-70,-65,-88,-76,-74,-67,-76,0,0,0
439,-60,-65,-65,-76,-66,-67,-65,-67,-74,-78,0,0,0
440,-59,-56,-66,-69,-67,-67,-72,-66,-68,-71,0,0,0
441,-64,-100,-71,-80,-65,-72,-62,-62,-68,-73,0,0,0
442,-78,-54,-71,-69,-68,-64,-74,-65,-69,-78,0,0,0
443,-62,-65,-69,-77,-69,-74,-64,-100,-74,-79,0,0,0
444,-70,-53,-100,-76,-67,-80,-64,-70,-69,-67,0,0,0
445,-61,-68,-75,-72,-63,-71,-64,-69,-66,-74,0,0,0
446,-72,-62,-70,-76,-65,-74,-64,-62,-62,-69,0,0,0
447,-72,-54,-68,-68,-69,-62,-67,-63,-62,-71,0,0,0
448,-72,-61,-82,-82,-63,-70,-67,-63,-68,-68,0,0,0
449,-64,-56,-100,-100,-80,-76,-68,-69,-65,-76,0,0,0
450,-53,-48,-74,-78,-65,-65,-62,-67,-66,-79,0,0,0
451,-57,-46,-76,-77,-63,-60,-73,-64,-77,-68,0,0,0
452,-56,-51,-72,-77,-65,-78,-67,-68,-64,-72,0,0,0
453,-56,-62,-72,-73,-63,-70,-66,-67,-63,-71,0,0,0
454,-56,-62,-73,-78,-71,-72,-63,-62,-60,-74,0,0,0
455,-64,-56,-75,-73,-59,-61,-65,-63,-70,-64,0,0,0
456,-54,-100,-100,-100,-56,-66,-72,-66,-62,-72,0,0,0
457,-60,-60,-100,-79,-67,-64,-77,-78,-60,-61,0,0,0
458,-64,-60,-87,-75,-59,-66,-62,-64,-71,-71,0,0,0
459,-60,-62,-82,-79,-72,-62,-63,-69,-62,-65,0,0,0
460,-61,-62,-72,-75,-56,-64,-70,-77,-60,-67,0,0,0
461,-62,-61,-79,-78,-57,-68,-65,-68,-66,-57,0,0,0
462,-68,-66,-81,-76,-64,-64,-64,-74,-63,-65,0,0,0
463,-76,-71,-76,-74,-55,-62,-65,-75,-63,-68,0,0,0
464,-74,-65,-77,-82,-63,-62,-73,-65,-85,-64,0,0,0
465,-62,-63,-78,-78,-66,-67,-74,-73,-71,-65,0,0,0
466,-74,-64,-79,-79,-63,-60,-66,-64,-69,-62,0,1,0
467,-70,-66,-75,-78,-72,-54,-64,-64,-73,-63,0,1,0
468,-64,-62,-74,-100,-60,-62,-70,-69,-68,-100,0,1,0
469,-78,-69,-80,-78,-54,-59,-62,-67,-62,-63,0,1,0
470,-80,-64,-78,-83,-53,-58,-64,-72,-71,-70,0,1,0
471,-65,-76,-78,-77,-55,-100,-62,-63,-66,-69,0,1,0
472,-70,-100,-76,-79,-57,-100,-85,-64,-63,-63,0,1,0
473,-63,-70,-83,-78,-62,-76,-60,-66,-62,-68,0,1,0
474,-72,-63,-78,-100,-63,-62,-66,-61,-68,-79,0,1,0
475,-69,-70,-80,-81,-78,-61,-64,-81,-70,-100,0,1,0
476,-69,-71,-87,-79,-71,-62,-59,-65,-63,-69,0,1,0
477,-70,-75,-83,-100,-59,-64,-58,-69,-64,-62,0,1,0
478,-68,-74,-84,-81,-62,-68,-63,-68,-64,-73,0,1,0
479,-68,-76,-80,-100,-86,-71,-62,-72,-58,-75,0,1,0
480,-72,-72,-76,-83,-61,-66,-64,-79,-61,-65,0,1,0
481,-80,-100,-86,-79,-63,-67,-61,-67,-62,-67,0,1,0
482,-74,-82,-85,-78,-68,-68,-65,-67,-60,-67,0,1,0
483,-73,-77,-81,-79,-62,-70,-60,-77,-61,-77,0,1,0
484,-78,-70,-84,-85,-64,-78,-61,-68,-64,-65,0,1,0
485,-100,-100,-100,-100,-68,-69,-60,-67,-59,-100,0,1,0
486,-77,-76,-86,-81,-63,-65,-62,-62,-64,-67,0,1,0
487,-78,-74,-84,-82,-65,-75,-67,-67,-58,-65,0,1,0
488,-76,-80,-81,-81,-69,-67,-64,-72,-63,-62,0,1,0
489,-100,-80,-83,-84,-73,-79,-64,-60,-61,-81,0,1,0
490,-75,-87,-79,-88,-72,-74,-62,-66,-71,-68,1,0,1
491,-81,-82,-82,-79,-75,-77,-66,-61,-64,-75,1,0,1
492,-86,-80,-80,-78,-72,-70,-75,-63,-64,-72,1,0,1
493,-79,-85,-81,-81,-67,-72,-73,-67,-69,-74,1,0,1
494,-85,-76,-80,-89,-78,-82,-67,-66,-68,-87,1,0,1
495,-78,-75,-78,-83,-73,-74,-66,-67,-70,-69,1,0,1
496,-78,-75,-78,-85,-79,-77,-65,-64,-67,-74,1,0,1
497,-79,-76,-82,-81,-73,-100,-67,-69,-62,-79,1,0,1
498,-73,-75,-76,-78,-72,-81,-62,-66,-72,-68,1,0,1
499,-84,-76,-100,-83,-77,-82,-75,-72,-65,-67,1,0,1
500,-100,-84,-100,-80,-87,-71,-65,-61,-63,-77,1,0,0
501,-80,-83,-81,-81,-68,-73,-64,-67,-64,-70,1,0,1
502,-75,-100,-80,-76,-67,-68,-62,-61,-64,-70,1,0,1
503,-100,-100,-100,-100,-72,-100,-58,-68,-100,-73,1,0,1
504,-80,-70,-100,-83,-74,-72,-56,-70,-69,-67,1,0,1
505,-80,-79,-88,-86,-67,-87,-58,-77,-64,-82,1,0,1
506,-80,-78,-82,-84,-82,-70,-57,-65,-68,-75,1,0,1
507,-78,-85,-81,-100,-68,-78,-54,-60,-72,-100,1,0,1
508,-80,-78,-78,-86,-73,-69,-58,-61,-65,-82,1,0,1
509,-77,-76,-100,-77,-81,-71,-57,-64,-70,-81,1,0,1
510,-84,-86,-100,-100,-69,-81,-57,-65,-77,-70,1,0,1
511,-83,-83,-78,-84,-77,-100,-62,-69,-64,-77,1,0,1
512,-75,-75,-86,-77,-73,-77,-58,-69,-75,-83,1,0,0
513,-83,-70,-100,-100,-70,-77,-56,-61,-66,-73,1,0,0
514,-100,-100,-100,-100,-68,-73,-54,-100,-100,-75,1,0,0
515,-82,-76,-100,-87,-78,-68,-56,-67,-70,-76,1,0,0
516,-82,-73,-100,-85,-72,-70,-55,-70,-68,-75,1,0,1
517,-79,-78,-81,-100,-69,-85,-54,-69,-68,-77,1,0,1
518,-100,-75,-100,-100,-83,-70,-52,-76,-73,-76,1,0,1
519,-100,-77,-87,-100,-70,-71,-55,-76,-70,-75,2,0,0
520,-76,-77,-85,-84,-66,-72,-52,-65,-66,-71,2,0,0
521,-80,-88,-100,-100,-78,-77,-53,-65,-66,-82,2,0,0
522,-89,-75,-85,-100,-100,-68,-54,-74,-65,-77,2,0,0
523,-85,-79,-79,-85,-70,-73,-54,-64,-68,-75,2,0,0
524,-78,-78,-83,-85,-73,-84,-57,-65,-71,-70,2,0,0
525,-78,-76,-83,-84,-64,-75,-55,-62,-71,-72,2,0,0
526,-74,-78,-88,-80,-66,-76,-52,-60,-68,-69,2,0,0
527,-78,-87,-100,-79,-66,-77,-52,-57,-65,-71,2,0,0
528,-81,-82,-76,-100,-66,-76,-55,-66,-69,-77,2,0,0
529,-87,-85,-84,-81,-70,-100,-59,-100,-68,-73,2,0,0
530,-79,-84,-81,-82,-78,-74,-56,-74,-76,-100,2,0,0
531,-77,-84,-78,-79,-78,-76,-54,-75,-73,-82,2,0,0
532,-100,-100,-100,-100,-100,-100,-53,-100,-100,-78,2,0,0
533,-78,-83,-78,-79,-77,-77,-54,-70,-72,-77,2,0,0
534,-77,-81,-78,-81,-76,-77,-55,-75,-74,-79,2,0,0
535,-77,-81,-78,-81,-78,-77,-54,-76,-75,-79,2,0,0
536,-77,-79,-79,-79,-76,-74,-54,-100,-74,-79,2,0,0
537,-77,-79,-78,-80,-76,-75,-54,-84,-74,-79,2,0,0
538,-77,-80,-78,-80,-77,-75,-54,-73,-74,-79,2,0,0
539,-77,-79,-79,-80,-75,-74,-54,-77,-73,-80,2,0,0
540,-77,-80,-78,-80,-76,-75,-54,-81,-73,-79,2,0,0
541,-77,-80,-78,-80,-76,-76,-53,-74,-73,-78,2,0,0
542,-76,-79,-78,-80,-76,-75,-54,-100,-73,-80,2,0,0
543,-100,-100,-100,-100,-100,-100,-54,-100,-100,-79,2,0,0
544,-100,-81,-79,-80,-77,-75,-54,-75,-73,-77,2,0,0
545,-76,-80,-78,-79,-76,-75,-54,-80,-74,-79,2,0,0
546,-77,-81,-78,-80,-76,-75,-54,-78,-74,-77,2,0,0
547,-77,-81,-78,-81,-76,-75,-53,-75,-73,-77,2,0,0
548,-77,-79,-78,-80,-77,-75,-54,-82,-72,-79,2,0,0
549,-77,-80,-78,-80,-75,-75,-54,-77,-73,-77,2,0,0
550,-77,-80,-78,-80,-75,-74,-53,-75,-74,-79,2,0,0
551,-77,-80,-78,-81,-77,-75,-54,-80,-74,-79,2,0,0
552,-77,-80,-78,-80,-76,-75,-54,-76,-100,-78,2,0,0
553,-77,-81,-78,-80,-74,-74,-54,-76,-75,-79,2,0,0
554,-77,-81,-78,-80,-75,-75,-54,-81,-75,-80,2,0,0
555,-77,-81,-78,-81,-76,-75,-54,-75,-76,-79,2,0,0
556,-77,-83,-79,-81,-76,-75,-55,-76,-78,-79,2,0,0
557,-78,-87,-80,-81,-80,-75,-55,-75,-76,-82,2,0,0
558,-80,-100,-82,-81,-79,-80,-57,-75,-72,-81,2,0,0
559,-86,-89,-84,-83,-69,-85,-58,-80,-69,-74,2,0,0
560,-86,-83,-78,-87,-64,-77,-56,-74,-68,-74,2,0,0
561,-100,-100,-100,-100,-100,-100,-54,-62,-67,-100,2,0,0
562,-80,-84,-83,-81,-66,-79,-53,-58,-66,-72,2,0,0
563,-79,-75,-81,-78,-69,-85,-53,-57,-76,-72,2,0,0
564,-75,-80,-100,-84,-65,-73,-51,-63,-67,-67,2,0,0
565,-77,-82,-85,-82,-65,-79,-55,-64,-67,-70,2,0,0
566,-82,-77,-100,-86,-68,-73,-55,-62,-78,-67,2,0,0
567,-81,-75,-83,-83,-71,-80,-57,-64,-73,-71,2,0,0
568,-81,-81,-100,-84,-81,-77,-55,-62,-84,-73,2,0,0
569,-84,-78,-81,-81,-74,-76,-53,-69,-70,-76,2,0,0
570,-84,-100,-100,-100,-100,-67,-55,-76,-65,-77,2,0,0
571,-83,-73,-83,-100,-82,-72,-55,-67,-78,-71,2,0,0
572,-100,-100,-84,-87,-76,-77,-53,-70,-63,-79,2,0,0
573,-82,-80,-100,-81,-69,-73,-53,-65,-68,-70,2,0,0
574,-86,-82,-100,-100,-73,-67,-56,-65,-70,-73,2,0,0
575,-83,-81,-87,-84,-68,-70,-52,-70,-68,-71,2,0,0
576,-100,-75,-83,-100,-71,-76,-52,-65,-84,-81,1,0,1
577,-85,-81,-90,-100,-72,-72,-54,-72,-67,-79,1,0,1
578,-79,-77,-85,-100,-80,-69,-56,-66,-65,-79,1,0,1
579,-81,-76,-84,-100,-74,-67,-57,-64,-72,-77,1,0,1
580,-78,-75,-82,-78,-70,-83,-55,-75,-77,-76,1,0,1
581,-82,-75,-100,-82,-76,-75,-57,-62,-64,-76,1,0,1
582,-77,-72,-83,-78,-70,-77,-56,-70,-68,-79,1,0,0
583,-79,-80,-100,-87,-100,-80,-64,-62,-68,-100,1,0,1
584,-83,-76,-78,-100,-67,-71,-58,-60,-66,-73,1,0,1
585,-89,-71,-82,-83,-75,-71,-54,-67,-70,-76,1,0,1
586,-78,-78,-100,-76,-72,-73,-57,-68,-66,-70,1,0,1
587,-83,-100,-83,-100,-73,-68,-61,-65,-75,-66,1,0,1
588,-79,-76,-80,-100,-78,-76,-56,-63,-74,-77,1,0,1
589,-86,-73,-100,-85,-75,-73,-61,-74,-64,-73,1,0,1
590,-100,-100,-100,-100,-68,-100,-55,-66,-69,-74,1,0,1
591,-78,-72,-82,-81,-75,-76,-69,-79,-68,-74,1,0,1
592,-100,-72,-100,-86,-73,-70,-60,-67,-65,-75,1,0,1
593,-100,-100,-100,-84,-70,-78,-65,-71,-73,-69,1,0,1
594,-80,-77,-77,-100,-77,-77,-64,-59,-68,-68,1,0,1
595,-100,-75,-100,-100,-75,-74,-62,-65,-69,-77,1,0,1
596,-78,-73,-83,-85,-65,-80,-67,-74,-61,-69,1,0,1
597,-75,-79,-100,-85,-65,-68,-56,-60,-80,-65,1,0,0
598,-82,-76,-100,-83,-80,-73,-75,-69,-68,-66,1,0,1
599,-79,-81,-81,-81,-78,-81,-61,-69,-66,-69,1,0,1
600,-74,-76,-81,-100,-72,-74,-71,-70,-67,-68,1,0,1
601,-100,-80,-100,-85,-69,-74,-67,-75,-65,-69,1,0,1
602,-100,-77,-83,-100,-74,-74,-75,-64,-68,-75,1,0,1
603,-78,-76,-81,-82,-71,-71,-64,-67,-67,-70,1,0,1
604,-88,-72,-79,-100,-80,-73,-84,-73,-63,-67,1,0,1
605,-76,-79,-81,-82,-65,-74,-60,-69,-68,-72,1,0,1
606,-74,-87,-83,-84,-72,-66,-62,-67,-77,-78,1,0,1
607,-78,-77,-100,-75,-65,-67,-74,-62,-69,-79,1,0,1
608,-74,-72,-100,-79,-76,-78,-60,-59,-61,-76,1,0,1
609,-76,-76,-100,-76,-76,-78,-61,-72,-71,-84,1,0,1
610,-78,-75,-82,-100,-74,-75,-66,-60,-68,-67,1,0,1
611,-81,-74,-82,-100,-64,-79,-78,-62,-69,-81,0,1,1
612,-76,-78,-84,-80,-63,-74,-62,-64,-64,-82,0,1,0
613,-77,-79,-86,-78,-64,-70,-61,-64,-60,-74,0,1,0
614,-78,-82,-85,-79,-63,-69,-57,-72,-63,-79,0,1,0
615,-76,-71,-100,-87,-88,-65,-62,-69,-59,-68,0,1,0
616,-77,-74,-83,-100,-69,-68,-64,-72,-63,-70,0,1,0
617,-74,-69,-82,-73,-62,-83,-61,-66,-58,-66,0,1,0
618,-80,-77,-100,-83,-75,-64,-65,-64,-59,-65,0,1,0
619,-100,-70,-77,-100,-64,-71,-63,-64,-62,-64,0,1,0
620,-100,-77,-86,-74,-65,-68,-58,-67,-61,-70,0,1,0
621,-72,-69,-88,-100,-68,-70,-61,-70,-58,-75,0,1,0
622,-75,-72,-78,-79,-64,-72,-73,-66,-59,-76,0,1,0
623,-71,-81,-87,-77,-63,-69,-65,-73,-57,-68,0,1,0
624,-100,-77,-82,-83,-62,-60,-64,-73,-65,-62,0,1,0
625,-82,-75,-81,-81,-67,-84,-60,-74,-66,-71,0,1,0
626,-73,-78,-80,-100,-63,-73,-62,-66,-65,-68,0,1,0
627,-73,-78,-83,-83,-64,-65,-60,-62,-62,-70,0,1,0
628,-73,-73,-100,-87,-63,-68,-66,-66,-62,-63,0,1,0
629,-72,-81,-100,-82,-64,-65,-63,-67,-57,-77,0,1,0
630,-79,-82,-100,-79,-75,-67,-63,-69,-60,-76,0,1,0
631,-66,-80,-86,-80,-60,-69,-70,-64,-64,-65,0,1,0
632,-63,-72,-83,-86,-64,-75,-62,-66,-70,-64,0,1,0
633,-65,-100,-83,-81,-60,-66,-64,-74,-70,-64,0,1,0
634,-64,-67,-76,-80,-63,-67,-62,-75,-62,-73,0,1,0
635,-64,-73,-80,-79,-59,-60,-64,-66,-65,-70,0,1,0
636,-64,-70,-84,-82,-61,-63,-59,-64,-74,-68,0,1,0
637,-63,-76,-83,-100,-62,-60,-62,-68,-65,-61,0,1,0
638,-64,-69,-78,-81,-60,-65,-65,-73,-69,-70,0,1,0
639,-67,-69,-88,-81,-64,-55,-64,-64,-69,-60,0,1,0
640,-75,-67,-81,-81,-62,-57,-65,-62,-62,-66,0,1,0
641,-68,-68,-78,-100,-69,-62,-83,-62,-62,-100,0,1,0
642,-71,-71,-81,-82,-78,-70,-65,-67,-72,-71,0,1,0
643,-71,-71,-78,-77,-62,-60,-61,-65,-71,-77,0,1,0
644,-65,-64,-78,-82,-81,-57,-68,-68,-69,-69,0,1,0
645,-62,-66,-75,-76,-66,-57,-62,-63,-71,-79,0,1,0
646,-63,-73,-81,-100,-58,-54,-63,-63,-71,-65,0,1,0
647,-69,-79,-80,-79,-62,-55,-77,-67,-74,-75,0,1,0
648,-65,-63,-85,-82,-57,-56,-69,-64,-65,-70,0,1,0
649,-66,-62,-82,-76,-57,-55,-61,-62,-65,-71,0,1,0
650,-63,-61,-74,-74,-57,-55,-66,-60,-74,-70,0,1,0
651,-69,-69,-74,-73,-63,-57,-65,-65,-73,-78,0,1,0
652,-63,-66,-100,-73,-68,-58,-61,-74,-72,-64,0,1,0
653,-75,-66,-86,-78,-60,-56,-66,-74,-67,-62,0,1,0
654,-73,-80,-100,-80,-62,-53,-76,-81,-75,-63,0,1,0
655,-71,-64,-100,-80,-62,-57,-67,-66,-72,-62,0,1,0
656,-68,-60,-83,-100,-67,-60,-66,-66,-66,-63,0,1,0
657,-68,-61,-83,-100,-69,-55,-72,-62,-69,-79,0,1,0
658,-65,-62,-77,-85,-67,-61,-62,-62,-61,-67,0,1,0
659,-78,-71,-72,-78,-58,-61,-68,-62,-63,-100,0,1,0
660,-66,-76,-80,-81,-79,-59,-66,-61,-68,-60,0,0,0
661,-64,-71,-81,-76,-63,-62,-62,-77,-65,-62,0,0,0
662,-64,-61,-80,-76,-61,-60,-73,-65,-71,-70,0,0,0
663,-69,-68,-100,-71,-65,-62,-63,-65,-62,-64,0,0,0
664,-63,-68,-81,-75,-63,-58,-69,-63,-62,-64,0,0,0
665,-62,-65,-88,-100,-58,-60,-71,-68,-64,-61,0,0,0
666,-72,-58,-77,-76,-58,-66,-63,-65,-66,-67,0,0,0
667,-65,-66,-81,-75,-54,-69,-74,-69,-62,-82,0,0,0
668,-71,-62,-77,-82,-52,-64,-67,-72,-61,-62,0,0,0
669,-66,-60,-76,-75,-63,-63,-64,-67,-61,-60,0,0,0
670,-62,-73,-80,-80,-57,-60,-60,-64,-61,-64,0,0,0
671,-70,-63,-81,-78,-51,-100,-62,-65,-60,-69,0,0,0
672,-62,-75,-74,-74,-53,-55,-66,-78,-63,-64,0,0,0
673,-69,-62,-81,-70,-57,-59,-69,-68,-70,-71,0,0,0
674,-67,-55,-75,-78,-65,-63,-65,-82,-64,-81,0,0,0
675,-61,-64,-74,-87,-69,-64,-71,-76,-65,-64,0,0,0
676,-73,-63,-79,-100,-65,-68,-75,-66,-72,-60,0,0,0
677,-67,-70,-80,-78,-63,-62,-71,-62,-78,-66,0,0,0
678,-58,-66,-84,-78,-63,-72,-69,-61,-63,-73,0,0,0
679,-60,-67,-75,-72,-61,-62,-70,-63,-59,-65,0,0,0
680,-57,-56,-100,-81,-60,-59,-63,-67,-57,-65,0,0,0
681,-60,-66,-73,-78,-65,-63,-63,-76,-62,-82,0,0,0
682,-64,-60,-79,-74,-72,-63,-69,-65,-77,-66,0,0,0
683,-62,-57,-84,-73,-62,-59,-71,-62,-72,-66,0,0,0
684,-59,-55,-78,-77,-65,-61,-63,-63,-64,-69,0,0,0
685,-56,-59,-74,-80,-77,-68,-63,-62,-63,-65,0,0,0
686,-55,-57,-71,-71,-70,-62,-64,-65,-63,-67,0,0,0
687,-57,-57,-72,-76,-62,-67,-71,-64,-67,-67,0,0,0
688,-54,-56,-74,-74,-62,-62,-64,-63,-72,-87,0,0,0
689,-55,-52,-78,-76,-73,-62,-67,-64,-75,-66,0,0,0
690,-54,-52,-79,-77,-64,-67,-73,-65,-75,-63,0,0,0
691,-54,-51,-80,-80,-68,-62,-66,-65,-67,-70,0,0,0
692,-53,-50,-76,-86,-63,-60,-64,-73,-64,-69,0,0,0
693,-55,-49,-81,-76,-64,-64,-68,-66,-65,-68,0,0,0
694,-59,-51,-72,-78,-71,-69,-72,-73,-63,-67,0,0,0
695,-55,-47,-78,-72,-64,-67,-64,-70,-65,-70,0,0,0
696,-59,-50,-75,-70,-66,-75,-64,-75,-64,-77,0,0,0
697,-67,-51,-80,-75,-83,-77,-67,-71,-66,-71,0,0,0
698,-63,-56,-71,-73,-66,-72,-70,-64,-64,-68,0,0,0
699,-69,-61,-81,-100,-64,-66,-71,-63,-67,-69,0,0,0
700,-67,-54,-74,-83,-68,-64,-79,-68,-65,-100,0,0,0
701,-66,-52,-75,-76,-72,-64,-77,-63,-62,-70,0,0,0
702,-66,-57,-78,-74,-70,-75,-67,-100,-62,-69,0,0,0
703,-74,-61,-82,-72,-73,-68,-74,-100,-61,-67,0,0,0
704,-100,-69,-75,-69,-67,-64,-75,-100,-62,-74,0,0,0
705,-61,-56,-70,-71,-69,-73,-74,-75,-62,-70,0,0,0
706,-69,-52,-70,-72,-68,-73,-64,-86,-65,-65,0,0,0
707,-61,-59,-70,-84,-66,-66,-65,-74,-72,-70,0,0,0
708,-60,-55,-72,-70,-66,-71,-72,-100,-67,-77,0,0,0
709,-65,-57,-76,-75,-73,-80,-86,-64,-66,-71,0,0,0
710,-62,-59,-69,-70,-70,-68,-63,-62,-67,-72,0,0,0
711,-69,-58,-71,-80,-77,-64,-84,-66,-64,-74,0,0,0
712,-59,-55,-69,-69,-74,-73,-66,-67,-65,-71,0,0,0
713,-64,-57,-66,-67,-72,-71,-72,-72,-64,-69,0,0,0
714,-61,-58,-63,-69,-67,-68,-67,-65,-62,-75,0,0,0
715,-58,-60,-64,-65,-66,-66,-71,-64,-64,-74,0,0,0
716,-62,-65,-62,-61,-66,-64,-66,-64,-68,-79,0,0,0
717,-67,-64,-64,-64,-64,-62,-74,-66,-70,-74,0,0,0
718,-67,-60,-70,-62,-63,-62,-80,-64,-74,-76,0,0,0
719,-62,-70,-67,-70,-64,-71,-100,-63,-72,-71,0,0,0
720,-62,-67,-71,-67,-69,-69,-73,-64,-69,-68,0,0,0
721,-66,-60,-64,-60,-67,-67,-76,-66,-75,-69,0,0,0
722,-73,-62,-65,-60,-71,-69,-72,-70,-83,-72,0,0,0
723,-72,-57,-65,-65,-71,-65,-75,-66,-100,-75,0,0,0
724,-66,-61,-67,-58,-67,-64,-77,-69,-80,-69,0,0,0
725,-66,-65,-77,-56,-68,-66,-81,-75,-81,-72,0,0,0
726,-68,-64,-66,-62,-69,-68,-70,-73,-75,-79,0,0,0
727,-84,-64,-77,-54,-69,-65,-78,-71,-65,-76,0,0,0
728,-67,-67,-65,-72,-78,-64,-79,-68,-68,-79,0,0,0
729,-65,-70,-67,-57,-68,-67,-72,-67,-67,-74,0,0,0
730,-63,-75,-66,-66,-69,-67,-72,-66,-70,-73,0,0,0
