superframe,O-DR,O-DL,O-E,O-M,I-DL,I-DR,I-E,I-T1,I-T2,I-T3,Label,raw_photosensor_door,raw_photosensor_endpos
98,-80,-76,-84,-100,-80,-78,-53,-65,-68,-64,2,0,0
99,-80,-76,-84,-87,-81,-78,-53,-64,-68,-65,2,0,0
100,-80,-76,-83,-87,-80,-78,-52,-64,-68,-65,2,0,0
101,-80,-76,-84,-100,-79,-78,-53,-65,-68,-64,2,0,0
102,-80,-76,-84,-88,-81,-78,-53,-64,-68,-65,2,0,0
103,-79,-76,-85,-88,-80,-77,-52,-64,-68,-65,2,0,0
104,-80,-76,-84,-100,-82,-79,-53,-65,-68,-64,2,0,0
105,-80,-76,-84,-100,-81,-78,-52,-64,-68,-65,2,0,0
106,-79,-76,-84,-100,-81,-77,-53,-65,-68,-65,2,0,0
107,-80,-75,-84,-100,-81,-79,-53,-64,-68,-65,2,0,0
108,-80,-76,-84,-100,-80,-79,-52,-64,-68,-65,2,0,0
109,-80,-75,-85,-88,-79,-78,-53,-64,-69,-64,2,0,0
110,-80,-75,-84,-100,-80,-79,-53,-64,-68,-65,2,0,0
111,-80,-76,-84,-88,-80,-79,-52,-64,-69,-64,2,0,0
112,-80,-76,-84,-88,-79,-78,-53,-64,-68,-64,2,0,0
113,-80,-76,-84,-100,-79,-79,-52,-65,-68,-65,2,0,0
114,-79,-76,-84,-89,-78,-78,-53,-65,-68,-64,2,0,0
115,-79,-75,-84,-89,-79,-78,-53,-64,-68,-64,2,0,0
116,-80,-75,-84,-100,-79,-78,-52,-64,-68,-65,2,0,0
117,-79,-75,-84,-100,-78,-78,-53,-65,-68,-65,2,0,0
118,-79,-76,-84,-100,-78,-78,-53,-64,-68,-65,2,0,0
119,-80,-76,-100,-100,-78,-78,-53,-64,-68,-65,2,0,0
120,-79,-76,-83,-89,-79,-78,-53,-64,-68,-65,2,0,0
121,-80,-75,-84,-88,-79,-78,-53,-64,-69,-64,2,0,0
122,-80,-76,-84,-100,-78,-78,-53,-64,-69,-65,2,0,0
123,-80,-75,-84,-100,-80,-77,-54,-64,-68,-64,2,0,0
124,-80,-76,-84,-100,-80,-78,-53,-64,-68,-64,2,0,0
125,-80,-76,-84,-87,-79,-77,-52,-64,-69,-64,2,0,0
126,-80,-76,-85,-100,-80,-77,-54,-64,-68,-64,2,0,0
127,-80,-76,-84,-88,-82,-78,-53,-64,-68,-65,2,0,0
128,-80,-76,-84,-86,-80,-77,-52,-64,-68,-65,2,0,0
129,-80,-76,-84,-87,-80,-77,-54,-65,-68,-64,2,0,0
130,-80,-75,-84,-86,-82,-77,-53,-65,-68,-64,2,0,0
131,-80,-76,-84,-86,-80,-77,-52,-64,-68,-65,2,0,0
132,-80,-76,-85,-87,-80,-77,-54,-65,-68,-64,2,0,0
133,-80,-75,-84,-87,-80,-77,-53,-64,-68,-65,2,0,0
134,-80,-76,-84,-87,-79,-77,-52,-64,-68,-65,2,0,0
135,-80,-75,-85,-86,-81,-77,-54,-64,-68,-64,2,0,0
136,-80,-75,-84,-100,-81,-77,-54,-64,-68,-64,2,0,0
137,-80,-76,-84,-100,-79,-77,-52,-64,-68,-65,2,0,0
138,-80,-75,-85,-86,-82,-77,-54,-65,-68,-64,2,0,0
139,-79,-75,-84,-100,-79,-77,-54,-64,-68,-64,2,0,0
140,-80,-76,-85,-87,-79,-77,-53,-64,-68,-65,2,0,0
141,-79,-75,-85,-86,-80,-76,-54,-64,-68,-65,2,0,0
142,-78,-74,-84,-100,-78,-76,-53,-64,-69,-65,2,0,0
143,-77,-74,-84,-85,-77,-74,-53,-64,-69,-66,2,0,0
144,-76,-72,-83,-84,-74,-72,-54,-64,-70,-67,2,0,0
145,-75,-72,-84,-84,-72,-71,-54,-63,-71,-68,2,0,0
146,-74,-100,-84,-83,-71,-71,-54,-63,-72,-70,2,0,0
147,-74,-71,-83,-84,-70,-70,-55,-63,-72,-70,2,0,0
148,-74,-70,-84,-84,-69,-70,-56,-63,-74,-71,2,0,0
149,-73,-70,-85,-84,-70,-70,-55,-63,-74,-71,2,0,0
150,-73,-70,-85,-85,-70,-70,-56,-63,-73,-71,2,0,0
151,-74,-70,-84,-83,-70,-70,-56,-63,-74,-71,2,0,0
152,-73,-70,-100,-85,-70,-70,-55,-63,-74,-71,2,0,0
153,-73,-70,-85,-84,-70,-70,-56,-63,-73,-70,2,0,0
154,-73,-70,-84,-83,-69,-70,-56,-63,-76,-71,2,0,0
155,-73,-70,-84,-84,-69,-70,-55,-63,-80,-71,2,0,0
156,-73,-70,-100,-100,-68,-71,-57,-62,-84,-69,2,0,0
157,-74,-70,-100,-100,-67,-72,-57,-61,-79,-68,2,0,0
158,-75,-72,-83,-87,-66,-76,-55,-60,-75,-100,2,0,0
159,-78,-76,-84,-84,-66,-75,-58,-60,-74,-67,2,0,0
160,-79,-77,-81,-100,-65,-70,-58,-60,-72,-68,2,0,0
161,-82,-78,-80,-79,-66,-69,-60,-61,-66,-69,2,0,0
162,-82,-78,-82,-78,-72,-71,-59,-64,-63,-70,2,0,0
163,-83,-80,-80,-77,-74,-69,-55,-78,-64,-66,2,0,0
164,-89,-83,-79,-77,-79,-68,-55,-66,-68,-67,2,0,0
165,-77,-74,-87,-86,-76,-74,-54,-69,-78,-70,2,0,0
166,-75,-80,-85,-79,-72,-78,-52,-65,-70,-77,2,0,0
167,-100,-72,-82,-79,-70,-71,-54,-65,-74,-71,2,0,0
168,-100,-75,-100,-100,-67,-69,-53,-69,-73,-71,2,0,0
169,-84,-71,-86,-83,-70,-69,-52,-66,-66,-71,2,0,0
170,-82,-71,-100,-83,-70,-74,-51,-68,-66,-68,2,0,0
171,-74,-79,-82,-81,-65,-80,-50,-80,-74,-73,2,0,0
172,-81,-77,-80,-77,-76,-73,-52,-65,-73,-75,2,0,0
173,-75,-100,-77,-84,-68,-72,-56,-64,-65,-85,2,0,0
174,-76,-81,-80,-100,-74,-77,-54,-66,-69,-74,2,0,0
175,-81,-75,-79,-86,-84,-82,-52,-75,-67,-75,2,0,0
176,-82,-100,-82,-77,-74,-82,-54,-66,-66,-75,1,0,1
177,-87,-74,-84,-77,-64,-79,-52,-67,-79,-69,1,0,1
178,-79,-74,-100,-78,-75,-70,-54,-70,-73,-72,1,0,1
179,-81,-74,-85,-84,-69,-74,-57,-68,-72,-74,1,0,1
180,-81,-68,-86,-81,-70,-68,-53,-68,-79,-80,1,0,1
181,-78,-78,-87,-83,-69,-80,-54,-67,-79,-79,1,0,1
182,-82,-72,-83,-79,-65,-72,-57,-68,-73,-74,1,0,1
183,-82,-79,-80,-79,-77,-70,-56,-72,-66,-78,1,0,1
184,-77,-72,-100,-77,-71,-79,-52,-70,-71,-100,1,0,1
185,-100,-77,-100,-77,-64,-78,-54,-72,-67,-76,1,0,1
186,-73,-78,-84,-79,-71,-72,-54,-65,-80,-83,1,0,0
187,-78,-79,-100,-78,-78,-74,-53,-66,-72,-74,1,0,0
188,-83,-72,-84,-84,-100,-78,-52,-67,-77,-75,1,0,1
189,-79,-79,-81,-100,-70,-75,-54,-76,-76,-70,1,0,1
190,-84,-71,-77,-80,-72,-72,-56,-71,-72,-75,1,0,1
191,-79,-75,-100,-84,-73,-74,-57,-68,-79,-79,1,0,1
192,-79,-74,-100,-100,-74,-83,-58,-72,-70,-81,1,0,1
193,-83,-76,-86,-100,-70,-78,-59,-62,-80,-75,1,0,1
194,-78,-75,-84,-86,-77,-74,-57,-65,-68,-73,1,0,1
195,-83,-83,-100,-100,-70,-68,-53,-66,-72,-71,1,0,1
196,-77,-79,-80,-85,-66,-74,-60,-67,-68,-79,1,0,1
197,-78,-79,-79,-86,-74,-76,-53,-64,-67,-76,1,0,1
198,-78,-76,-80,-100,-74,-88,-50,-64,-67,-69,1,0,1
199,-79,-78,-83,-78,-73,-68,-55,-71,-72,-75,1,0,1
200,-76,-72,-100,-100,-66,-72,-54,-67,-72,-72,1,0,1
201,-78,-72,-87,-82,-70,-74,-54,-67,-67,-79,1,0,1
202,-82,-84,-87,-82,-67,-70,-55,-61,-68,-72,1,0,1
203,-100,-74,-80,-89,-76,-74,-58,-71,-70,-68,1,0,1
204,-79,-75,-100,-78,-67,-70,-54,-60,-70,-76,1,0,1
205,-74,-74,-82,-77,-64,-70,-57,-63,-82,-75,1,0,0
206,-86,-70,-100,-82,-70,-74,-58,-60,-70,-69,1,0,1
207,-88,-76,-78,-100,-66,-72,-56,-62,-66,-71,1,0,1
208,-100,-85,-78,-100,-81,-75,-56,-67,-72,-64,1,0,1
209,-80,-81,-100,-100,-71,-69,-59,-64,-70,-72,1,0,1
210,-82,-79,-79,-77,-80,-69,-60,-66,-75,-81,1,0,0
211,-80,-83,-84,-71,-66,-78,-57,-77,-66,-100,1,0,0
212,-74,-74,-83,-78,-66,-65,-58,-64,-67,-75,1,0,0
213,-74,-78,-79,-100,-70,-68,-62,-63,-64,-83,1,0,1
214,-77,-81,-100,-83,-75,-82,-62,-73,-65,-77,1,0,1
215,-71,-76,-76,-83,-76,-70,-61,-76,-57,-79,1,0,1
216,-74,-72,-75,-83,-68,-100,-58,-76,-69,-66,1,0,1
217,-78,-68,-81,-82,-76,-71,-66,-66,-68,-83,1,0,1
218,-76,-77,-75,-79,-70,-75,-67,-66,-62,-71,1,0,1
219,-75,-73,-81,-83,-64,-78,-61,-64,-68,-74,1,0,0
220,-76,-76,-78,-84,-66,-68,-60,-66,-63,-66,1,0,1
221,-80,-83,-85,-80,-80,-74,-65,-66,-64,-78,1,0,1
222,-81,-100,-75,-100,-67,-72,-60,-69,-70,-75,1,0,1
223,-77,-74,-83,-100,-62,-78,-68,-66,-67,-74,1,0,1
224,-83,-100,-83,-80,-75,-84,-66,-64,-69,-74,1,0,1
225,-78,-75,-100,-100,-72,-79,-67,-63,-68,-74,1,0,1
226,-76,-76,-85,-80,-73,-67,-64,-66,-64,-70,1,0,1
227,-75,-75,-80,-84,-65,-68,-63,-65,-66,-72,1,0,1
228,-90,-76,-82,-100,-75,-67,-64,-60,-66,-70,1,0,1
229,-74,-73,-79,-80,-74,-67,-74,-62,-71,-73,1,0,1
230,-81,-69,-100,-100,-75,-64,-65,-59,-62,-75,1,0,1
231,-78,-100,-80,-81,-67,-77,-59,-69,-66,-70,1,0,1
232,-79,-78,-84,-84,-71,-70,-68,-62,-67,-70,1,0,0
233,-100,-79,-80,-87,-64,-73,-69,-63,-69,-78,1,0,1
234,-80,-76,-84,-79,-69,-70,-62,-69,-67,-71,0,1,0
235,-100,-100,-100,-100,-67,-64,-62,-59,-61,-77,0,1,0
236,-84,-72,-79,-77,-66,-79,-66,-72,-62,-66,0,1,0
237,-75,-75,-85,-84,-64,-70,-60,-69,-61,-69,0,1,0
238,-79,-74,-85,-81,-67,-70,-71,-68,-59,-68,0,1,0
239,-81,-80,-82,-79,-64,-70,-64,-63,-62,-64,0,1,0
240,-100,-78,-77,-100,-70,-71,-70,-66,-61,-71,0,1,0
241,-100,-74,-87,-75,-64,-76,-62,-70,-58,-71,0,1,0
242,-77,-80,-83,-77,-72,-72,-60,-64,-61,-70,0,1,0
243,-85,-76,-81,-100,-64,-67,-60,-64,-64,-63,0,1,0
244,-79,-75,-82,-100,-65,-71,-62,-66,-60,-67,0,1,0
245,-76,-76,-78,-100,-60,-77,-62,-76,-63,-69,0,1,0
246,-76,-77,-80,-100,-64,-67,-61,-77,-60,-67,0,1,0
247,-76,-77,-100,-87,-79,-66,-63,-73,-60,-62,0,1,0
248,-70,-72,-79,-83,-64,-67,-64,-74,-62,-62,0,1,0
249,-86,-84,-76,-100,-58,-64,-62,-69,-63,-62,0,1,0
250,-75,-77,-81,-87,-58,-70,-62,-76,-62,-72,0,1,0
251,-100,-87,-85,-84,-58,-69,-65,-65,-60,-70,0,1,0
252,-74,-72,-82,-100,-63,-61,-72,-85,-62,-70,0,1,0
253,-75,-76,-77,-82,-62,-62,-59,-74,-62,-69,0,1,0
254,-81,-70,-79,-87,-66,-70,-60,-66,-60,-69,0,1,0
255,-71,-72,-79,-100,-61,-77,-62,-64,-62,-63,0,1,0
256,-72,-72,-81,-81,-60,-77,-79,-67,-68,-71,0,1,0
257,-76,-75,-100,-81,-62,-76,-61,-70,-61,-76,0,1,0
258,-77,-76,-85,-100,-62,-72,-57,-100,-63,-68,0,1,0
259,-70,-78,-87,-78,-62,-68,-65,-75,-62,-67,0,1,0
260,-73,-70,-100,-85,-60,-67,-77,-67,-68,-67,0,1,0
261,-73,-100,-82,-79,-61,-75,-63,-61,-68,-69,0,1,0
262,-71,-74,-81,-77,-66,-61,-61,-76,-65,-68,0,1,0
263,-69,-100,-80,-81,-59,-64,-63,-68,-72,-64,0,1,0
264,-68,-73,-82,-83,-62,-66,-64,-67,-62,-67,0,1,0
265,-65,-77,-81,-79,-68,-63,-64,-69,-63,-64,0,1,0
266,-62,-73,-84,-81,-70,-73,-66,-63,-70,-64,0,1,0
267,-62,-73,-79,-88,-82,-62,-62,-63,-64,-65,0,1,0
268,-62,-77,-78,-78,-64,-60,-62,-62,-66,-66,0,1,0
269,-62,-69,-81,-75,-60,-63,-67,-64,-64,-68,0,1,0
270,-62,-67,-82,-81,-60,-64,-62,-68,-66,-73,0,1,0
271,-67,-64,-83,-77,-57,-66,-62,-73,-64,-100,0,1,0
272,-70,-65,-100,-79,-73,-73,-74,-86,-71,-65,0,1,0
273,-75,-71,-78,-100,-62,-78,-67,-65,-65,-66,0,1,0
274,-70,-85,-82,-81,-61,-61,-63,-82,-69,-63,0,1,0
275,-66,-77,-84,-100,-57,-59,-63,-66,-66,-66,0,1,0
276,-74,-73,-76,-76,-57,-73,-64,-62,-67,-70,0,1,0
277,-69,-64,-80,-84,-61,-62,-66,-66,-66,-66,0,1,0
278,-60,-65,-74,-74,-55,-72,-73,-71,-70,-70,0,1,0
279,-62,-68,-80,-88,-62,-67,-80,-68,-67,-75,0,1,0
280,-69,-68,-78,-78,-55,-62,-62,-65,-66,-76,0,1,0
281,-63,-69,-84,-82,-62,-62,-65,-66,-65,-71,0,1,0
282,-62,-100,-100,-100,-57,-63,-71,-70,-61,-71,0,1,0
283,-61,-74,-82,-78,-58,-67,-68,-72,-62,-62,0,1,0
284,-63,-78,-100,-82,-56,-61,-65,-79,-75,-65,0,1,0
285,-66,-66,-81,-80,-72,-54,-79,-66,-66,-59,0,1,0
286,-64,-68,-86,-100,-60,-54,-70,-62,-62,-60,0,1,0
287,-71,-69,-81,-78,-63,-60,-65,-65,-66,-60,0,1,0
288,-74,-66,-76,-75,-64,-58,-66,-67,-70,-58,0,1,0
289,-70,-74,-74,-100,-63,-55,-64,-74,-78,-60,0,0,0
290,-78,-64,-73,-100,-58,-56,-71,-75,-72,-62,0,0,0
291,-64,-68,-78,-72,-57,-57,-67,-70,-71,-66,0,0,0
292,-70,-64,-74,-80,-63,-63,-66,-67,-69,-66,0,0,0
293,-66,-65,-85,-81,-62,-56,-65,-66,-66,-67,0,0,0
294,-69,-66,-75,-80,-63,-54,-74,-69,-61,-69,0,0,0
295,-62,-75,-79,-85,-56,-59,-65,-70,-64,-63,0,0,0
296,-70,-70,-82,-76,-63,-73,-64,-77,-75,-62,0,0,0
297,-71,-76,-84,-78,-65,-56,-66,-79,-67,-62,0,0,0
298,-76,-67,-84,-81,-58,-60,-63,-70,-64,-61,0,0,0
299,-65,-66,-100,-80,-65,-60,-64,-73,-73,-68,0,0,0
300,-65,-68,-77,-86,-78,-57,-70,-68,-61,-65,0,0,0
301,-62,-66,-76,-80,-71,-66,-62,-66,-60,-60,0,0,0
302,-65,-58,-79,-77,-57,-63,-64,-65,-65,-60,0,0,0
303,-71,-66,-80,-100,-56,-64,-71,-65,-69,-63,0,0,0
304,-64,-68,-78,-78,-58,-67,-61,-71,-73,-67,0,0,0
305,-61,-69,-75,-80,-61,-60,-62,-69,-77,-61,0,0,0
306,-66,-74,-76,-100,-64,-59,-75,-71,-63,-66,0,0,0
307,-81,-59,-74,-79,-68,-65,-67,-69,-63,-62,0,0,0
308,-58,-62,-72,-83,-74,-60,-64,-74,-64,-60,0,0,0
309,-60,-63,-74,-77,-63,-60,-65,-73,-68,-66,0,0,0
310,-57,-62,-76,-73,-62,-68,-67,-78,-74,-70,0,0,0
311,-61,-60,-84,-74,-61,-76,-72,-73,-71,-69,0,0,0
312,-67,-61,-77,-80,-57,-79,-66,-64,-66,-65,0,0,0
313,-65,-59,-82,-75,-57,-70,-60,-63,-62,-67,0,0,0
314,-67,-59,-83,-69,-63,-63,-61,-68,-58,-76,0,0,0
315,-69,-61,-100,-78,-68,-71,-64,-64,-57,-71,0,0,0
316,-61,-60,-81,-87,-68,-64,-62,-65,-58,-66,0,0,0
317,-65,-57,-79,-85,-69,-59,-74,-72,-62,-73,0,0,0
318,-61,-54,-72,-71,-65,-59,-75,-66,-65,-73,0,0,0
319,-54,-62,-83,-71,-63,-62,-74,-65,-67,-65,0,0,0
320,-56,-63,-74,-77,-64,-78,-64,-74,-65,-65,0,0,0
321,-58,-52,-73,-76,-64,-63,-65,-79,-61,-67,0,0,0
322,-62,-60,-77,-80,-66,-58,-71,-67,-63,-68,0,0,0
323,-65,-57,-71,-79,-68,-62,-68,-68,-64,-74,0,0,0
324,-59,-60,-83,-76,-73,-76,-66,-74,-65,-65,0,0,0
325,-61,-74,-76,-73,-66,-64,-67,-72,-63,-65,0,0,0
326,-55,-58,-77,-82,-61,-64,-65,-74,-62,-72,0,0,0
327,-54,-55,-71,-76,-60,-67,-67,-65,-62,-71,0,0,0
328,-55,-64,-75,-83,-68,-74,-67,-65,-67,-72,0,0,0
329,-55,-62,-76,-73,-69,-72,-72,-67,-68,-74,0,0,0
330,-57,-57,-74,-100,-65,-82,-67,-67,-68,-70,0,0,0
331,-61,-52,-76,-73,-67,-62,-66,-70,-66,-77,0,0,0
332,-61,-51,-84,-69,-75,-60,-72,-71,-61,-75,0,0,0
333,-58,-50,-71,-79,-62,-64,-77,-63,-62,-72,0,0,0
334,-57,-46,-75,-77,-60,-64,-71,-61,-63,-78,0,0,0
335,-53,-47,-74,-75,-62,-59,-65,-61,-64,-72,0,0,0
336,-54,-49,-83,-76,-76,-59,-65,-63,-64,-71,0,0,0
337,-56,-52,-77,-73,-67,-64,-75,-64,-63,-67,0,0,0
338,-55,-50,-84,-76,-62,-69,-72,-69,-65,-71,0,0,0
339,-54,-51,-84,-72,-61,-62,-74,-74,-63,-69,0,0,0
340,-60,-52,-76,-73,-60,-61,-64,-67,-65,-65,0,0,0
341,-68,-52,-75,-78,-62,-66,-68,-70,-66,-68,0,0,0
342,-65,-53,-74,-100,-62,-71,-72,-71,-66,-80,0,0,0
343,-65,-57,-79,-70,-65,-72,-68,-66,-67,-79,0,0,0
344,-64,-61,-81,-72,-69,-73,-74,-62,-73,-72,0,0,0
345,-58,-62,-78,-72,-61,-75,-67,-62,-69,-72,0,0,0
346,-63,-56,-77,-71,-62,-70,-63,-60,-69,-86,0,0,0
347,-67,-61,-70,-77,-63,-73,-65,-61,-66,-83,0,0,0
348,-61,-64,-74,-68,-64,-68,-65,-64,-64,-73,0,0,0
349,-58,-61,-70,-72,-63,-69,-67,-70,-68,-70,0,0,0
350,-60,-61,-81,-73,-64,-76,-63,-64,-66,-79,0,0,0
351,-70,-57,-78,-72,-64,-66,-67,-64,-81,-75,0,0,0
352,-62,-61,-72,-74,-68,-74,-73,-69,-69,-77,0,0,0
353,-64,-64,-69,-75,-71,-70,-64,-69,-79,-75,0,0,0
354,-66,-64,-76,-82,-68,-76,-78,-67,-73,-81,0,0,0
355,-70,-60,-69,-68,-64,-69,-72,-64,-66,-82,0,0,0
356,-58,-52,-65,-65,-64,-73,-67,-69,-87,-76,0,0,0
357,-61,-55,-65,-65,-64,-68,-71,-66,-75,-71,0,0,0
358,-62,-56,-80,-78,-67,-72,-68,-66,-76,-72,0,0,0
359,-57,-61,-72,-67,-63,-66,-64,-70,-83,-66,0,0,0
360,-57,-61,-66,-100,-63,-65,-69,-73,-71,-69,0,0,0
361,-57,-60,-72,-66,-64,-70,-78,-71,-69,-78,0,0,0
362,-56,-70,-61,-72,-77,-70,-69,-76,-72,-74,0,0,0
363,-59,-64,-63,-62,-73,-65,-68,-71,-72,-100,0,0,0
364,-63,-57,-66,-64,-70,-64,-63,-67,-76,-73,0,0,0
