superframe,O-DR,O-DL,O-E,O-M,I-DL,I-DR,I-E,I-T1,I-T2,I-T3,Label,raw_photosensor_door,raw_photosensor_endpos
105,-83,-76,-75,-77,-69,-69,-57,-67,-63,-65,2,0,0
106,-84,-76,-75,-76,-68,-69,-56,-68,-63,-65,2,0,0
107,-84,-76,-75,-76,-68,-69,-58,-67,-63,-65,2,0,0
108,-84,-76,-75,-76,-68,-69,-57,-67,-64,-65,2,0,0
109,-100,-100,-100,-100,-67,-68,-57,-66,-64,-65,2,0,0
110,-83,-76,-75,-77,-68,-69,-57,-67,-64,-66,2,0,0
111,-81,-76,-75,-76,-69,-69,-56,-67,-64,-66,2,0,0
112,-82,-77,-75,-77,-68,-68,-57,-67,-64,-66,2,0,0
113,-83,-76,-75,-77,-69,-69,-56,-66,-64,-66,2,0,0
114,-82,-76,-75,-76,-69,-69,-56,-67,-64,-65,2,0,0
115,-83,-76,-75,-77,-69,-68,-57,-66,-64,-65,2,0,0
116,-82,-76,-75,-76,-68,-69,-56,-67,-64,-66,2,0,0
117,-84,-76,-76,-76,-68,-69,-57,-67,-64,-66,2,0,0
118,-83,-76,-75,-76,-68,-69,-57,-68,-63,-66,2,0,0
119,-84,-76,-75,-77,-68,-69,-57,-66,-63,-66,2,0,0
120,-84,-76,-76,-77,-68,-69,-56,-67,-63,-66,2,0,0
121,-84,-75,-76,-77,-68,-68,-57,-67,-63,-65,2,0,0
122,-83,-75,-75,-77,-68,-68,-57,-66,-63,-65,2,0,0
123,-84,-75,-75,-77,-67,-69,-56,-67,-63,-66,2,0,0
124,-83,-76,-75,-76,-68,-69,-57,-67,-63,-65,2,0,0
125,-85,-76,-75,-77,-68,-68,-57,-67,-63,-66,2,0,0
126,-84,-76,-75,-76,-68,-68,-57,-67,-64,-65,2,0,0
127,-100,-100,-100,-100,-69,-69,-57,-67,-64,-66,2,0,0
128,-83,-76,-75,-77,-69,-69,-57,-67,-64,-66,2,0,0
129,-84,-76,-75,-77,-69,-69,-57,-66,-63,-66,2,0,0
130,-83,-76,-75,-77,-68,-69,-56,-67,-63,-66,2,0,0
131,-82,-76,-75,-77,-69,-69,-56,-67,-63,-65,2,0,0
132,-83,-75,-75,-76,-69,-69,-57,-66,-63,-65,2,0,0
133,-81,-76,-76,-76,-68,-68,-56,-67,-64,-66,2,0,0
134,-83,-76,-75,-76,-69,-68,-57,-66,-64,-66,2,0,0
135,-83,-76,-75,-76,-69,-68,-56,-67,-63,-65,2,0,0
136,-82,-76,-75,-76,-69,-69,-57,-66,-64,-65,2,0,0
137,-81,-75,-75,-76,-68,-69,-57,-66,-63,-65,2,0,0
138,-100,-100,-100,-100,-68,-68,-56,-66,-64,-65,2,0,0
139,-83,-76,-76,-77,-69,-69,-57,-66,-64,-65,2,0,0
140,-82,-75,-76,-77,-68,-69,-56,-67,-64,-65,2,0,0
141,-82,-75,-75,-76,-68,-69,-57,-67,-63,-65,2,0,0
142,-83,-75,-75,-76,-68,-69,-56,-66,-63,-65,2,0,0
143,-84,-75,-76,-77,-68,-68,-57,-66,-63,-66,2,0,0
144,-84,-75,-75,-76,-68,-69,-57,-66,-63,-65,2,0,0
145,-84,-75,-75,-76,-68,-69,-57,-67,-64,-65,2,0,0
146,-83,-74,-75,-76,-68,-69,-55,-67,-63,-65,2,0,0
147,-85,-75,-76,-76,-68,-69,-56,-66,-64,-65,2,0,0
148,-85,-75,-75,-77,-68,-69,-56,-68,-64,-65,2,0,0
149,-84,-75,-75,-76,-68,-69,-57,-67,-63,-65,2,0,0
150,-85,-76,-75,-76,-68,-69,-57,-66,-63,-66,2,0,0
151,-84,-76,-75,-76,-68,-69,-56,-67,-63,-65,2,0,0
152,-83,-76,-75,-76,-68,-69,-57,-66,-63,-65,2,0,0
153,-83,-76,-76,-77,-68,-69,-57,-67,-64,-65,2,0,0
154,-83,-76,-75,-77,-69,-69,-56,-67,-63,-65,2,0,0
155,-83,-75,-75,-77,-69,-68,-57,-67,-64,-65,2,0,0
156,-100,-100,-100,-100,-68,-68,-56,-67,-64,-65,2,0,0
157,-86,-75,-76,-76,-69,-69,-57,-67,-64,-66,2,0,0
158,-86,-75,-75,-77,-69,-69,-57,-67,-64,-65,2,0,0
159,-85,-75,-75,-77,-68,-69,-57,-67,-64,-65,2,0,0
160,-86,-75,-75,-77,-68,-100,-57,-66,-63,-65,2,0,0
161,-86,-75,-75,-77,-69,-100,-57,-67,-63,-65,2,0,0
162,-84,-75,-75,-77,-69,-69,-57,-66,-63,-66,2,0,0
163,-86,-75,-75,-77,-69,-69,-57,-67,-64,-65,2,0,0
164,-86,-75,-76,-77,-69,-69,-57,-67,-63,-65,2,0,0
165,-86,-74,-75,-77,-69,-69,-57,-66,-63,-65,2,0,0
166,-85,-75,-75,-76,-68,-69,-56,-67,-64,-65,2,0,0
167,-100,-100,-100,-100,-68,-66,-57,-67,-63,-65,2,0,0
168,-87,-75,-75,-77,-69,-69,-56,-67,-63,-65,2,0,0
169,-86,-75,-75,-77,-68,-69,-57,-66,-63,-65,2,0,0
170,-87,-75,-75,-77,-68,-68,-56,-67,-64,-65,2,0,0
171,-85,-75,-75,-77,-69,-69,-56,-67,-63,-65,2,0,0
172,-85,-74,-75,-77,-69,-68,-57,-67,-63,-65,2,0,0
173,-87,-75,-75,-77,-68,-68,-56,-67,-63,-65,2,0,0
174,-87,-75,-76,-76,-68,-68,-57,-67,-63,-65,2,0,0
175,-87,-75,-75,-77,-68,-68,-56,-67,-63,-65,2,0,0
176,-86,-75,-75,-76,-68,-68,-57,-67,-63,-65,2,0,0
177,-86,-75,-75,-76,-68,-68,-56,-66,-63,-66,2,0,0
178,-86,-75,-75,-76,-69,-69,-57,-67,-63,-65,2,0,0
179,-85,-75,-75,-77,-68,-68,-56,-66,-63,-65,2,0,0
180,-87,-74,-76,-77,-68,-69,-57,-66,-64,-65,2,0,0
181,-86,-74,-75,-77,-69,-69,-57,-67,-63,-65,2,0,0
182,-86,-74,-75,-77,-69,-69,-57,-67,-63,-65,2,0,0
183,-85,-75,-75,-76,-68,-69,-56,-67,-63,-65,2,0,0
184,-87,-74,-75,-77,-68,-68,-57,-66,-63,-65,2,0,0
185,-100,-100,-100,-100,-68,-69,-56,-67,-63,-65,2,0,0
186,-87,-75,-75,-77,-68,-69,-57,-67,-63,-65,2,0,0
187,-87,-75,-75,-76,-68,-68,-56,-67,-63,-65,2,0,0
188,-85,-75,-75,-76,-68,-68,-56,-67,-63,-65,2,0,0
189,-85,-75,-75,-77,-68,-68,-56,-66,-63,-65,2,0,0
190,-87,-75,-75,-77,-68,-69,-56,-67,-64,-65,2,0,0
191,-100,-75,-75,-77,-68,-69,-56,-67,-63,-65,2,0,0
192,-85,-75,-75,-77,-68,-68,-57,-66,-63,-65,2,0,0
193,-85,-74,-75,-77,-68,-68,-56,-66,-64,-65,2,0,0
194,-84,-74,-75,-77,-68,-68,-57,-67,-63,-65,2,0,0
195,-85,-75,-75,-77,-69,-68,-57,-66,-63,-65,2,0,0
196,-84,-75,-75,-77,-68,-68,-56,-67,-64,-65,2,0,0
197,-85,-75,-75,-77,-68,-68,-57,-67,-64,-65,2,0,0
198,-85,-75,-75,-77,-68,-68,-57,-67,-64,-65,2,0,0
199,-84,-75,-76,-76,-68,-68,-57,-67,-64,-65,2,0,0
200,-85,-75,-75,-77,-68,-68,-57,-67,-63,-65,2,0,0
201,-85,-75,-75,-76,-69,-68,-56,-67,-63,-66,2,0,0
202,-85,-75,-75,-77,-68,-68,-57,-66,-63,-65,2,0,0
203,-85,-74,-76,-77,-69,-68,-57,-67,-64,-65,2,0,0
204,-84,-75,-76,-77,-69,-68,-56,-66,-63,-65,2,0,0
205,-84,-75,-75,-77,-68,-68,-56,-66,-64,-65,2,0,0
206,-86,-74,-76,-77,-68,-68,-56,-67,-64,-65,2,0,0
207,-85,-74,-75,-77,-69,-68,-57,-67,-63,-65,2,0,0
208,-85,-75,-75,-77,-69,-69,-57,-66,-64,-65,2,0,0
209,-84,-75,-76,-77,-68,-68,-55,-67,-64,-65,2,0,0
210,-85,-75,-75,-77,-69,-68,-57,-66,-64,-65,2,0,0
211,-100,-74,-75,-77,-68,-68,-57,-67,-64,-65,2,0,0
212,-84,-75,-75,-77,-68,-68,-57,-67,-64,-65,2,0,0
213,-86,-75,-75,-77,-68,-68,-57,-66,-64,-65,2,0,0
214,-100,-100,-100,-100,-68,-69,-56,-67,-63,-66,2,0,0
215,-85,-75,-76,-77,-68,-69,-57,-66,-63,-66,2,0,0
216,-87,-74,-76,-77,-68,-68,-56,-67,-64,-65,2,0,0
217,-85,-75,-75,-77,-69,-68,-57,-67,-63,-65,2,0,0
218,-85,-75,-75,-77,-69,-68,-57,-66,-63,-65,2,0,0
219,-85,-75,-75,-77,-68,-69,-55,-65,-64,-65,2,0,0
220,-86,-74,-76,-77,-69,-69,-57,-67,-64,-65,2,0,0
221,-86,-75,-75,-77,-69,-69,-56,-67,-63,-65,2,0,0
222,-85,-75,-75,-77,-68,-69,-57,-67,-63,-65,2,0,0
223,-85,-74,-75,-77,-69,-68,-57,-67,-64,-66,2,0,0
224,-84,-74,-75,-76,-69,-69,-56,-67,-63,-65,2,0,0
225,-84,-75,-75,-77,-69,-68,-56,-66,-63,-65,2,0,0
226,-85,-74,-75,-77,-69,-69,-56,-67,-63,-65,2,0,0
227,-85,-74,-75,-76,-69,-69,-57,-67,-63,-65,2,0,0
228,-86,-75,-75,-77,-69,-69,-57,-67,-63,-65,2,0,0
229,-85,-75,-75,-76,-68,-69,-57,-67,-63,-65,2,0,0
230,-85,-75,-75,-77,-69,-68,-57,-67,-63,-66,2,0,0
231,-85,-75,-75,-76,-69,-69,-56,-67,-63,-65,2,0,0
232,-85,-75,-75,-77,-68,-69,-57,-67,-63,-65,2,0,0
233,-85,-75,-75,-77,-68,-69,-56,-67,-63,-65,2,0,0
234,-84,-75,-76,-77,-69,-69,-57,-67,-63,-65,2,0,0
235,-84,-76,-76,-77,-69,-69,-57,-67,-64,-65,2,0,0
236,-83,-75,-76,-77,-68,-69,-57,-67,-63,-65,2,0,0
237,-84,-76,-75,-77,-68,-69,-57,-66,-64,-65,2,0,0
238,-82,-76,-76,-77,-69,-69,-56,-67,-63,-65,2,0,0
239,-82,-76,-76,-77,-68,-69,-56,-66,-63,-65,2,0,0
240,-84,-75,-75,-77,-68,-69,-56,-67,-63,-65,2,0,0
241,-83,-76,-75,-76,-69,-68,-57,-67,-63,-65,2,0,0
242,-84,-76,-75,-77,-69,-68,-57,-67,-63,-65,2,0,0
243,-85,-75,-75,-76,-68,-68,-57,-67,-64,-65,2,0,0
244,-84,-74,-75,-77,-69,-68,-57,-67,-63,-66,2,0,0
245,-83,-74,-75,-76,-69,-68,-56,-67,-63,-66,2,0,0
246,-83,-75,-75,-76,-68,-68,-57,-66,-63,-65,2,0,0
247,-85,-75,-75,-77,-69,-68,-56,-67,-63,-66,2,0,0
248,-84,-75,-76,-76,-69,-68,-57,-66,-63,-65,2,0,0
249,-86,-74,-75,-77,-68,-68,-57,-67,-63,-65,2,0,0
250,-84,-74,-75,-76,-68,-68,-57,-67,-64,-65,2,0,0
251,-85,-74,-75,-77,-69,-69,-57,-67,-63,-66,2,0,0
252,-84,-74,-75,-77,-68,-68,-57,-67,-63,-66,2,0,0
253,-84,-75,-75,-77,-68,-69,-57,-66,-63,-66,2,0,0
254,-85,-75,-76,-77,-68,-69,-56,-66,-64,-66,2,0,0
255,-85,-75,-76,-77,-68,-69,-57,-67,-63,-66,2,0,0
256,-86,-75,-75,-77,-68,-69,-57,-67,-64,-66,2,0,0
257,-85,-76,-76,-76,-68,-69,-57,-66,-64,-66,2,0,0
258,-85,-75,-75,-77,-68,-69,-57,-66,-63,-66,2,0,0
259,-85,-75,-76,-77,-68,-69,-57,-66,-63,-66,2,0,0
260,-84,-75,-76,-76,-69,-69,-57,-66,-63,-65,2,0,0
261,-84,-75,-76,-77,-69,-69,-56,-66,-63,-66,2,0,0
262,-83,-76,-76,-77,-69,-69,-57,-66,-63,-65,2,0,0
263,-84,-75,-76,-77,-69,-69,-57,-66,-63,-66,2,0,0
264,-83,-75,-76,-77,-68,-69,-57,-67,-64,-66,2,0,0
265,-83,-76,-76,-76,-69,-68,-57,-66,-63,-66,2,0,0
266,-83,-75,-76,-76,-68,-69,-56,-67,-63,-66,2,0,0
267,-83,-75,-76,-77,-68,-69,-57,-65,-63,-66,2,0,0
268,-85,-75,-77,-76,-68,-69,-56,-66,-63,-66,2,0,0
269,-84,-75,-76,-77,-68,-68,-57,-66,-63,-65,2,0,0
270,-83,-75,-76,-76,-69,-69,-58,-66,-64,-66,2,0,0
271,-82,-75,-76,-76,-68,-69,-56,-66,-64,-65,2,0,0
272,-85,-75,-76,-76,-68,-69,-57,-66,-63,-66,2,0,0
273,-83,-76,-76,-76,-68,-69,-56,-66,-63,-65,2,0,0
274,-84,-75,-76,-76,-68,-69,-100,-66,-63,-66,2,0,0
275,-83,-75,-76,-76,-68,-69,-56,-67,-64,-66,2,0,0
276,-82,-75,-76,-77,-69,-69,-57,-67,-63,-66,2,0,0
277,-82,-75,-76,-76,-68,-69,-57,-66,-64,-66,2,0,0
278,-84,-75,-76,-77,-68,-69,-56,-67,-64,-66,2,0,0
279,-83,-75,-76,-76,-69,-70,-57,-66,-64,-66,2,0,0
280,-83,-75,-76,-76,-68,-69,-57,-67,-64,-66,2,0,0
281,-83,-76,-76,-76,-68,-69,-57,-65,-63,-66,2,0,0
282,-85,-75,-75,-77,-68,-69,-57,-65,-64,-66,2,0,0
283,-84,-76,-76,-76,-69,-68,-57,-66,-64,-66,2,0,0
284,-83,-75,-76,-77,-69,-69,-57,-66,-63,-66,2,0,0
285,-84,-76,-76,-76,-69,-69,-57,-67,-64,-67,2,0,0
286,-83,-76,-76,-76,-69,-69,-57,-67,-63,-66,2,0,0
287,-84,-76,-76,-76,-69,-69,-57,-66,-63,-66,2,0,0
288,-83,-76,-76,-76,-68,-69,-56,-68,-63,-66,2,0,0
289,-84,-76,-76,-76,-69,-69,-57,-65,-63,-66,2,0,0
290,-84,-76,-76,-76,-69,-69,-56,-68,-63,-66,2,0,0
291,-83,-76,-76,-76,-68,-69,-57,-68,-63,-66,2,0,0
292,-83,-76,-76,-76,-68,-69,-57,-68,-63,-67,2,0,0
293,-82,-75,-76,-76,-69,-69,-57,-68,-63,-66,2,0,0
294,-84,-75,-76,-76,-68,-69,-57,-68,-63,-100,2,0,0
295,-83,-75,-77,-76,-69,-70,-56,-69,-63,-67,2,0,0
296,-83,-74,-76,-76,-69,-70,-56,-69,-62,-66,2,0,0
297,-83,-74,-76,-76,-70,-70,-56,-69,-63,-66,2,0,0
298,-83,-75,-76,-76,-69,-70,-56,-69,-63,-66,2,0,0
299,-84,-76,-75,-76,-68,-69,-57,-67,-63,-65,2,0,0
300,-86,-78,-76,-76,-68,-68,-56,-65,-64,-66,2,0,0
301,-100,-77,-77,-76,-69,-68,-55,-63,-65,-67,2,0,0
302,-100,-75,-77,-78,-78,-70,-55,-64,-67,-72,2,0,0
303,-83,-73,-79,-79,-79,-73,-53,-65,-68,-74,2,0,0
304,-100,-74,-81,-79,-80,-71,-52,-72,-68,-100,2,0,0
305,-100,-76,-81,-78,-77,-74,-52,-65,-70,-71,2,0,0
306,-85,-76,-100,-82,-76,-73,-53,-62,-77,-70,2,0,0
307,-85,-76,-100,-83,-68,-75,-55,-66,-75,-73,2,0,0
308,-78,-68,-85,-88,-70,-73,-53,-80,-81,-68,2,0,0
309,-80,-75,-100,-85,-69,-78,-56,-65,-67,-71,2,0,0
310,-87,-71,-100,-100,-100,-77,-58,-69,-64,-78,2,0,0
311,-75,-74,-84,-81,-76,-74,-64,-65,-65,-73,2,0,0
312,-78,-79,-100,-85,-71,-80,-60,-64,-71,-78,2,0,0
313,-81,-73,-100,-80,-74,-78,-55,-66,-72,-69,2,0,1
314,-80,-74,-81,-82,-72,-76,-53,-66,-100,-71,2,0,1
315,-78,-70,-78,-84,-73,-73,-62,-75,-70,-73,2,0,1
316,-79,-72,-80,-76,-64,-70,-57,-73,-68,-79,2,0,0
317,-100,-74,-85,-82,-71,-77,-57,-62,-72,-80,2,0,0
318,-79,-80,-84,-81,-69,-75,-57,-62,-67,-77,2,0,0
319,-75,-73,-85,-84,-78,-75,-57,-69,-71,-75,2,0,0
320,-71,-85,-86,-83,-72,-66,-53,-75,-65,-73,2,0,0
321,-100,-72,-89,-83,-81,-69,-54,-60,-69,-71,2,0,0
322,-75,-72,-85,-84,-84,-74,-56,-77,-83,-70,1,0,1
323,-78,-72,-84,-100,-71,-77,-56,-66,-75,-70,1,0,1
324,-79,-70,-82,-77,-68,-73,-62,-67,-72,-68,1,0,1
325,-86,-74,-100,-82,-68,-73,-57,-67,-71,-68,1,0,1
326,-81,-81,-100,-100,-77,-77,-63,-77,-69,-72,1,0,1
327,-80,-71,-100,-100,-77,-80,-60,-70,-70,-73,1,0,0
328,-91,-79,-86,-81,-82,-66,-66,-75,-72,-68,1,0,1
329,-86,-72,-100,-86,-69,-68,-60,-79,-65,-76,1,0,1
330,-80,-70,-81,-85,-65,-69,-62,-65,-64,-68,1,0,1
331,-81,-75,-82,-83,-83,-100,-55,-65,-69,-65,1,0,1
332,-74,-73,-83,-100,-69,-83,-56,-75,-68,-75,1,0,1
333,-81,-70,-100,-79,-74,-100,-58,-68,-64,-79,1,0,1
334,-75,-74,-100,-81,-67,-73,-57,-69,-72,-75,1,0,1
335,-79,-79,-83,-84,-80,-72,-54,-62,-75,-66,1,0,1
336,-100,-72,-81,-100,-70,-66,-61,-67,-100,-100,1,0,1
337,-72,-73,-100,-79,-72,-81,-56,-64,-65,-79,1,0,1
338,-78,-79,-84,-83,-75,-73,-57,-61,-68,-80,1,0,1
339,-77,-69,-80,-78,-65,-64,-62,-61,-73,-69,1,0,1
340,-84,-86,-74,-84,-68,-76,-59,-63,-60,-74,1,0,1
341,-91,-76,-82,-80,-68,-73,-57,-70,-69,-66,1,0,1
342,-76,-77,-100,-100,-73,-68,-58,-64,-72,-70,1,0,1
343,-79,-77,-82,-74,-70,-65,-61,-82,-79,-80,1,0,0
344,-76,-84,-81,-78,-64,-84,-54,-65,-63,-71,1,0,0
345,-85,-72,-100,-76,-68,-78,-58,-61,-70,-71,1,0,1
346,-74,-85,-79,-82,-70,-72,-58,-63,-61,-79,1,0,1
347,-70,-75,-74,-83,-79,-67,-62,-70,-61,-81,1,0,1
348,-71,-82,-83,-75,-64,-85,-65,-70,-63,-72,1,0,1
349,-72,-85,-78,-87,-66,-73,-64,-72,-61,-69,1,0,1
350,-73,-71,-82,-100,-67,-76,-61,-64,-64,-66,1,0,0
351,-74,-72,-79,-100,-67,-68,-64,-62,-63,-69,1,0,1
352,-79,-72,-81,-82,-68,-72,-62,-64,-71,-72,1,0,1
353,-71,-75,-76,-81,-67,-70,-62,-67,-73,-77,1,0,1
354,-73,-77,-81,-100,-73,-77,-71,-77,-69,-78,1,0,1
355,-83,-74,-86,-100,-75,-76,-65,-70,-70,-84,1,0,1
356,-74,-74,-85,-75,-65,-65,-70,-62,-63,-73,1,0,1
357,-70,-74,-74,-78,-71,-68,-64,-67,-68,-72,1,0,1
358,-72,-73,-83,-100,-67,-64,-67,-59,-66,-70,1,0,1
359,-74,-72,-83,-76,-71,-66,-65,-61,-63,-68,1,0,1
360,-74,-100,-80,-100,-75,-70,-63,-67,-70,-62,1,0,1
361,-77,-81,-81,-78,-75,-66,-66,-61,-65,-69,1,0,1
362,-87,-100,-80,-82,-67,-69,-65,-69,-67,-73,0,1,1
363,-81,-75,-80,-79,-62,-69,-65,-83,-68,-64,0,1,0
364,-73,-74,-100,-80,-67,-70,-73,-59,-57,-70,0,1,0
