superframe,O-DR,O-DL,O-E,O-M,I-DL,I-DR,I-E,I-T1,I-T2,I-T3,Label,raw_photosensor_door
380,-76,-76,-57,-60,-84,-81,-78,-68,-64,-83,0,0
381,-77,-78,-73,-64,-100,-100,-72,-69,-63,-79,0,0
382,-70,-82,-57,-67,-82,-82,-78,-70,-69,-81,0,0
383,-75,-74,-68,-72,-84,-84,-100,-74,-75,-100,0,0
384,-76,-74,-64,-65,-100,-83,-100,-76,-79,-100,0,0
385,-76,-74,-100,-72,-83,-100,-100,-80,-82,-100,0,0
386,-71,-64,-63,-61,-76,-87,-100,-67,-67,-89,0,0
387,-77,-71,-64,-62,-100,-78,-76,-70,-65,-76,0,0
388,-78,-76,-67,-61,-77,-80,-86,-76,-72,-79,0,0
389,-76,-77,-63,-64,-78,-76,-71,-76,-80,-100,0,0
390,-77,-75,-76,-60,-74,-83,-82,-72,-63,-79,0,0
391,-70,-76,-64,-57,-71,-76,-71,-64,-62,-78,0,0
392,-81,-71,-68,-57,-76,-76,-74,-62,-64,-73,0,0
393,-71,-76,-78,-48,-87,-75,-69,-63,-62,-84,0,0
394,-72,-68,-66,-52,-75,-70,-67,-64,-60,-78,0,0
395,-100,-71,-68,-56,-73,-78,-68,-67,-59,-85,0,0
396,-71,-67,-64,-55,-82,-80,-64,-65,-63,-100,0,0
397,-73,-68,-65,-53,-79,-83,-65,-69,-68,-81,0,0
398,-73,-62,-61,-58,-75,-100,-66,-66,-63,-73,0,0
399,-78,-66,-62,-54,-78,-81,-62,-82,-63,-77,0,0
400,-100,-74,-62,-55,-85,-81,-64,-78,-76,-85,0,0
401,-75,-73,-62,-59,-85,-78,-70,-81,-71,-80,0,0
402,-81,-76,-64,-65,-79,-87,-76,-75,-71,-76,0,0
403,-85,-72,-62,-64,-79,-76,-75,-69,-73,-85,0,0
404,-78,-71,-64,-62,-77,-78,-70,-71,-89,-80,0,0
405,-72,-74,-63,-61,-79,-79,-71,-76,-73,-79,0,0
406,-79,-70,-65,-61,-77,-79,-68,-73,-67,-76,0,0
407,-81,-81,-65,-56,-82,-81,-81,-76,-78,-84,0,0
408,-83,-66,-62,-56,-84,-74,-80,-72,-82,-100,0,0
409,-69,-68,-65,-60,-78,-89,-73,-74,-72,-80,0,0
410,-69,-75,-68,-70,-76,-76,-100,-77,-71,-77,0,0
411,-79,-70,-63,-61,-73,-76,-74,-77,-79,-84,0,0
412,-78,-75,-62,-73,-83,-77,-87,-72,-70,-79,0,0
413,-76,-75,-100,-58,-77,-75,-83,-70,-75,-78,0,0
414,-72,-79,-61,-54,-86,-76,-80,-80,-68,-76,0,0
415,-71,-72,-63,-55,-78,-78,-74,-69,-65,-84,0,0
416,-100,-69,-70,-56,-87,-81,-77,-72,-70,-75,0,0
417,-72,-73,-63,-59,-79,-83,-100,-77,-66,-72,0,0
418,-71,-82,-69,-55,-69,-81,-84,-78,-66,-78,0,0
419,-70,-84,-65,-49,-80,-76,-84,-74,-64,-83,0,0
420,-72,-81,-74,-55,-71,-71,-77,-71,-65,-100,0,0
421,-68,-71,-66,-59,-71,-69,-75,-74,-69,-80,0,0
422,-73,-62,-67,-57,-74,-68,-71,-74,-70,-83,0,0
423,-71,-69,-69,-52,-77,-70,-65,-78,-65,-100,0,0
424,-100,-100,-57,-48,-100,-100,-67,-100,-62,-78,0,0
425,-73,-74,-57,-46,-76,-68,-64,-77,-68,-75,0,0
426,-74,-62,-58,-49,-79,-72,-60,-67,-61,-70,0,0
427,-65,-69,-64,-57,-100,-72,-65,-79,-65,-75,0,0
428,-70,-67,-59,-56,-67,-71,-63,-71,-66,-70,0,0
429,-64,-74,-54,-53,-81,-82,-62,-70,-63,-74,0,0
430,-63,-64,-59,-56,-66,-77,-64,-62,-64,-68,0,0
431,-67,-62,-63,-55,-75,-71,-60,-71,-66,-72,0,0
432,-69,-60,-69,-53,-69,-100,-63,-62,-68,-78,0,0
433,-76,-58,-65,-55,-68,-74,-64,-68,-62,-71,0,0
434,-70,-61,-100,-55,-70,-78,-72,-64,-62,-72,0,0
435,-72,-66,-64,-54,-74,-74,-72,-62,-65,-72,0,0
436,-76,-65,-75,-58,-73,-73,-67,-66,-58,-81,0,0
437,-76,-68,-64,-54,-72,-77,-72,-63,-69,-100,0,0
438,-66,-69,-67,-52,-75,-72,-76,-65,-58,-87,0,0
439,-62,-67,-62,-50,-74,-75,-69,-68,-61,-83,0,0
440,-64,-83,-64,-47,-78,-72,-73,-64,-74,-66,0,0
441,-64,-62,-56,-49,-71,-73,-67,-66,-58,-70,0,0
442,-67,-85,-62,-51,-80,-82,-82,-66,-63,-86,0,0
443,-67,-84,-62,-51,-74,-75,-77,-63,-62,-80,0,0
444,-67,-80,-58,-50,-76,-69,-82,-64,-63,-81,0,0
445,-68,-73,-65,-52,-72,-79,-76,-69,-62,-84,0,0
446,-72,-68,-62,-52,-69,-71,-75,-66,-70,-81,0,0
447,-69,-64,-64,-53,-73,-75,-77,-66,-64,-81,0,0
448,-69,-76,-67,-53,-76,-72,-72,-69,-63,-81,0,0
449,-71,-67,-62,-56,-81,-78,-70,-71,-66,-80,0,0
450,-72,-79,-62,-64,-71,-80,-100,-65,-72,-75,0,0
451,-80,-68,-64,-69,-73,-80,-75,-63,-66,-77,0,0
452,-75,-66,-65,-62,-70,-77,-73,-64,-65,-81,0,0
453,-71,-100,-100,-100,-100,-100,-100,-64,-100,-82,0,0
454,-82,-72,-60,-67,-80,-100,-84,-80,-73,-76,0,0
455,-71,-79,-66,-69,-70,-80,-100,-74,-67,-73,0,0
456,-70,-63,-65,-62,-75,-80,-74,-70,-70,-81,0,0
457,-78,-73,-62,-70,-80,-76,-74,-91,-73,-75,0,0
458,-70,-65,-80,-69,-71,-73,-72,-81,-77,-76,0,0
459,-70,-62,-70,-72,-75,-77,-75,-70,-74,-83,0,0
460,-76,-67,-74,-67,-80,-78,-73,-72,-69,-83,0,0
461,-73,-72,-75,-61,-79,-100,-72,-79,-72,-80,0,0
462,-70,-62,-71,-76,-81,-74,-75,-72,-70,-72,0,0
463,-80,-72,-74,-67,-80,-75,-73,-74,-72,-74,0,0
464,-81,-68,-67,-66,-80,-86,-75,-78,-80,-100,0,0
465,-81,-69,-65,-70,-79,-100,-76,-79,-82,-77,0,0
466,-74,-66,-65,-76,-85,-75,-78,-88,-73,-86,0,0
467,-75,-64,-72,-67,-76,-67,-82,-75,-73,-100,0,0
468,-80,-60,-79,-73,-75,-69,-78,-76,-100,-79,0,0
469,-72,-62,-64,-72,-72,-100,-100,-88,-75,-76,0,0
470,-68,-73,-63,-58,-81,-80,-73,-77,-66,-80,0,0
471,-100,-100,-100,-59,-100,-72,-100,-100,-100,-79,0,0
472,-71,-64,-64,-61,-78,-67,-72,-75,-71,-75,0,0
473,-75,-77,-66,-56,-78,-81,-74,-76,-66,-75,0,0
474,-87,-60,-63,-62,-100,-74,-78,-66,-68,-83,0,0
475,-76,-64,-70,-60,-71,-86,-83,-69,-100,-73,0,0
476,-67,-71,-59,-58,-76,-78,-79,-68,-87,-75,0,0
477,-73,-68,-73,-55,-85,-75,-75,-80,-75,-76,0,0
478,-70,-65,-69,-57,-78,-79,-72,-81,-82,-85,0,0
479,-71,-78,-71,-56,-73,-80,-82,-68,-68,-78,0,0
480,-73,-79,-64,-54,-69,-77,-76,-70,-67,-80,0,0
481,-66,-100,-60,-60,-71,-76,-69,-72,-64,-70,0,0
482,-63,-100,-100,-55,-100,-100,-100,-100,-100,-70,0,0
483,-64,-60,-70,-58,-68,-70,-66,-80,-69,-75,0,0
484,-62,-71,-61,-62,-73,-82,-73,-65,-66,-78,0,0
485,-65,-65,-56,-61,-78,-76,-76,-64,-69,-75,0,0
486,-72,-58,-65,-60,-68,-75,-80,-78,-67,-75,0,0
487,-81,-68,-58,-61,-66,-76,-70,-64,-67,-81,0,0
488,-65,-63,-58,-62,-74,-74,-77,-100,-65,-77,0,0
489,-65,-64,-58,-61,-69,-72,-76,-83,-72,-85,0,0
490,-64,-68,-57,-57,-67,-70,-72,-66,-60,-74,0,0
491,-65,-62,-60,-61,-82,-78,-68,-70,-67,-70,0,0
492,-66,-67,-100,-62,-75,-80,-66,-64,-64,-74,0,0
493,-67,-64,-58,-57,-65,-80,-68,-66,-65,-87,0,0
494,-64,-60,-54,-65,-64,-76,-80,-65,-69,-72,0,0
495,-64,-64,-65,-59,-71,-75,-78,-64,-64,-66,0,0
496,-61,-57,-62,-64,-83,-76,-78,-62,-61,-71,0,0
497,-60,-57,-62,-63,-70,-81,-76,-65,-57,-75,0,0
498,-78,-64,-61,-61,-73,-70,-67,-63,-63,-70,0,0
499,-61,-60,-65,-65,-87,-71,-70,-71,-61,-76,0,0
500,-67,-100,-100,-100,-64,-69,-76,-67,-62,-72,0,0
501,-63,-56,-63,-65,-70,-72,-66,-61,-65,-80,0,0
502,-81,-52,-69,-60,-67,-74,-83,-64,-59,-69,0,0
503,-62,-62,-80,-73,-65,-75,-69,-63,-63,-65,0,0
504,-65,-58,-68,-65,-67,-77,-73,-67,-77,-76,0,0
505,-69,-53,-83,-62,-64,-66,-69,-63,-63,-78,0,0
506,-66,-64,-66,-67,-66,-70,-74,-65,-73,-69,0,0
507,-85,-53,-69,-66,-66,-73,-60,-71,-100,-77,0,0
508,-62,-50,-77,-58,-62,-68,-66,-62,-63,-75,0,0
509,-63,-72,-79,-65,-62,-65,-67,-72,-65,-66,0,0
510,-83,-54,-100,-61,-67,-62,-70,-71,-64,-68,0,0
511,-72,-55,-72,-62,-74,-69,-69,-68,-68,-67,0,0
512,-61,-52,-70,-62,-66,-68,-71,-70,-69,-71,0,0
513,-62,-55,-74,-62,-64,-77,-65,-68,-69,-77,0,0
514,-58,-48,-72,-65,-68,-70,-67,-71,-63,-75,0,0
515,-57,-49,-68,-66,-66,-62,-70,-70,-63,-71,0,0
516,-83,-47,-69,-70,-66,-66,-68,-69,-67,-78,0,0
517,-64,-52,-83,-73,-80,-69,-67,-64,-64,-100,0,0
518,-62,-51,-73,-72,-71,-73,-80,-60,-62,-72,0,0
519,-69,-58,-70,-64,-69,-71,-62,-62,-63,-74,0,0
520,-60,-60,-74,-60,-62,-63,-64,-62,-64,-69,0,0
521,-70,-56,-80,-60,-63,-69,-69,-60,-61,-70,0,0
522,-55,-51,-66,-64,-62,-63,-69,-57,-56,-70,0,0
523,-66,-58,-64,-64,-62,-70,-65,-64,-60,-67,0,0
524,-69,-57,-66,-62,-71,-64,-66,-58,-65,-77,0,0
525,-62,-57,-65,-65,-80,-64,-75,-63,-60,-76,0,0
526,-59,-63,-66,-61,-67,-77,-60,-65,-62,-70,0,0
527,-61,-62,-63,-64,-71,-71,-63,-60,-58,-70,0,0
528,-68,-64,-61,-72,-57,-74,-71,-63,-60,-68,0,0
529,-100,-100,-100,-100,-67,-68,-71,-100,-60,-79,0,0
530,-64,-58,-69,-64,-80,-68,-65,-64,-62,-70,0,0
531,-61,-62,-60,-61,-66,-69,-64,-68,-60,-69,0,0
532,-64,-82,-58,-61,-65,-62,-64,-67,-57,-73,0,0
533,-62,-61,-62,-66,-73,-78,-63,-63,-69,-72,0,0
534,-59,-64,-77,-66,-66,-69,-73,-72,-64,-74,0,0
535,-61,-64,-59,-67,-67,-73,-72,-66,-69,-85,0,0
536,-62,-66,-53,-71,-67,-69,-63,-61,-76,-69,0,0
537,-68,-56,-56,-59,-62,-67,-65,-59,-71,-70,0,0
538,-63,-56,-62,-56,-70,-73,-70,-64,-63,-70,0,0
539,-58,-61,-71,-62,-68,-77,-65,-60,-67,-72,0,0
540,-59,-61,-76,-75,-77,-65,-72,-69,-64,-69,0,0
541,-69,-57,-79,-63,-69,-73,-71,-65,-64,-73,0,0
542,-60,-60,-72,-63,-72,-73,-63,-57,-64,-83,0,0
543,-62,-68,-65,-65,-72,-75,-61,-62,-60,-73,0,0
544,-58,-62,-64,-69,-63,-73,-69,-68,-57,-70,0,0
545,-56,-62,-68,-63,-61,-81,-69,-67,-66,-74,0,0
546,-54,-69,-62,-61,-70,-70,-65,-62,-69,-74,0,0
547,-47,-64,-77,-64,-64,-72,-64,-65,-68,-75,0,0
548,-50,-64,-71,-68,-62,-80,-67,-60,-77,-74,0,0
549,-54,-55,-66,-72,-61,-71,-74,-65,-69,-70,0,0
550,-64,-71,-69,-64,-59,-72,-76,-60,-61,-68,0,0
551,-52,-52,-72,-67,-62,-81,-73,-71,-58,-79,0,0
552,-48,-64,-74,-70,-78,-66,-72,-70,-60,-74,0,0
553,-46,-61,-72,-66,-62,-74,-64,-65,-64,-66,0,0
554,-48,-52,-75,-74,-64,-68,-66,-62,-63,-66,0,0
555,-52,-52,-73,-70,-70,-67,-62,-86,-69,-70,0,0
556,-54,-58,-72,-65,-62,-71,-76,-72,-66,-66,0,0
557,-63,-57,-78,-62,-61,-69,-67,-63,-65,-65,0,0
558,-59,-50,-100,-64,-64,-100,-100,-71,-67,-73,0,0
559,-58,-49,-66,-68,-72,-75,-67,-71,-67,-73,0,0
560,-62,-51,-63,-57,-66,-76,-72,-83,-65,-81,0,0
561,-56,-60,-57,-59,-78,-68,-74,-82,-68,-69,0,0
562,-56,-55,-56,-62,-64,-66,-75,-75,-76,-72,0,0
563,-62,-58,-57,-62,-64,-64,-66,-67,-64,-68,0,0
564,-70,-47,-53,-55,-67,-70,-82,-68,-69,-68,0,0
565,-57,-50,-53,-56,-60,-65,-69,-74,-61,-77,0,0
566,-74,-63,-54,-61,-66,-69,-82,-61,-66,-83,0,0
567,-64,-51,-55,-57,-71,-72,-71,-62,-56,-70,0,0
568,-62,-48,-54,-55,-72,-69,-65,-66,-61,-78,0,0
569,-71,-52,-62,-61,-60,-69,-66,-77,-57,-69,0,0
570,-78,-54,-62,-55,-62,-86,-70,-61,-63,-64,0,0
571,-70,-49,-58,-56,-62,-64,-71,-62,-55,-64,0,0
572,-55,-48,-62,-57,-65,-62,-67,-65,-59,-60,0,0
573,-66,-60,-64,-65,-62,-68,-64,-71,-62,-69,0,0
574,-69,-54,-72,-57,-72,-73,-80,-67,-71,-68,0,0
575,-61,-48,-64,-62,-73,-75,-70,-81,-69,-64,0,0
576,-59,-49,-100,-58,-71,-67,-79,-71,-67,-76,0,0
577,-54,-56,-67,-60,-65,-69,-74,-69,-66,-74,0,0
578,-69,-60,-64,-60,-68,-64,-100,-65,-64,-72,0,0
579,-64,-50,-68,-61,-64,-64,-69,-69,-62,-66,0,0
580,-67,-65,-64,-63,-69,-69,-68,-70,-70,-79,0,0
581,-60,-57,-64,-62,-62,-73,-69,-75,-66,-67,0,0
582,-64,-53,-72,-71,-63,-67,-73,-68,-69,-62,0,0
583,-57,-62,-68,-62,-58,-69,-72,-67,-67,-83,0,0
584,-63,-58,-63,-61,-63,-65,-69,-70,-65,-66,0,0
585,-63,-61,-68,-66,-62,-67,-67,-70,-64,-61,0,0
586,-62,-79,-78,-68,-55,-66,-66,-62,-70,-66,0,0
587,-62,-53,-63,-63,-70,-66,-68,-68,-64,-62,0,0
588,-56,-59,-62,-68,-68,-67,-65,-64,-55,-64,0,0
589,-54,-49,-64,-68,-58,-60,-63,-68,-66,-71,0,0
590,-62,-49,-67,-67,-59,-58,-69,-69,-62,-83,0,0
591,-57,-49,-62,-62,-65,-62,-73,-65,-65,-70,0,0
592,-63,-51,-62,-65,-64,-66,-63,-78,-62,-71,0,0
593,-62,-50,-62,-63,-76,-67,-64,-68,-62,-77,0,0
594,-64,-56,-64,-65,-69,-66,-78,-72,-58,-64,0,0
595,-59,-48,-87,-71,-70,-67,-66,-67,-57,-70,0,0
596,-56,-58,-71,-71,-60,-67,-69,-65,-61,-68,0,0
597,-53,-62,-74,-73,-64,-69,-64,-68,-69,-69,0,0
598,-52,-48,-80,-68,-57,-58,-67,-65,-78,-72,0,0
599,-54,-52,-72,-63,-60,-63,-66,-67,-66,-64,0,0
600,-51,-51,-65,-64,-67,-64,-65,-68,-74,-77,0,0
601,-57,-50,-73,-77,-55,-67,-62,-70,-63,-66,0,0
602,-65,-54,-66,-69,-78,-70,-70,-62,-64,-75,0,0
603,-62,-53,-71,-64,-57,-64,-89,-77,-67,-61,0,0
604,-60,-64,-76,-73,-56,-75,-74,-62,-63,-60,0,0
605,-100,-100,-100,-100,-64,-61,-67,-64,-62,-62,0,0
606,-61,-52,-66,-69,-61,-70,-62,-76,-70,-76,0,0
607,-60,-53,-75,-61,-60,-65,-64,-65,-63,-56,0,0
608,-57,-61,-71,-64,-66,-75,-66,-72,-61,-65,0,0
609,-66,-66,-65,-70,-65,-71,-64,-60,-64,-65,0,0
610,-62,-65,-64,-73,-63,-69,-62,-63,-59,-65,0,0
611,-65,-54,-72,-63,-57,-65,-65,-67,-73,-70,0,0
612,-59,-57,-69,-70,-63,-68,-67,-82,-67,-68,0,0
613,-77,-64,-77,-78,-55,-68,-73,-65,-65,-60,0,0
614,-63,-70,-75,-70,-70,-63,-70,-69,-66,-57,0,0
615,-59,-55,-68,-69,-61,-59,-68,-65,-61,-62,0,0
616,-61,-60,-69,-68,-65,-59,-64,-89,-62,-65,0,0
617,-66,-61,-77,-69,-58,-67,-64,-65,-61,-65,0,0
618,-61,-65,-67,-70,-56,-74,-67,-68,-57,-61,0,0
619,-62,-76,-86,-68,-56,-69,-71,-65,-61,-62,0,0
620,-65,-58,-64,-67,-56,-64,-66,-65,-58,-57,0,0
621,-62,-57,-69,-65,-54,-62,-61,-74,-63,-65,0,0
622,-61,-81,-81,-79,-59,-70,-59,-64,-69,-67,0,0
623,-68,-63,-80,-87,-62,-77,-61,-68,-58,-65,0,1
624,-65,-62,-70,-67,-56,-57,-64,-63,-58,-62,0,1
625,-63,-63,-73,-68,-55,-63,-62,-66,-63,-57,0,1
626,-59,-78,-68,-70,-54,-63,-62,-69,-61,-58,0,1
627,-61,-58,-74,-73,-52,-69,-63,-76,-64,-63,0,1
628,-56,-61,-75,-76,-67,-56,-66,-83,-67,-59,1,0
629,-58,-64,-69,-69,-51,-64,-62,-62,-66,-61,1,0
630,-57,-61,-71,-78,-51,-57,-60,-68,-61,-62,1,0
631,-56,-61,-100,-74,-53,-64,-64,-60,-61,-63,1,0
632,-56,-60,-76,-73,-54,-59,-65,-62,-68,-63,1,0
633,-55,-57,-75,-69,-56,-53,-72,-67,-63,-58,1,0
634,-55,-62,-75,-69,-60,-53,-72,-74,-61,-57,1,0
635,-54,-65,-72,-69,-55,-53,-68,-65,-59,-56,1,0
636,-55,-62,-100,-73,-55,-63,-73,-68,-60,-64,1,0
637,-63,-61,-82,-68,-53,-56,-63,-74,-55,-61,1,0
638,-60,-63,-66,-77,-54,-58,-62,-65,-59,-54,1,0
639,-57,-58,-100,-82,-55,-64,-69,-80,-65,-57,1,0
640,-61,-70,-66,-72,-56,-59,-65,-70,-73,-58,1,0
641,-65,-62,-67,-61,-64,-61,-61,-62,-71,-69,1,0
642,-66,-64,-66,-58,-64,-60,-70,-63,-61,-62,1,0
643,-62,-60,-66,-57,-57,-66,-62,-61,-69,-65,1,0
644,-57,-64,-64,-56,-56,-68,-62,-79,-57,-61,1,0
645,-60,-56,-64,-64,-57,-64,-61,-79,-59,-64,1,0
646,-57,-62,-60,-66,-52,-67,-66,-72,-67,-57,1,0
647,-61,-60,-68,-63,-55,-72,-64,-71,-61,-62,1,0
648,-62,-63,-58,-71,-61,-67,-100,-87,-61,-62,1,0
649,-65,-60,-59,-70,-55,-68,-63,-61,-65,-58,1,0
650,-62,-64,-66,-73,-100,-69,-75,-57,-66,-62,1,0
651,-62,-64,-58,-70,-47,-70,-67,-59,-61,-69,1,0
652,-60,-64,-64,-78,-50,-63,-84,-62,-64,-57,1,0
653,-62,-63,-62,-72,-50,-70,-63,-62,-71,-62,1,0
654,-64,-68,-70,-72,-48,-69,-67,-62,-60,-64,1,0
655,-65,-100,-63,-65,-48,-68,-100,-75,-55,-63,1,0
656,-64,-82,-62,-65,-52,-79,-61,-61,-53,-64,1,0
657,-63,-63,-68,-69,-49,-78,-70,-56,-59,-60,1,0
658,-62,-68,-68,-62,-56,-72,-77,-58,-59,-57,1,0
659,-82,-70,-74,-62,-55,-81,-62,-63,-63,-56,1,0
660,-88,-64,-72,-65,-57,-67,-62,-69,-72,-56,1,0
661,-71,-62,-78,-66,-61,-70,-65,-62,-60,-70,1,0
662,-77,-78,-79,-68,-60,-100,-76,-63,-65,-62,1,0
663,-75,-83,-100,-80,-60,-79,-65,-60,-71,-63,1,0
664,-75,-74,-77,-79,-62,-75,-75,-62,-65,-63,1,0
665,-76,-74,-84,-79,-56,-67,-60,-71,-62,-63,1,0
666,-70,-73,-83,-81,-57,-77,-62,-67,-62,-56,1,0
667,-74,-83,-75,-77,-58,-64,-64,-70,-57,-58,1,0
668,-72,-67,-100,-80,-67,-79,-62,-60,-59,-72,1,0
669,-68,-63,-90,-79,-71,-65,-65,-58,-68,-72,1,0
670,-75,-64,-100,-80,-67,-67,-75,-61,-64,-65,1,0
671,-79,-67,-69,-72,-58,-72,-70,-64,-60,-76,1,0
672,-87,-64,-73,-74,-63,-66,-65,-59,-62,-70,1,0
673,-70,-61,-71,-82,-60,-65,-64,-60,-59,-62,1,0
674,-70,-67,-70,-73,-57,-57,-62,-57,-67,-61,1,0
675,-65,-66,-68,-65,-57,-68,-62,-58,-55,-82,1,0
676,-65,-71,-71,-64,-61,-67,-61,-67,-60,-67,1,0
677,-71,-64,-74,-62,-57,-64,-62,-71,-62,-69,1,0
678,-69,-78,-68,-66,-51,-69,-71,-62,-62,-67,1,0
679,-65,-64,-66,-71,-51,-70,-70,-66,-62,-66,1,0
680,-75,-67,-65,-78,-56,-69,-63,-64,-61,-60,1,0
681,-68,-62,-69,-66,-64,-71,-65,-63,-69,-57,1,0
682,-72,-63,-67,-67,-60,-65,-63,-60,-67,-61,1,0
683,-72,-67,-67,-69,-55,-66,-70,-79,-65,-67,1,0
684,-68,-81,-74,-69,-55,-76,-64,-61,-64,-66,1,0
685,-65,-69,-63,-69,-56,-64,-63,-60,-68,-68,1,0
686,-76,-71,-77,-78,-60,-73,-62,-58,-61,-64,1,0
687,-66,-76,-64,-77,-63,-60,-80,-57,-61,-78,1,0
688,-64,-73,-66,-70,-58,-65,-65,-62,-61,-65,1,0
689,-69,-67,-74,-68,-60,-62,-65,-64,-56,-67,1,0
690,-75,-69,-64,-70,-65,-78,-100,-69,-65,-59,1,0
691,-73,-85,-67,-70,-60,-62,-81,-68,-75,-100,1,0
692,-65,-72,-71,-79,-55,-56,-72,-72,-66,-64,1,0
693,-67,-72,-67,-70,-60,-58,-65,-64,-74,-63,1,0
694,-63,-79,-66,-71,-63,-60,-70,-68,-65,-67,1,0
695,-68,-78,-63,-78,-68,-62,-63,-68,-64,-66,1,0
696,-67,-70,-64,-73,-65,-63,-63,-65,-61,-62,1,0
697,-66,-72,-66,-71,-67,-71,-77,-63,-62,-62,1,0
698,-62,-68,-77,-69,-56,-60,-64,-59,-65,-65,1,0
699,-76,-70,-67,-78,-56,-67,-73,-65,-69,-72,1,0
700,-65,-64,-76,-74,-60,-64,-78,-62,-72,-66,1,0
701,-83,-71,-73,-70,-61,-65,-83,-62,-72,-70,1,0
702,-67,-66,-74,-67,-65,-61,-70,-78,-77,-67,1,0
703,-65,-64,-82,-69,-61,-64,-71,-66,-69,-63,1,0
704,-67,-65,-77,-73,-58,-69,-72,-65,-66,-61,1,0
705,-69,-69,-69,-70,-58,-72,-74,-64,-76,-62,1,0
706,-70,-70,-64,-68,-61,-60,-69,-63,-68,-59,1,0
707,-67,-76,-65,-72,-61,-61,-68,-64,-64,-62,1,0
708,-70,-71,-67,-69,-73,-62,-62,-64,-68,-72,1,0
709,-75,-69,-70,-70,-61,-64,-68,-68,-65,-64,1,0
710,-74,-70,-74,-67,-60,-64,-76,-68,-64,-63,1,0
711,-70,-79,-66,-65,-65,-63,-79,-62,-60,-66,1,0
712,-78,-66,-72,-71,-57,-58,-68,-64,-61,-73,1,0
713,-68,-66,-81,-73,-68,-53,-62,-65,-67,-64,1,0
714,-77,-71,-72,-70,-57,-57,-63,-64,-72,-64,1,0
715,-75,-65,-68,-73,-62,-59,-75,-66,-61,-64,1,0
716,-72,-65,-75,-74,-65,-59,-66,-73,-100,-64,1,0
717,-69,-74,-77,-73,-63,-62,-66,-73,-69,-80,1,0
718,-68,-63,-81,-77,-64,-64,-64,-74,-73,-61,1,0
719,-100,-65,-100,-73,-64,-63,-75,-68,-60,-67,1,0
720,-64,-66,-73,-76,-64,-61,-72,-68,-62,-69,1,0
721,-67,-65,-82,-71,-64,-65,-79,-65,-64,-69,1,0
722,-64,-63,-74,-74,-67,-62,-64,-68,-79,-63,1,0
723,-68,-63,-100,-71,-75,-63,-68,-64,-60,-62,1,0
724,-70,-70,-83,-68,-64,-65,-65,-68,-61,-63,1,0
725,-63,-77,-100,-69,-75,-62,-72,-67,-60,-64,1,0
726,-64,-70,-100,-68,-68,-64,-59,-71,-79,-68,1,0
727,-61,-66,-100,-72,-77,-66,-62,-63,-67,-64,1,0
728,-66,-100,-88,-74,-61,-65,-68,-65,-63,-62,1,0
729,-65,-75,-83,-77,-72,-61,-72,-79,-60,-71,1,0
730,-76,-78,-75,-75,-88,-70,-69,-67,-64,-66,1,0
731,-66,-68,-79,-100,-73,-66,-68,-65,-74,-100,1,0
732,-66,-76,-83,-77,-65,-73,-64,-75,-63,-71,1,0
733,-65,-70,-86,-75,-75,-67,-71,-62,-70,-100,1,0
734,-67,-69,-81,-79,-82,-66,-62,-72,-65,-67,1,0
735,-76,-69,-100,-77,-75,-62,-67,-66,-66,-72,1,0
736,-73,-76,-78,-76,-65,-65,-69,-60,-63,-72,1,0
737,-100,-100,-100,-100,-100,-100,-100,-60,-100,-69,1,0
738,-100,-100,-100,-100,-100,-68,-100,-62,-100,-72,1,0
739,-68,-100,-100,-100,-100,-70,-65,-64,-65,-61,1,0
740,-100,-100,-100,-100,-100,-65,-67,-70,-59,-58,1,0
741,-72,-63,-81,-82,-63,-72,-71,-80,-62,-64,1,0
742,-69,-60,-100,-77,-64,-70,-66,-70,-58,-67,1,0
743,-76,-67,-100,-78,-67,-65,-64,-68,-100,-64,1,0
744,-100,-100,-100,-100,-65,-65,-68,-68,-63,-60,1,0
745,-100,-100,-100,-100,-65,-61,-61,-100,-65,-62,1,0
746,-100,-100,-100,-100,-70,-64,-65,-100,-65,-64,1,0
747,-68,-70,-82,-80,-72,-73,-61,-67,-62,-71,1,0
748,-70,-100,-100,-100,-100,-100,-62,-66,-62,-74,1,0
749,-75,-69,-81,-80,-74,-67,-63,-65,-65,-72,1,0
750,-79,-65,-77,-82,-100,-66,-65,-62,-62,-68,1,0
751,-69,-64,-78,-79,-71,-74,-68,-69,-60,-62,1,0
752,-100,-100,-100,-100,-100,-67,-64,-61,-62,-100,1,0
753,-79,-82,-80,-85,-73,-75,-68,-69,-66,-66,1,0
754,-100,-70,-88,-86,-72,-76,-66,-67,-76,-66,1,0
755,-84,-70,-86,-80,-67,-70,-66,-66,-62,-80,1,0
756,-74,-80,-83,-87,-100,-69,-64,-64,-62,-70,1,0
757,-76,-72,-81,-87,-75,-71,-64,-75,-62,-65,1,0
758,-73,-85,-78,-86,-67,-71,-62,-62,-67,-70,1,0
759,-81,-68,-100,-100,-75,-72,-60,-78,-64,-68,1,0
760,-77,-78,-100,-80,-73,-75,-56,-67,-62,-70,1,0
761,-72,-74,-82,-80,-67,-68,-58,-66,-63,-73,1,0
762,-100,-78,-83,-84,-79,-72,-62,-65,-61,-76,1,0
763,-73,-75,-100,-84,-64,-69,-62,-66,-65,-74,1,0
764,-71,-76,-79,-81,-64,-76,-59,-64,-64,-73,1,0
765,-71,-72,-100,-100,-68,-73,-62,-63,-82,-74,1,0
766,-69,-100,-100,-100,-100,-100,-61,-65,-61,-67,1,0
