superframe,O-DR,O-DL,O-E,O-M,I-DL,I-DR,I-E,I-T1,I-T2,I-T3,Label,raw_photosensor_door
767,-76,-77,-100,-100,-71,-69,-63,-76,-67,-71,1,0
768,-76,-74,-82,-87,-69,-75,-65,-69,-64,-69,1,0
769,-77,-74,-85,-76,-75,-72,-61,-64,-62,-74,1,0
770,-73,-75,-100,-83,-66,-73,-61,-64,-66,-64,1,0
771,-70,-70,-85,-78,-62,-81,-56,-63,-72,-60,1,0
772,-68,-68,-77,-88,-70,-81,-59,-67,-71,-71,1,0
773,-69,-70,-80,-73,-73,-69,-64,-65,-80,-65,1,0
774,-64,-80,-81,-77,-66,-70,-60,-65,-69,-65,1,0
775,-66,-74,-79,-75,-68,-70,-60,-64,-67,-72,1,0
776,-64,-100,-82,-85,-69,-70,-60,-100,-60,-70,1,0
777,-65,-70,-100,-81,-62,-70,-60,-65,-63,-77,1,0
778,-69,-77,-100,-80,-72,-72,-60,-58,-66,-74,1,0
779,-70,-82,-82,-77,-72,-72,-59,-60,-64,-72,1,0
780,-71,-100,-82,-81,-71,-71,-58,-57,-65,-69,1,0
781,-81,-71,-83,-77,-74,-75,-58,-57,-60,-81,1,0
782,-77,-71,-81,-85,-67,-69,-70,-60,-61,-69,1,0
783,-80,-87,-82,-100,-65,-75,-62,-100,-65,-70,1,0
784,-85,-78,-100,-84,-66,-73,-57,-65,-63,-69,1,0
785,-76,-75,-79,-73,-65,-70,-64,-73,-61,-65,1,0
786,-86,-77,-81,-75,-65,-67,-57,-67,-64,-72,1,0
787,-76,-77,-78,-83,-73,-71,-57,-67,-71,-76,1,0
788,-86,-68,-79,-75,-66,-74,-54,-67,-64,-68,1,0
789,-74,-76,-80,-78,-77,-73,-55,-64,-68,-79,1,0
790,-74,-74,-85,-81,-68,-100,-60,-68,-68,-76,1,0
791,-83,-74,-77,-80,-81,-71,-58,-69,-65,-64,1,0
792,-82,-75,-100,-84,-71,-74,-64,-63,-65,-60,1,0
793,-79,-76,-83,-77,-69,-80,-66,-73,-62,-65,1,0
794,-100,-100,-100,-100,-100,-100,-57,-61,-64,-100,1,0
795,-81,-85,-100,-87,-78,-83,-57,-61,-59,-76,1,0
796,-75,-80,-81,-79,-65,-77,-61,-63,-61,-64,1,0
797,-80,-76,-76,-100,-71,-76,-60,-61,-63,-64,1,0
798,-100,-75,-76,-100,-78,-77,-56,-66,-64,-78,1,0
799,-78,-78,-89,-100,-77,-100,-58,-67,-64,-73,1,0
800,-79,-75,-78,-100,-100,-78,-60,-65,-61,-71,1,0
801,-88,-73,-82,-100,-100,-100,-62,-68,-68,-68,1,0
802,-82,-84,-79,-100,-100,-77,-57,-62,-63,-67,1,0
803,-79,-71,-78,-100,-83,-76,-54,-62,-63,-62,1,0
804,-72,-79,-77,-76,-72,-70,-61,-68,-66,-68,1,0
805,-80,-74,-100,-100,-100,-75,-100,-67,-100,-71,1,0
813,-81,-100,-76,-75,-70,-67,-58,-64,-63,-70,1,0
814,-100,-100,-100,-100,-100,-100,-56,-67,-62,-81,1,0
815,-79,-73,-78,-83,-69,-78,-65,-61,-67,-64,1,0
816,-82,-74,-100,-73,-70,-71,-55,-60,-81,-74,1,0
817,-88,-76,-76,-77,-67,-74,-56,-67,-66,-60,1,0
818,-74,-77,-67,-74,-68,-82,-57,-60,-60,-64,1,0
819,-80,-84,-65,-67,-68,-70,-53,-55,-58,-62,1,0
820,-100,-100,-100,-100,-100,-100,-59,-63,-63,-64,1,0
821,-76,-69,-65,-68,-65,-83,-62,-70,-66,-71,1,0
822,-69,-78,-67,-72,-70,-67,-62,-65,-72,-66,1,0
823,-72,-78,-75,-74,-69,-74,-64,-62,-61,-63,1,0
824,-76,-71,-73,-100,-74,-68,-54,-60,-62,-61,1,0
825,-100,-100,-100,-100,-100,-100,-55,-67,-62,-63,1,0
826,-82,-80,-68,-100,-69,-69,-65,-63,-65,-66,1,0
827,-100,-100,-100,-100,-100,-66,-61,-67,-71,-63,1,0
828,-77,-80,-67,-74,-77,-81,-58,-77,-66,-80,1,0
829,-100,-100,-100,-100,-100,-100,-54,-66,-70,-71,1,0
830,-100,-78,-69,-79,-66,-68,-68,-100,-66,-100,1,0
831,-77,-72,-71,-78,-74,-81,-56,-63,-76,-72,1,0
832,-79,-77,-71,-76,-69,-79,-62,-64,-72,-64,1,0
833,-74,-75,-70,-75,-70,-69,-56,-78,-82,-72,1,0
834,-100,-100,-100,-100,-67,-100,-54,-64,-67,-69,1,0
835,-70,-81,-78,-73,-83,-65,-62,-70,-75,-67,1,0
836,-73,-80,-80,-70,-73,-71,-60,-70,-68,-63,1,0
837,-100,-100,-100,-100,-100,-100,-56,-66,-100,-68,1,0
838,-84,-69,-73,-72,-70,-68,-61,-62,-69,-71,1,0
839,-71,-74,-72,-77,-62,-75,-56,-63,-67,-68,1,0
840,-77,-75,-79,-100,-75,-76,-55,-63,-65,-71,1,0
841,-73,-71,-82,-72,-70,-73,-64,-59,-68,-79,1,0
842,-73,-76,-78,-77,-71,-73,-65,-62,-64,-75,1,0
843,-76,-74,-81,-76,-62,-70,-61,-63,-64,-73,1,0
844,-100,-100,-100,-100,-100,-64,-68,-70,-62,-100,1,0
845,-76,-72,-73,-72,-64,-66,-59,-61,-65,-72,1,0
846,-78,-71,-78,-70,-75,-71,-60,-62,-74,-76,1,0
847,-76,-78,-84,-76,-84,-69,-59,-63,-66,-68,1,0
848,-84,-72,-79,-81,-64,-71,-59,-75,-63,-76,1,0
849,-100,-68,-74,-75,-69,-69,-60,-65,-72,-78,1,0
850,-73,-82,-74,-75,-69,-64,-70,-63,-62,-73,1,0
851,-69,-69,-72,-70,-69,-66,-66,-65,-70,-76,1,0
852,-72,-73,-68,-69,-72,-75,-66,-67,-72,-68,1,0
853,-83,-78,-67,-78,-64,-72,-59,-74,-63,-69,1,0
854,-81,-82,-74,-75,-63,-68,-64,-69,-62,-66,1,0
855,-78,-75,-73,-77,-64,-67,-60,-66,-61,-74,1,0
856,-80,-74,-74,-75,-64,-66,-61,-73,-65,-83,1,0
857,-74,-67,-74,-77,-62,-72,-100,-87,-67,-71,1,0
858,-81,-67,-76,-69,-67,-71,-57,-73,-73,-70,1,0
859,-77,-71,-77,-78,-65,-72,-59,-65,-67,-70,1,0
860,-86,-70,-73,-81,-64,-74,-57,-63,-79,-65,1,0
861,-77,-75,-69,-100,-62,-65,-67,-77,-65,-77,1,0
862,-84,-74,-68,-72,-65,-62,-62,-71,-100,-79,1,0
863,-84,-100,-70,-76,-68,-66,-60,-85,-64,-64,1,0
864,-72,-83,-71,-71,-72,-64,-65,-78,-66,-65,1,0
865,-72,-69,-71,-73,-62,-65,-73,-64,-69,-74,1,0
866,-80,-84,-83,-72,-62,-70,-68,-67,-66,-68,1,0
867,-78,-72,-72,-75,-57,-67,-63,-70,-74,-76,1,0
868,-77,-73,-76,-72,-61,-66,-67,-63,-63,-68,1,0
869,-75,-64,-74,-68,-60,-72,-62,-64,-68,-70,1,0
870,-68,-84,-72,-72,-61,-68,-69,-70,-64,-74,1,0
871,-70,-77,-67,-66,-66,-69,-64,-66,-78,-72,1,0
872,-69,-73,-70,-71,-58,-68,-60,-69,-62,-64,1,0
873,-68,-72,-72,-76,-69,-66,-70,-62,-68,-63,1,0
874,-77,-78,-78,-75,-63,-62,-64,-77,-72,-61,1,0
875,-100,-100,-100,-100,-100,-63,-69,-64,-62,-61,1,0
876,-68,-68,-100,-75,-67,-62,-65,-64,-61,-67,1,0
877,-71,-76,-70,-76,-73,-65,-63,-64,-64,-70,1,0
878,-70,-100,-100,-100,-60,-64,-100,-100,-61,-67,1,0
879,-100,-100,-100,-100,-64,-60,-65,-63,-71,-75,1,0
880,-68,-100,-74,-82,-57,-64,-63,-62,-66,-64,1,0
881,-67,-84,-71,-71,-72,-68,-71,-59,-65,-57,1,0
882,-64,-79,-73,-67,-63,-64,-67,-62,-60,-73,1,0
883,-73,-75,-78,-64,-58,-71,-63,-71,-62,-71,1,0
884,-78,-62,-76,-67,-63,-64,-67,-78,-73,-60,1,0
885,-70,-63,-71,-66,-60,-63,-68,-84,-79,-58,1,0
886,-69,-64,-65,-69,-57,-64,-66,-62,-64,-60,1,0
887,-100,-100,-100,-100,-65,-60,-66,-100,-100,-61,1,0
888,-100,-100,-100,-100,-57,-100,-100,-69,-61,-64,1,0
889,-66,-100,-100,-100,-100,-67,-100,-64,-100,-62,1,0
890,-66,-74,-68,-62,-59,-66,-65,-72,-63,-60,1,0
891,-72,-81,-100,-61,-60,-66,-67,-67,-65,-60,1,0
892,-64,-100,-100,-63,-55,-67,-72,-100,-63,-63,1,0
893,-69,-84,-63,-67,-76,-72,-66,-68,-57,-86,1,0
894,-64,-65,-65,-64,-58,-72,-66,-70,-61,-73,1,0
895,-70,-62,-66,-63,-56,-61,-72,-77,-63,-58,1,0
896,-72,-100,-66,-64,-56,-60,-73,-64,-71,-62,1,0
897,-70,-63,-63,-64,-55,-59,-65,-62,-73,-62,1,0
898,-69,-64,-68,-68,-56,-60,-73,-69,-62,-60,1,0
899,-64,-67,-64,-72,-55,-58,-72,-62,-56,-57,1,0
900,-66,-81,-64,-67,-56,-61,-64,-70,-70,-58,1,0
901,-62,-71,-64,-61,-60,-60,-64,-66,-57,-62,1,0
902,-61,-64,-66,-69,-52,-64,-62,-63,-64,-64,1,0
903,-67,-64,-63,-64,-55,-83,-69,-61,-63,-61,1,0
904,-69,-64,-60,-100,-62,-77,-84,-63,-55,-62,1,0
905,-65,-71,-58,-63,-60,-73,-74,-59,-66,-64,1,0
906,-71,-66,-66,-71,-54,-69,-78,-85,-55,-72,1,0
907,-71,-75,-63,-65,-57,-59,-81,-73,-58,-63,1,0
908,-100,-67,-64,-70,-56,-66,-61,-66,-61,-62,1,0
909,-74,-72,-100,-62,-55,-65,-67,-68,-67,-68,1,0
910,-76,-72,-100,-68,-73,-70,-69,-79,-54,-61,1,0
911,-68,-71,-60,-86,-65,-64,-79,-66,-57,-61,1,0
912,-80,-64,-64,-64,-60,-73,-62,-59,-62,-63,1,0
913,-70,-73,-63,-66,-56,-100,-60,-63,-59,-61,1,0
914,-71,-76,-64,-85,-53,-68,-70,-67,-55,-57,1,0
915,-71,-65,-71,-77,-64,-64,-67,-61,-60,-64,1,0
916,-69,-74,-67,-74,-56,-68,-62,-68,-54,-71,1,0
917,-65,-70,-72,-73,-63,-71,-61,-73,-52,-67,1,0
918,-71,-100,-100,-100,-69,-72,-61,-64,-53,-59,1,0
919,-75,-70,-75,-68,-58,-78,-61,-73,-62,-59,1,0
920,-68,-74,-67,-76,-58,-73,-62,-82,-63,-67,1,0
921,-71,-77,-74,-74,-73,-71,-73,-100,-62,-64,1,0
922,-69,-65,-69,-71,-64,-67,-61,-66,-64,-62,1,0
923,-68,-72,-76,-85,-62,-83,-62,-61,-57,-62,1,0
924,-84,-66,-81,-83,-66,-63,-68,-65,-62,-63,1,0
925,-75,-69,-82,-80,-60,-69,-68,-74,-59,-67,1,0
926,-69,-80,-79,-77,-64,-79,-72,-58,-55,-62,1,0
927,-69,-72,-82,-75,-63,-73,-69,-64,-56,-65,1,0
928,-74,-69,-78,-81,-62,-74,-64,-59,-61,-69,1,0
929,-69,-72,-75,-77,-66,-81,-59,-73,-55,-60,1,0
930,-71,-70,-73,-79,-74,-70,-63,-59,-54,-60,1,0
931,-75,-100,-78,-82,-72,-64,-60,-62,-58,-57,1,0
932,-68,-70,-84,-81,-70,-66,-67,-60,-51,-61,1,0
933,-65,-69,-81,-81,-61,-67,-68,-59,-54,-55,1,0
934,-65,-72,-82,-78,-79,-70,-59,-73,-52,-59,1,0
935,-73,-74,-73,-74,-62,-79,-56,-62,-52,-57,1,0
936,-73,-77,-76,-76,-74,-68,-57,-58,-53,-64,1,0
937,-75,-74,-76,-77,-63,-72,-56,-62,-51,-58,1,0
938,-72,-100,-100,-100,-62,-70,-55,-62,-51,-74,1,0
939,-73,-67,-75,-100,-60,-71,-57,-72,-57,-64,1,0
940,-71,-77,-75,-82,-57,-70,-51,-63,-51,-60,1,0
941,-76,-75,-72,-75,-60,-72,-51,-63,-61,-61,1,0
942,-70,-74,-81,-81,-62,-67,-52,-58,-53,-62,1,0
943,-73,-82,-80,-77,-60,-78,-55,-56,-57,-61,1,0
944,-73,-68,-81,-73,-73,-74,-55,-65,-50,-62,1,0
945,-80,-70,-79,-75,-61,-78,-54,-59,-54,-68,1,0
946,-77,-78,-80,-85,-61,-67,-55,-62,-56,-64,1,0
947,-68,-100,-84,-81,-71,-69,-55,-57,-54,-59,1,0
948,-69,-73,-76,-75,-64,-66,-60,-62,-54,-58,1,0
949,-78,-82,-73,-77,-66,-66,-61,-59,-55,-62,1,0
950,-67,-71,-74,-76,-64,-64,-62,-57,-57,-62,1,0
951,-86,-69,-89,-67,-61,-71,-58,-65,-56,-64,1,0
952,-81,-70,-78,-75,-73,-67,-55,-62,-56,-63,1,0
953,-74,-75,-77,-70,-71,-67,-55,-58,-61,-60,1,0
954,-75,-75,-72,-68,-68,-66,-53,-62,-62,-61,1,0
955,-77,-79,-73,-67,-70,-61,-53,-61,-57,-58,1,0
956,-70,-72,-80,-73,-68,-70,-58,-59,-56,-72,1,0
957,-77,-77,-72,-69,-74,-66,-59,-56,-56,-69,1,0
958,-66,-70,-76,-75,-64,-63,-56,-61,-60,-74,1,0
959,-71,-69,-82,-81,-60,-68,-52,-60,-56,-79,1,0
960,-80,-74,-71,-81,-62,-70,-52,-62,-54,-69,1,0
961,-79,-74,-65,-75,-64,-65,-49,-57,-56,-75,1,0
962,-68,-71,-66,-77,-60,-69,-49,-59,-51,-64,1,0
963,-72,-69,-65,-73,-62,-62,-52,-58,-56,-72,1,0
964,-72,-73,-66,-70,-75,-69,-52,-69,-57,-65,1,0
965,-78,-76,-66,-65,-64,-64,-49,-57,-60,-62,1,0
966,-76,-72,-69,-69,-69,-70,-55,-58,-52,-62,1,0
967,-72,-73,-70,-70,-63,-74,-51,-60,-50,-66,1,0
968,-66,-79,-68,-76,-65,-78,-55,-58,-56,-59,1,0
969,-72,-75,-67,-75,-69,-72,-55,-61,-59,-68,1,0
970,-71,-73,-70,-80,-61,-77,-63,-55,-61,-69,1,0
971,-69,-77,-76,-75,-80,-65,-56,-70,-55,-73,1,0
972,-71,-71,-73,-69,-64,-83,-58,-58,-81,-70,1,0
973,-78,-71,-86,-68,-79,-70,-58,-57,-61,-68,1,0
974,-75,-80,-69,-79,-64,-72,-61,-54,-61,-73,1,0
975,-74,-81,-71,-79,-67,-64,-56,-58,-57,-68,1,0
976,-77,-100,-71,-78,-64,-71,-55,-60,-56,-73,1,0
977,-78,-77,-82,-80,-66,-68,-66,-58,-59,-71,1,0
978,-81,-84,-75,-87,-64,-74,-56,-61,-58,-100,1,0
979,-80,-71,-72,-75,-72,-76,-63,-58,-60,-61,1,0
980,-78,-80,-74,-73,-75,-70,-64,-56,-100,-69,1,0
981,-73,-76,-81,-80,-72,-71,-57,-65,-60,-71,1,0
982,-74,-74,-100,-77,-68,-71,-55,-59,-57,-83,1,0
983,-76,-78,-73,-77,-70,-73,-72,-59,-55,-60,1,0
984,-74,-74,-78,-72,-69,-78,-53,-61,-60,-61,1,0
985,-72,-76,-85,-78,-70,-75,-54,-59,-73,-65,1,0
986,-82,-73,-76,-79,-64,-71,-69,-67,-54,-60,1,0
987,-76,-72,-81,-79,-75,-82,-59,-57,-62,-65,1,0
988,-76,-100,-76,-81,-78,-80,-70,-52,-72,-74,1,0
989,-100,-72,-77,-79,-70,-72,-54,-54,-62,-69,1,0
990,-75,-76,-79,-76,-72,-72,-63,-57,-60,-58,1,0
991,-84,-70,-79,-100,-70,-68,-61,-61,-81,-64,1,0
992,-84,-83,-81,-76,-70,-66,-59,-55,-60,-66,1,0
993,-74,-71,-85,-80,-68,-69,-75,-58,-58,-63,1,0
994,-75,-71,-77,-80,-68,-77,-68,-58,-68,-64,1,0
995,-80,-76,-79,-80,-70,-70,-62,-65,-60,-72,1,0
996,-74,-79,-71,-84,-66,-81,-63,-53,-62,-66,1,0
997,-76,-76,-78,-78,-73,-74,-59,-57,-60,-75,1,0
998,-75,-75,-74,-72,-72,-68,-69,-53,-58,-68,1,0
999,-100,-100,-100,-100,-100,-100,-57,-54,-58,-67,1,0
1000,-79,-76,-78,-81,-77,-68,-61,-54,-60,-76,1,0
1001,-80,-76,-100,-79,-67,-78,-57,-57,-63,-62,1,0
1002,-73,-69,-71,-75,-70,-79,-58,-60,-65,-64,1,0
1003,-70,-83,-67,-74,-69,-75,-57,-53,-62,-70,1,0
1004,-73,-73,-66,-78,-80,-70,-65,-52,-61,-68,1,0
1005,-82,-70,-68,-73,-76,-71,-63,-59,-66,-71,1,0
1006,-74,-75,-68,-71,-71,-72,-60,-52,-62,-67,1,0
1007,-73,-76,-75,-81,-68,-83,-56,-59,-63,-64,1,0
1008,-79,-72,-83,-81,-73,-81,-57,-51,-62,-61,1,0
1009,-81,-74,-87,-77,-73,-77,-58,-54,-60,-74,1,0
1010,-72,-70,-74,-74,-71,-74,-57,-57,-58,-88,1,0
1011,-100,-100,-100,-100,-67,-70,-56,-53,-63,-71,1,0
1012,-68,-72,-66,-75,-73,-67,-62,-53,-60,-74,1,0
1013,-75,-78,-67,-70,-62,-74,-57,-54,-73,-71,1,0
1014,-100,-100,-100,-100,-63,-72,-54,-55,-63,-68,1,0
1015,-71,-73,-65,-68,-62,-82,-49,-55,-65,-69,1,0
1016,-73,-70,-68,-73,-62,-68,-46,-56,-62,-62,1,0
1017,-75,-72,-65,-73,-65,-73,-48,-57,-60,-62,1,0
1018,-100,-80,-72,-80,-67,-76,-50,-57,-61,-74,1,0
1019,-76,-74,-68,-100,-59,-75,-54,-58,-61,-62,1,0
1020,-84,-70,-66,-100,-55,-74,-59,-57,-62,-65,1,0
1021,-82,-81,-73,-70,-61,-85,-61,-60,-58,-67,1,0
1022,-81,-69,-83,-80,-60,-79,-57,-68,-63,-66,1,0
1023,-72,-70,-76,-83,-65,-72,-54,-68,-61,-67,1,0
1024,-78,-81,-75,-75,-79,-78,-48,-61,-66,-64,1,0
1025,-79,-73,-75,-77,-72,-73,-50,-54,-68,-69,1,0
1026,-81,-71,-72,-74,-62,-68,-51,-57,-64,-68,1,0
1027,-73,-85,-75,-81,-81,-84,-49,-62,-64,-72,1,0
1028,-100,-70,-79,-78,-62,-71,-50,-53,-61,-67,1,0
1029,-82,-71,-83,-79,-64,-74,-57,-53,-75,-69,1,0
1030,-77,-70,-79,-71,-67,-71,-53,-57,-67,-64,1,0
1031,-80,-78,-76,-76,-71,-73,-55,-62,-59,-64,1,0
1032,-73,-82,-86,-80,-66,-100,-57,-58,-59,-75,1,0
1033,-76,-69,-73,-84,-71,-70,-59,-57,-67,-72,1,0
1034,-77,-74,-83,-76,-74,-74,-59,-53,-61,-72,1,0
1035,-79,-71,-82,-90,-71,-74,-56,-64,-70,-76,1,0
1036,-100,-76,-84,-100,-66,-71,-55,-63,-73,-76,1,0
1037,-76,-100,-83,-79,-79,-68,-61,-54,-71,-65,1,0
1038,-73,-74,-78,-88,-63,-81,-56,-57,-65,-72,1,0
1039,-80,-74,-79,-83,-72,-68,-69,-60,-62,-88,1,0
1040,-100,-100,-100,-100,-100,-100,-58,-56,-65,-76,1,0
1041,-78,-73,-80,-85,-81,-71,-64,-56,-59,-71,1,0
1042,-74,-73,-100,-100,-67,-68,-59,-57,-67,-76,1,0
1043,-72,-66,-80,-100,-72,-72,-49,-57,-66,-81,1,0
1044,-81,-72,-84,-80,-77,-78,-55,-61,-65,-69,1,0
1045,-76,-75,-81,-74,-64,-72,-60,-59,-66,-86,1,0
1046,-85,-75,-83,-85,-67,-75,-58,-61,-67,-68,1,0
1047,-77,-73,-100,-80,-65,-66,-53,-66,-67,-66,1,0
1048,-76,-74,-100,-77,-72,-74,-54,-61,-58,-68,1,0
1049,-74,-73,-80,-85,-73,-70,-72,-58,-74,-69,1,0
1050,-72,-75,-77,-80,-69,-76,-57,-62,-62,-64,1,0
1051,-78,-100,-100,-80,-76,-76,-54,-61,-62,-67,1,0
1052,-79,-73,-82,-82,-65,-65,-66,-72,-64,-81,1,0
1053,-77,-74,-81,-74,-65,-68,-59,-59,-61,-76,1,0
1054,-76,-74,-78,-75,-68,-66,-54,-62,-69,-70,1,0
1055,-77,-76,-77,-74,-65,-62,-59,-65,-72,-67,1,0
1056,-78,-75,-74,-74,-75,-65,-59,-60,-67,-72,1,0
1057,-100,-100,-100,-100,-65,-69,-53,-60,-64,-70,1,0
1058,-75,-100,-100,-100,-100,-66,-57,-67,-68,-68,1,0
1059,-73,-72,-72,-77,-67,-72,-61,-63,-64,-67,1,0
1060,-76,-70,-78,-86,-72,-75,-61,-62,-65,-63,1,0
1061,-78,-82,-76,-75,-70,-69,-57,-62,-74,-68,1,0
1062,-83,-72,-83,-78,-63,-72,-54,-66,-67,-67,1,0
1063,-74,-73,-73,-79,-72,-69,-59,-79,-75,-65,1,0
1064,-73,-77,-70,-76,-65,-68,-65,-70,-71,-63,1,0
1065,-78,-73,-70,-70,-76,-77,-63,-59,-66,-64,1,0
1066,-73,-78,-78,-75,-67,-73,-61,-59,-68,-70,1,0
1067,-75,-73,-71,-77,-69,-65,-54,-74,-74,-77,1,0
1068,-76,-73,-77,-70,-66,-72,-55,-77,-62,-78,1,0
1069,-100,-100,-100,-100,-100,-67,-56,-67,-100,-73,1,0
1070,-100,-65,-79,-81,-69,-72,-55,-74,-71,-67,1,0
1071,-81,-79,-75,-80,-62,-79,-55,-67,-65,-66,1,0
1072,-79,-70,-72,-72,-61,-67,-56,-67,-62,-77,1,0
1073,-81,-67,-76,-78,-61,-71,-55,-69,-60,-71,1,0
1074,-81,-71,-75,-74,-100,-68,-56,-67,-61,-70,1,0
1075,-78,-72,-78,-84,-78,-69,-56,-61,-62,-68,1,0
1076,-74,-67,-85,-77,-76,-66,-58,-69,-64,-70,1,0
1077,-79,-74,-76,-83,-67,-72,-57,-64,-62,-67,1,0
1078,-74,-78,-76,-72,-62,-78,-61,-64,-64,-69,1,0
1079,-73,-70,-84,-73,-64,-73,-61,-63,-67,-77,1,0
1080,-72,-65,-77,-69,-66,-63,-60,-72,-62,-70,1,0
1081,-83,-66,-76,-68,-66,-64,-61,-67,-70,-70,1,0
1082,-77,-70,-72,-68,-71,-64,-63,-67,-61,-67,1,0
1083,-100,-65,-68,-68,-65,-62,-72,-66,-71,-65,1,0
1084,-75,-67,-67,-67,-64,-60,-67,-62,-60,-65,1,0
1085,-69,-75,-72,-67,-66,-60,-73,-69,-66,-64,1,0
1086,-79,-75,-69,-73,-61,-67,-70,-66,-67,-70,1,0
1087,-75,-70,-74,-72,-62,-61,-73,-64,-70,-70,1,0
1088,-100,-65,-72,-76,-63,-67,-88,-65,-60,-65,1,0
1089,-71,-70,-71,-68,-68,-62,-71,-61,-64,-70,1,0
1090,-69,-68,-69,-65,-65,-68,-61,-73,-66,-84,1,0
1091,-71,-66,-71,-78,-67,-72,-72,-64,-64,-65,1,0
1092,-68,-65,-68,-78,-73,-62,-71,-62,-65,-76,1,0
1093,-71,-66,-67,-71,-75,-60,-64,-62,-67,-68,1,0
1094,-74,-74,-86,-75,-74,-59,-81,-75,-70,-72,1,0
1095,-74,-67,-71,-73,-62,-64,-63,-66,-73,-68,1,0
1096,-73,-66,-71,-67,-74,-64,-67,-85,-66,-70,1,0
1097,-70,-68,-70,-70,-66,-61,-63,-65,-62,-63,1,0
1098,-68,-100,-100,-100,-61,-60,-72,-100,-61,-62,1,0
1099,-72,-66,-64,-77,-63,-64,-70,-68,-57,-62,1,0
1100,-69,-63,-65,-65,-82,-61,-63,-67,-55,-64,1,0
1101,-72,-64,-68,-64,-58,-61,-72,-70,-61,-78,1,0
1102,-66,-63,-68,-67,-56,-60,-66,-66,-60,-61,1,0
1103,-66,-68,-67,-63,-56,-83,-66,-68,-65,-60,1,0
1104,-77,-80,-72,-62,-60,-62,-64,-63,-70,-65,1,0
1105,-62,-73,-70,-62,-62,-65,-68,-67,-55,-62,1,0
1106,-65,-66,-77,-65,-61,-63,-60,-63,-62,-70,1,0
1107,-69,-67,-68,-63,-63,-65,-73,-72,-64,-70,1,0
1108,-75,-100,-72,-70,-61,-69,-74,-68,-65,-64,1,0
1109,-66,-65,-69,-64,-61,-68,-65,-62,-61,-66,1,0
1110,-66,-100,-68,-71,-55,-67,-69,-64,-69,-78,1,0
1111,-74,-65,-78,-82,-63,-74,-73,-70,-62,-63,1,0
1112,-70,-67,-73,-81,-62,-66,-72,-100,-56,-65,1,0
1113,-70,-69,-71,-75,-62,-63,-75,-65,-57,-68,1,0
1114,-72,-64,-74,-72,-64,-66,-69,-63,-59,-71,1,0
1115,-100,-63,-65,-70,-64,-66,-72,-65,-64,-64,1,0
1116,-66,-100,-100,-100,-58,-59,-71,-100,-100,-59,1,0
1117,-74,-68,-61,-64,-61,-63,-62,-65,-71,-79,1,0
1118,-69,-79,-62,-66,-64,-68,-77,-63,-62,-78,1,0
1119,-69,-73,-62,-66,-62,-78,-63,-68,-63,-65,1,0
1120,-70,-75,-62,-67,-61,-66,-63,-70,-60,-63,1,0
1121,-64,-65,-65,-69,-63,-72,-62,-67,-56,-71,1,0
1122,-70,-62,-67,-77,-73,-65,-66,-70,-57,-74,1,0
1123,-64,-65,-66,-75,-57,-72,-69,-61,-61,-60,1,0
1124,-66,-62,-71,-69,-60,-64,-75,-64,-61,-64,1,0
1125,-66,-67,-74,-65,-54,-60,-70,-65,-60,-65,1,0
1126,-73,-71,-68,-65,-55,-72,-73,-66,-59,-62,1,0
1127,-66,-66,-64,-67,-62,-67,-66,-60,-59,-65,1,0
1128,-72,-66,-68,-67,-55,-70,-71,-63,-57,-63,1,0
1129,-69,-67,-68,-64,-58,-65,-75,-74,-67,-64,1,0
1130,-71,-71,-64,-64,-57,-66,-100,-76,-64,-63,1,0
1131,-62,-64,-61,-63,-52,-65,-80,-62,-66,-62,1,0
1132,-75,-63,-63,-71,-52,-60,-61,-60,-57,-61,1,0
1133,-68,-70,-61,-72,-55,-57,-61,-60,-55,-61,1,0
1134,-71,-73,-59,-65,-50,-61,-63,-64,-58,-71,1,0
1135,-75,-64,-60,-67,-56,-58,-75,-69,-64,-61,1,0
1136,-69,-60,-60,-71,-62,-60,-64,-62,-60,-59,1,0
1137,-69,-63,-61,-66,-60,-63,-65,-64,-58,-60,1,0
1138,-69,-62,-60,-71,-52,-68,-64,-79,-56,-69,1,0
1139,-66,-77,-60,-62,-56,-61,-65,-67,-61,-60,1,0
1140,-62,-66,-57,-61,-55,-61,-62,-71,-63,-65,1,0
1141,-76,-60,-59,-61,-61,-55,-71,-63,-60,-62,1,0
1142,-62,-60,-64,-65,-70,-66,-65,-62,-58,-56,1,0
1143,-62,-62,-62,-73,-58,-61,-72,-64,-64,-59,1,0
1144,-65,-61,-60,-64,-55,-74,-67,-60,-62,-61,1,0
1145,-64,-70,-64,-74,-62,-58,-70,-63,-65,-63,1,0
1146,-63,-66,-61,-70,-58,-52,-64,-66,-73,-59,1,0
1147,-64,-64,-64,-75,-62,-54,-69,-68,-61,-58,1,0
1148,-60,-63,-65,-76,-64,-57,-64,-74,-64,-61,1,0
1149,-59,-61,-69,-71,-59,-61,-67,-74,-65,-64,1,0
1150,-63,-65,-71,-81,-79,-57,-63,-66,-70,-57,1,0
1151,-66,-60,-68,-71,-60,-54,-65,-70,-67,-62,1,0
1152,-58,-66,-67,-62,-58,-55,-64,-64,-67,-62,1,0
1153,-62,-58,-67,-62,-61,-61,-65,-77,-67,-60,1,0
1154,-56,-56,-72,-64,-67,-63,-66,-64,-67,-61,1,0
1155,-57,-62,-68,-69,-59,-59,-71,-73,-64,-61,1,0
