superframe,O-DR,O-DL,O-E,O-M,I-DL,I-DR,I-E,I-T1,I-T2,I-T3,Label,raw_photosensor_door,raw_photosensor_endpos
1104,-100,-71,-81,-81,-68,-72,-53,-66,-66,-72,2,0,0
1105,-86,-71,-81,-80,-68,-72,-53,-65,-67,-70,2,0,0
1106,-100,-71,-81,-80,-68,-72,-53,-67,-66,-72,2,0,0
1107,-86,-71,-80,-79,-68,-72,-53,-66,-66,-72,2,0,0
1108,-86,-71,-81,-79,-68,-72,-52,-66,-66,-70,2,0,0
1109,-85,-72,-81,-80,-68,-72,-53,-66,-66,-74,2,0,0
1110,-87,-71,-80,-79,-68,-73,-53,-66,-66,-72,2,0,0
1111,-86,-71,-81,-80,-68,-73,-54,-67,-66,-72,2,0,0
1112,-100,-71,-81,-80,-69,-73,-54,-66,-65,-72,2,0,0
1113,-100,-70,-81,-79,-70,-72,-55,-68,-65,-75,2,0,0
1114,-100,-70,-81,-78,-73,-72,-55,-71,-64,-75,2,0,0
1115,-84,-70,-79,-77,-73,-72,-58,-72,-65,-75,2,0,0
1116,-78,-71,-80,-77,-70,-72,-61,-68,-66,-70,2,0,0
1117,-75,-72,-79,-77,-70,-76,-61,-67,-70,-68,2,0,0
1118,-73,-74,-79,-76,-68,-78,-63,-63,-72,-67,2,0,0
1119,-74,-75,-80,-79,-68,-82,-59,-62,-76,-66,2,0,0
1120,-74,-75,-79,-81,-67,-83,-56,-61,-100,-67,2,0,0
1121,-77,-74,-82,-83,-69,-78,-55,-61,-79,-68,2,0,0
1122,-80,-73,-81,-100,-69,-76,-52,-62,-72,-69,2,0,0
1123,-85,-73,-82,-100,-72,-75,-52,-64,-70,-69,2,0,0
1124,-87,-75,-80,-100,-76,-72,-51,-68,-69,-67,2,0,0
1125,-82,-100,-83,-86,-72,-73,-54,-65,-73,-67,2,0,0
1126,-78,-73,-100,-80,-65,-72,-57,-64,-75,-75,2,0,0
1127,-85,-77,-85,-80,-70,-77,-55,-60,-65,-71,2,0,0
1128,-77,-75,-85,-87,-75,-79,-57,-57,-63,-75,2,0,0
1129,-73,-79,-84,-79,-66,-68,-55,-69,-75,-68,2,0,0
1130,-79,-69,-78,-79,-72,-69,-54,-62,-73,-67,2,0,0
1131,-100,-100,-100,-100,-100,-100,-54,-62,-66,-70,2,0,0
1132,-77,-74,-79,-82,-65,-68,-52,-64,-70,-74,2,0,0
1133,-77,-71,-81,-80,-67,-67,-57,-62,-77,-68,2,0,0
1134,-79,-74,-100,-80,-67,-75,-54,-67,-62,-72,2,0,0
1135,-85,-100,-100,-82,-75,-74,-56,-63,-100,-82,2,0,0
1136,-74,-74,-87,-76,-72,-72,-57,-66,-100,-77,2,0,1
1137,-100,-73,-80,-82,-90,-100,-56,-72,-100,-71,2,0,0
1138,-84,-74,-77,-100,-69,-71,-56,-68,-72,-72,2,0,0
1139,-78,-72,-85,-78,-73,-69,-57,-62,-74,-78,2,0,0
1140,-83,-77,-84,-80,-69,-81,-57,-71,-75,-76,1,0,1
1141,-76,-73,-82,-75,-64,-69,-57,-63,-71,-80,1,0,1
1142,-78,-74,-100,-83,-71,-72,-52,-67,-66,-88,1,0,1
1143,-80,-78,-100,-100,-71,-70,-53,-60,-63,-70,1,0,1
1144,-81,-100,-100,-78,-72,-72,-51,-64,-67,-72,1,0,1
1145,-75,-79,-78,-80,-67,-72,-51,-68,-73,-78,1,0,1
1146,-76,-100,-100,-100,-75,-79,-53,-64,-75,-68,1,0,1
1147,-78,-73,-82,-84,-71,-68,-52,-58,-62,-81,1,0,1
1148,-75,-68,-86,-83,-64,-74,-61,-66,-66,-78,1,0,1
1149,-100,-72,-87,-82,-69,-67,-54,-62,-69,-66,1,0,1
1150,-73,-75,-81,-82,-66,-80,-58,-67,-68,-73,1,0,1
1151,-71,-77,-100,-77,-72,-72,-63,-60,-67,-64,1,0,1
1152,-79,-75,-77,-100,-63,-69,-55,-63,-61,-71,1,0,1
1153,-75,-79,-78,-83,-75,-72,-61,-62,-56,-64,1,0,1
1154,-82,-77,-100,-100,-67,-70,-57,-70,-60,-83,1,0,1
1155,-82,-82,-81,-81,-62,-71,-56,-63,-100,-64,1,0,0
1156,-79,-80,-84,-79,-63,-84,-54,-62,-72,-71,1,0,1
1157,-73,-72,-77,-100,-68,-78,-58,-65,-64,-73,1,0,1
1158,-72,-67,-86,-81,-66,-85,-63,-64,-70,-72,1,0,1
1159,-72,-72,-80,-78,-65,-69,-57,-65,-69,-73,1,0,1
1160,-83,-72,-84,-82,-76,-68,-67,-78,-64,-72,1,0,1
1161,-79,-70,-77,-79,-67,-72,-55,-59,-71,-76,1,0,1
1162,-73,-73,-76,-100,-63,-70,-56,-59,-65,-74,1,0,1
1163,-81,-76,-81,-100,-71,-68,-60,-62,-61,-78,1,0,1
1164,-75,-70,-85,-77,-65,-76,-54,-66,-60,-83,1,0,1
1165,-82,-77,-83,-78,-64,-82,-64,-65,-67,-82,1,0,1
1166,-73,-71,-75,-79,-64,-73,-59,-69,-67,-69,1,0,1
1167,-73,-80,-80,-80,-67,-68,-59,-64,-73,-75,1,0,1
1168,-82,-72,-84,-84,-60,-81,-60,-60,-59,-71,1,0,1
1169,-70,-76,-80,-85,-62,-66,-64,-58,-62,-78,1,0,1
1170,-83,-71,-80,-75,-69,-68,-57,-60,-74,-78,1,0,1
1171,-67,-78,-77,-82,-77,-71,-55,-71,-61,-68,1,0,1
1172,-71,-83,-84,-87,-64,-67,-68,-64,-64,-68,1,0,1
1173,-77,-74,-84,-100,-65,-76,-64,-67,-60,-76,0,1,1
1174,-80,-78,-100,-77,-64,-69,-56,-64,-61,-75,0,1,0
1175,-80,-73,-100,-72,-68,-69,-61,-64,-62,-68,0,1,0
1176,-72,-86,-76,-75,-65,-74,-65,-64,-61,-65,0,1,0
1177,-74,-67,-81,-81,-70,-69,-56,-64,-55,-69,0,1,0
1178,-100,-100,-100,-100,-100,-78,-53,-59,-60,-63,0,1,0
1179,-77,-77,-80,-75,-65,-64,-63,-62,-60,-69,0,1,0
1180,-74,-72,-79,-89,-66,-64,-57,-71,-63,-73,0,1,0
1181,-73,-70,-80,-80,-78,-63,-52,-67,-67,-68,0,1,0
1182,-76,-70,-82,-100,-64,-67,-56,-60,-62,-65,0,1,0
1183,-74,-70,-80,-100,-63,-86,-58,-66,-59,-65,0,1,0
1184,-75,-72,-100,-100,-62,-71,-63,-64,-56,-77,0,1,0
1185,-77,-82,-82,-79,-62,-61,-59,-69,-56,-61,0,1,0
1186,-74,-73,-81,-80,-62,-68,-62,-60,-59,-65,0,1,0
1187,-70,-68,-85,-100,-59,-65,-57,-65,-65,-66,0,1,0
1188,-67,-71,-78,-77,-74,-60,-61,-65,-60,-73,0,1,0
1189,-65,-80,-82,-84,-63,-65,-60,-63,-59,-68,0,1,0
1190,-68,-67,-78,-81,-67,-71,-61,-67,-60,-66,0,1,0
1191,-71,-72,-84,-100,-58,-66,-62,-64,-60,-66,0,1,0
1192,-71,-67,-77,-81,-62,-73,-56,-64,-57,-62,0,1,0
1193,-72,-71,-77,-74,-62,-68,-56,-71,-62,-62,0,1,0
1194,-65,-67,-87,-100,-67,-65,-59,-60,-58,-67,0,1,0
1195,-62,-62,-82,-82,-66,-63,-59,-64,-76,-61,0,1,0
1196,-74,-65,-76,-79,-67,-60,-60,-64,-64,-64,0,1,0
1197,-69,-64,-100,-83,-67,-61,-58,-67,-60,-64,0,1,0
1198,-63,-61,-73,-86,-57,-69,-60,-64,-55,-62,0,1,0
1199,-74,-62,-75,-83,-57,-70,-56,-65,-60,-59,0,1,0
1200,-65,-73,-76,-76,-65,-59,-55,-67,-57,-69,0,1,0
1201,-65,-65,-88,-79,-69,-62,-55,-66,-61,-71,0,1,0
1202,-62,-66,-78,-69,-69,-100,-61,-60,-70,-63,0,1,0
1203,-65,-65,-72,-76,-60,-59,-58,-64,-75,-73,0,1,0
1204,-62,-69,-81,-100,-55,-58,-63,-63,-56,-88,0,1,0
1205,-63,-59,-75,-75,-72,-53,-58,-62,-56,-69,0,1,0
1206,-62,-62,-76,-75,-57,-55,-58,-64,-73,-63,0,1,0
1207,-61,-65,-77,-84,-75,-55,-60,-82,-64,-62,0,1,0
1208,-64,-62,-72,-72,-57,-57,-58,-69,-78,-68,0,1,0
1209,-66,-56,-75,-100,-64,-52,-64,-62,-66,-66,0,1,0
1210,-68,-60,-82,-74,-69,-53,-60,-66,-73,-63,0,1,0
1211,-62,-62,-83,-74,-61,-60,-62,-62,-61,-62,0,1,0
1212,-64,-65,-71,-80,-56,-52,-58,-60,-64,-65,0,1,0
1213,-82,-67,-77,-74,-60,-56,-70,-62,-59,-63,0,0,0
1214,-77,-59,-72,-74,-57,-66,-57,-58,-67,-65,0,1,0
1215,-72,-65,-76,-75,-66,-55,-60,-63,-71,-63,0,0,0
1216,-62,-64,-82,-75,-54,-60,-60,-66,-58,-59,0,0,0
1217,-69,-65,-82,-75,-60,-57,-65,-65,-62,-62,0,0,0
1218,-67,-58,-73,-79,-55,-55,-57,-62,-62,-60,0,0,0
1219,-64,-57,-75,-71,-60,-65,-57,-65,-57,-65,0,0,0
1220,-60,-64,-77,-74,-57,-68,-56,-67,-58,-64,0,0,0
1221,-60,-66,-100,-100,-60,-63,-65,-79,-59,-65,0,0,0
1222,-62,-60,-77,-73,-56,-62,-62,-65,-67,-71,0,0,0
1223,-62,-61,-77,-79,-52,-66,-63,-63,-72,-60,0,0,0
1224,-71,-57,-76,-75,-57,-62,-69,-66,-62,-60,0,0,0
1225,-57,-61,-100,-75,-100,-71,-61,-65,-56,-64,0,0,0
1226,-68,-64,-72,-76,-55,-66,-61,-72,-55,-66,0,0,0
1227,-60,-60,-82,-71,-58,-68,-57,-67,-59,-66,0,0,0
1228,-66,-66,-81,-77,-66,-70,-59,-72,-59,-63,0,0,0
1229,-63,-76,-85,-71,-62,-67,-58,-65,-60,-62,0,0,0
1230,-64,-64,-78,-76,-67,-66,-57,-63,-63,-70,0,0,0
1231,-64,-60,-81,-84,-57,-65,-57,-62,-60,-64,0,0,0
1232,-60,-57,-84,-70,-56,-64,-65,-64,-56,-67,0,0,0
1233,-63,-60,-100,-76,-60,-66,-60,-69,-57,-63,0,0,0
1234,-60,-58,-100,-79,-67,-73,-59,-69,-60,-58,0,0,0
1235,-58,-57,-81,-73,-56,-62,-61,-64,-66,-59,0,0,0
1236,-55,-58,-100,-84,-54,-62,-60,-61,-64,-65,0,0,0
1237,-56,-63,-76,-66,-57,-70,-62,-63,-63,-67,0,0,0
1238,-59,-54,-72,-76,-62,-61,-57,-62,-66,-69,0,0,0
1239,-57,-56,-72,-74,-62,-61,-60,-60,-67,-71,0,0,0
1240,-57,-57,-78,-78,-67,-68,-64,-62,-62,-68,0,0,0
1241,-55,-57,-100,-68,-63,-64,-59,-64,-61,-82,0,0,0
1242,-56,-50,-78,-73,-73,-64,-66,-60,-61,-68,0,0,0
1243,-58,-56,-79,-79,-64,-65,-62,-67,-61,-65,0,0,0
1244,-62,-53,-84,-81,-67,-75,-60,-66,-60,-68,0,0,0
1245,-63,-57,-81,-72,-75,-66,-61,-67,-60,-68,0,0,0
1246,-58,-62,-83,-72,-73,-65,-60,-62,-60,-63,0,0,0
1247,-57,-57,-71,-68,-73,-66,-58,-61,-63,-66,0,0,0
1248,-58,-56,-73,-75,-64,-60,-57,-62,-75,-73,0,0,0
1249,-59,-51,-72,-75,-67,-60,-60,-62,-70,-65,0,0,0
1250,-59,-49,-79,-70,-64,-66,-62,-63,-67,-63,0,0,0
1251,-57,-52,-72,-71,-63,-69,-57,-65,-62,-64,0,0,0
1252,-54,-47,-100,-85,-64,-64,-57,-70,-65,-67,0,0,0
1253,-54,-49,-84,-100,-69,-69,-61,-68,-65,-80,0,0,0
1254,-65,-53,-67,-100,-82,-75,-72,-70,-64,-70,0,0,0
1255,-65,-52,-73,-74,-66,-66,-66,-82,-64,-69,0,0,0
1256,-69,-53,-77,-75,-63,-61,-62,-72,-63,-66,0,0,0
1257,-62,-61,-74,-70,-62,-62,-62,-64,-76,-66,0,0,0
1258,-87,-64,-82,-68,-61,-68,-60,-62,-69,-68,0,0,0
1259,-64,-56,-80,-71,-64,-77,-59,-65,-60,-68,0,0,0
1260,-69,-50,-76,-85,-64,-66,-61,-67,-59,-66,0,0,0
1261,-60,-55,-67,-70,-66,-66,-57,-64,-59,-70,0,0,0
1262,-63,-62,-68,-80,-66,-65,-58,-89,-58,-73,0,0,0
1263,-64,-57,-82,-100,-62,-78,-61,-68,-61,-76,0,0,0
1264,-66,-56,-66,-81,-63,-79,-59,-76,-62,-69,0,0,0
1265,-70,-58,-71,-68,-64,-71,-69,-67,-62,-100,0,0,0
1266,-76,-62,-74,-69,-64,-69,-58,-76,-67,-71,0,0,0
1267,-79,-63,-65,-63,-71,-67,-61,-64,-64,-68,0,0,0
1268,-68,-55,-71,-72,-85,-71,-57,-67,-68,-68,0,0,0
1269,-66,-54,-75,-67,-71,-68,-64,-82,-69,-65,0,0,0
1270,-68,-60,-70,-80,-68,-68,-56,-67,-69,-73,0,0,0
1271,-74,-63,-71,-76,-72,-72,-60,-67,-62,-86,0,0,0
1272,-73,-62,-67,-81,-69,-70,-57,-77,-62,-82,0,0,0
1273,-64,-54,-78,-71,-67,-71,-57,-72,-63,-76,0,0,0
1274,-68,-52,-76,-67,-63,-75,-62,-68,-64,-75,0,0,0
1275,-76,-54,-71,-63,-66,-78,-54,-64,-64,-74,0,0,0
1276,-69,-56,-63,-72,-100,-81,-55,-62,-67,-100,0,0,0
1277,-63,-55,-64,-71,-67,-75,-63,-64,-65,-76,0,0,0
1278,-63,-59,-78,-70,-71,-70,-64,-66,-68,-77,0,0,0
1279,-58,-69,-68,-68,-69,-70,-60,-65,-65,-79,0,0,0
1280,-59,-59,-64,-82,-78,-65,-60,-71,-84,-76,0,0,0
1281,-62,-57,-65,-69,-66,-64,-60,-72,-67,-69,0,0,0
1282,-58,-57,-62,-67,-66,-70,-62,-70,-64,-69,0,0,0
1283,-55,-64,-60,-71,-64,-71,-74,-72,-66,-70,0,0,0
1284,-55,-76,-68,-66,-67,-72,-62,-67,-73,-71,0,0,0
1285,-56,-70,-64,-64,-71,-70,-58,-65,-69,-69,0,0,0
1286,-57,-62,-64,-60,-77,-69,-58,-62,-66,-71,0,0,0
1287,-61,-60,-60,-68,-70,-64,-63,-63,-64,-74,0,0,0
1288,-62,-55,-58,-60,-73,-64,-66,-62,-64,-79,0,0,0
1289,-58,-55,-58,-63,-74,-63,-66,-62,-65,-80,0,0,0
1290,-57,-57,-60,-63,-72,-64,-65,-63,-64,-79,0,0,0
1291,-59,-62,-64,-58,-67,-66,-66,-63,-63,-74,0,0,0
1292,-61,-100,-60,-69,-70,-70,-79,-100,-63,-74,0,0,0
1293,-64,-63,-60,-65,-69,-68,-66,-63,-63,-73,0,0,0
1294,-64,-60,-65,-55,-72,-68,-62,-65,-62,-75,0,0,0
1295,-69,-57,-67,-60,-75,-69,-62,-65,-65,-74,0,0,0
1296,-71,-57,-74,-58,-74,-68,-63,-62,-65,-80,0,0,0
1297,-64,-56,-65,-58,-70,-66,-64,-63,-64,-75,0,0,0
1298,-70,-58,-64,-60,-69,-66,-64,-62,-63,-77,0,0,0
1299,-68,-62,-68,-60,-65,-66,-65,-64,-63,-75,0,0,0
1300,-100,-62,-69,-64,-64,-68,-69,-64,-63,-73,0,0,0
1301,-79,-61,-67,-61,-65,-70,-68,-64,-63,-72,0,0,0
1302,-72,-57,-70,-56,-66,-65,-65,-63,-62,-75,0,0,0
1303,-74,-61,-64,-60,-75,-64,-64,-64,-62,-70,0,0,0
1304,-72,-60,-68,-57,-70,-62,-63,-64,-61,-70,0,0,0
1305,-72,-62,-100,-56,-100,-63,-63,-66,-61,-70,0,0,0
1306,-66,-64,-72,-57,-67,-66,-62,-68,-62,-70,0,0,0
1307,-67,-57,-68,-54,-66,-65,-63,-66,-62,-70,0,0,0
1308,-67,-58,-66,-54,-65,-69,-62,-65,-62,-71,0,0,0
1309,-72,-57,-64,-60,-66,-74,-63,-65,-64,-71,0,0,0
1310,-71,-58,-64,-59,-67,-74,-62,-65,-65,-70,0,0,0
1311,-67,-57,-64,-57,-69,-68,-61,-63,-65,-72,0,0,0
1312,-68,-57,-71,-62,-69,-66,-66,-63,-65,-72,0,0,0
1313,-69,-61,-73,-65,-72,-64,-71,-64,-64,-71,0,0,0
1314,-66,-62,-69,-56,-69,-64,-67,-63,-64,-72,0,0,0
1315,-64,-62,-67,-55,-68,-65,-74,-64,-65,-73,0,0,0
1316,-63,-63,-70,-60,-67,-65,-69,-66,-64,-71,0,0,0
1317,-63,-63,-69,-63,-65,-66,-71,-66,-64,-70,0,0,0
1318,-62,-100,-100,-100,-64,-68,-68,-65,-65,-71,0,0,0
1319,-63,-63,-80,-71,-64,-69,-65,-64,-64,-72,0,0,0
1320,-64,-62,-81,-67,-63,-69,-65,-64,-64,-73,0,0,0
1321,-64,-62,-81,-66,-63,-70,-65,-64,-64,-72,0,0,0
1322,-65,-62,-76,-64,-62,-69,-66,-64,-64,-72,0,0,0
1323,-66,-62,-75,-63,-62,-69,-68,-65,-64,-71,0,0,0
1324,-67,-62,-75,-62,-62,-100,-68,-65,-64,-71,0,0,0
1325,-66,-61,-74,-64,-62,-70,-66,-64,-64,-71,0,0,0
1326,-66,-61,-74,-62,-62,-69,-65,-64,-64,-71,0,0,0
1327,-67,-62,-76,-62,-62,-69,-67,-65,-64,-71,0,0,0
1328,-66,-62,-76,-62,-62,-69,-68,-65,-64,-71,0,0,0
1329,-66,-62,-73,-63,-62,-69,-66,-64,-64,-71,0,0,0
1330,-66,-61,-73,-63,-62,-69,-66,-64,-64,-71,0,0,0
1331,-66,-62,-75,-63,-62,-69,-67,-65,-64,-70,0,0,0
1332,-66,-61,-72,-64,-62,-69,-66,-64,-64,-70,0,0,0
1333,-66,-61,-73,-64,-62,-69,-65,-64,-64,-71,0,0,0
1334,-66,-62,-75,-61,-62,-69,-67,-64,-64,-70,0,0,0
1335,-67,-61,-74,-62,-62,-69,-67,-65,-64,-71,0,0,0
1336,-66,-61,-72,-63,-62,-69,-66,-64,-64,-71,0,0,0
1337,-66,-62,-73,-62,-62,-69,-66,-64,-64,-71,0,0,0
1338,-66,-62,-74,-63,-62,-69,-66,-64,-64,-71,0,0,0
1339,-66,-62,-74,-63,-62,-69,-67,-65,-64,-71,0,0,0
1340,-66,-61,-74,-63,-62,-69,-66,-65,-64,-70,0,0,0
1341,-66,-61,-74,-63,-62,-69,-66,-64,-64,-71,0,0,0
1342,-66,-62,-76,-62,-62,-69,-67,-64,-63,-70,0,0,0
1343,-66,-61,-100,-62,-62,-69,-66,-65,-64,-70,0,0,0
1344,-66,-61,-74,-64,-62,-69,-65,-65,-64,-71,0,0,0
1345,-66,-62,-100,-62,-62,-69,-67,-65,-63,-70,0,0,0
1346,-66,-62,-75,-63,-62,-69,-67,-65,-64,-70,0,0,0
1347,-66,-61,-74,-63,-62,-69,-66,-64,-64,-70,0,0,0
1348,-66,-62,-76,-62,-62,-69,-67,-65,-64,-70,0,0,0
1349,-66,-61,-74,-62,-62,-69,-67,-64,-64,-70,0,0,0
1350,-66,-62,-75,-62,-62,-69,-66,-64,-64,-70,0,0,0
1351,-65,-100,-73,-63,-62,-69,-66,-65,-64,-71,0,0,0
1352,-66,-62,-74,-64,-62,-69,-67,-64,-64,-70,0,0,0
1353,-66,-61,-74,-63,-62,-69,-66,-64,-64,-70,0,0,0
1354,-66,-62,-75,-62,-62,-69,-68,-65,-64,-70,0,0,0
1355,-66,-61,-73,-63,-62,-69,-66,-64,-64,-70,0,0,0
1356,-66,-61,-74,-63,-62,-69,-66,-64,-64,-70,0,0,0
1357,-66,-62,-75,-62,-62,-69,-66,-64,-64,-71,0,0,0
1358,-66,-62,-79,-63,-62,-69,-67,-64,-64,-71,0,0,0
1359,-64,-62,-84,-65,-63,-69,-66,-64,-64,-72,0,0,0
1360,-64,-62,-100,-69,-63,-69,-65,-64,-64,-72,0,0,0
1361,-63,-63,-86,-67,-64,-68,-67,-64,-65,-72,0,0,0
1362,-63,-63,-73,-62,-64,-66,-75,-66,-64,-70,0,0,0
1363,-63,-63,-70,-60,-67,-65,-69,-65,-63,-71,0,0,0
1364,-66,-63,-68,-55,-68,-64,-69,-63,-64,-73,0,0,0
1365,-69,-61,-75,-70,-72,-64,-72,-63,-64,-72,0,0,0
1366,-67,-57,-64,-57,-71,-68,-62,-63,-66,-72,0,0,0
1367,-69,-57,-64,-60,-66,-73,-63,-64,-63,-72,0,0,0
1368,-65,-58,-66,-55,-66,-65,-63,-67,-62,-69,0,0,0
1369,-75,-61,-75,-56,-69,-62,-62,-65,-61,-70,0,0,0
1370,-74,-58,-71,-59,-69,-64,-64,-64,-61,-73,0,0,0
1371,-77,-63,-71,-61,-64,-67,-65,-65,-63,-73,0,0,0
1372,-64,-57,-67,-57,-70,-66,-63,-63,-62,-77,0,0,0
1373,-65,-60,-64,-55,-72,-69,-61,-64,-62,-77,0,0,0
1374,-59,-60,-67,-57,-68,-67,-66,-62,-63,-76,0,0,0
1375,-61,-57,-62,-74,-73,-65,-60,-62,-61,-71,0,0,0
1376,-60,-64,-64,-64,-70,-64,-68,-67,-64,-69,0,0,0
1377,-56,-67,-64,-72,-64,-76,-63,-70,-67,-72,0,0,0
1378,-57,-57,-76,-66,-79,-71,-60,-64,-61,-70,0,0,0
1379,-60,-55,-69,-62,-64,-88,-61,-62,-64,-72,0,0,0
1380,-66,-56,-73,-80,-72,-68,-57,-58,-67,-100,0,0,0
1381,-65,-100,-100,-100,-66,-100,-73,-58,-64,-80,0,0,0
1382,-71,-55,-70,-76,-67,-79,-57,-61,-60,-69,0,0,0
1383,-61,-63,-73,-74,-64,-73,-58,-62,-65,-78,0,0,0
1384,-70,-61,-68,-65,-57,-68,-62,-59,-66,-70,0,0,0
1385,-64,-59,-67,-70,-59,-74,-66,-60,-61,-66,0,0,0
1386,-60,-52,-76,-80,-63,-62,-64,-62,-64,-63,0,0,0
1387,-58,-49,-82,-77,-68,-64,-58,-60,-60,-70,0,0,0
1388,-64,-64,-81,-71,-60,-70,-58,-64,-57,-66,0,0,0
1389,-52,-57,-80,-72,-67,-64,-55,-61,-76,-64,0,0,0
1390,-54,-57,-79,-72,-71,-62,-59,-64,-66,-69,0,0,0
1391,-61,-55,-78,-71,-56,-69,-59,-73,-63,-67,0,0,0
1392,-65,-60,-82,-100,-59,-61,-68,-68,-56,-78,0,0,0
1393,-62,-52,-76,-78,-64,-63,-58,-59,-60,-71,0,0,0
1394,-59,-65,-78,-82,-62,-100,-64,-67,-65,-67,0,0,0
1395,-63,-66,-86,-71,-60,-71,-59,-70,-61,-67,0,0,0
1396,-66,-62,-74,-75,-54,-65,-62,-65,-67,-61,0,0,0
1397,-66,-62,-80,-74,-55,-69,-60,-72,-69,-62,0,0,0
1398,-67,-69,-79,-81,-61,-58,-60,-62,-61,-71,0,0,0
1399,-65,-72,-74,-83,-61,-61,-58,-67,-71,-66,0,0,0
1400,-65,-64,-75,-100,-60,-60,-58,-100,-76,-71,0,0,0
1401,-67,-73,-73,-81,-58,-56,-58,-60,-58,-63,0,1,0
1402,-63,-63,-72,-78,-64,-54,-63,-64,-69,-65,0,1,0
1403,-67,-71,-76,-71,-70,-55,-61,-65,-61,-73,0,1,0
1404,-72,-70,-72,-82,-60,-58,-57,-65,-67,-63,0,1,0
1405,-61,-64,-73,-79,-58,-57,-60,-70,-62,-80,0,1,0
1406,-60,-61,-73,-72,-66,-65,-59,-59,-62,-73,0,1,0
1407,-66,-64,-75,-75,-66,-60,-56,-61,-57,-61,0,1,0
1408,-65,-75,-74,-81,-57,-60,-54,-72,-56,-72,0,1,0
1409,-62,-68,-78,-77,-60,-57,-57,-63,-61,-64,0,1,0
1410,-100,-100,-100,-100,-62,-58,-57,-71,-68,-60,0,1,0
1411,-73,-72,-80,-74,-65,-61,-58,-68,-56,-62,0,1,0
1412,-64,-70,-78,-77,-62,-71,-58,-65,-58,-69,0,1,0
1413,-67,-72,-83,-83,-76,-73,-60,-66,-63,-63,0,1,0
1414,-75,-68,-73,-77,-83,-62,-60,-64,-59,-64,0,1,0
1415,-74,-70,-80,-76,-68,-66,-56,-64,-58,-69,0,1,0
1416,-85,-100,-80,-74,-75,-62,-63,-74,-56,-64,0,1,0
1417,-70,-72,-82,-85,-62,-68,-62,-61,-63,-67,0,1,0
1418,-78,-72,-76,-77,-64,-63,-57,-71,-63,-72,0,1,0
1419,-77,-79,-78,-85,-66,-64,-57,-61,-62,-66,0,1,0
1420,-73,-69,-100,-81,-64,-74,-69,-71,-58,-77,0,1,0
1421,-75,-75,-83,-73,-65,-68,-58,-61,-61,-78,0,1,0
1422,-71,-70,-73,-79,-60,-70,-73,-67,-62,-75,0,1,1
1423,-72,-72,-86,-77,-64,-71,-63,-65,-63,-61,1,0,1
1424,-73,-75,-85,-85,-60,-64,-67,-55,-78,-64,1,0,1
1425,-85,-70,-79,-78,-72,-68,-61,-77,-61,-65,1,0,1
1426,-77,-100,-87,-77,-100,-74,-54,-72,-72,-74,1,0,1
1427,-77,-73,-78,-89,-68,-73,-69,-65,-69,-71,1,0,1
1428,-73,-70,-100,-85,-69,-85,-62,-58,-64,-64,1,0,1
1429,-73,-78,-76,-78,-74,-68,-58,-79,-67,-69,1,0,1
1430,-71,-83,-79,-85,-64,-70,-55,-65,-68,-70,1,0,1
1431,-70,-79,-79,-76,-62,-73,-73,-60,-74,-64,1,0,1
1432,-80,-79,-80,-78,-67,-73,-61,-67,-63,-78,1,0,1
1433,-100,-81,-86,-85,-62,-77,-63,-62,-61,-67,1,0,1
1434,-72,-80,-76,-100,-70,-71,-55,-58,-78,-66,1,0,1
1435,-100,-71,-82,-78,-71,-72,-57,-63,-72,-80,1,0,1
1436,-72,-71,-100,-100,-79,-78,-54,-66,-63,-69,1,0,1
1437,-87,-74,-79,-81,-78,-78,-53,-70,-62,-71,1,0,1
1438,-74,-76,-90,-77,-64,-77,-52,-71,-60,-74,1,0,1
1439,-78,-77,-85,-100,-83,-66,-55,-59,-65,-75,1,0,1
1440,-83,-76,-88,-81,-78,-73,-56,-66,-66,-74,1,0,1
1441,-82,-68,-81,-76,-65,-85,-57,-69,-67,-77,1,0,1
1442,-76,-77,-81,-74,-81,-71,-58,-63,-74,-67,1,0,1
1443,-78,-71,-82,-84,-100,-69,-55,-64,-78,-85,1,0,0
1444,-80,-81,-81,-100,-69,-72,-56,-62,-64,-77,1,0,0
1445,-80,-68,-100,-77,-78,-68,-55,-68,-69,-69,1,0,1
1446,-78,-77,-75,-86,-76,-78,-54,-65,-67,-69,1,0,1
1447,-81,-72,-85,-100,-70,-64,-54,-74,-63,-66,1,0,1
1448,-76,-78,-100,-82,-63,-72,-50,-67,-64,-73,2,0,0
1449,-79,-74,-77,-75,-75,-68,-55,-62,-71,-78,2,0,0
1450,-79,-75,-78,-80,-65,-70,-64,-62,-69,-84,2,0,0
1451,-75,-75,-77,-78,-72,-71,-58,-62,-81,-65,2,0,0
1452,-85,-70,-83,-85,-63,-70,-54,-64,-76,-77,2,0,0
1453,-75,-100,-100,-74,-61,-71,-56,-61,-65,-74,2,0,0
1454,-82,-72,-80,-79,-79,-72,-57,-65,-61,-78,2,0,0
1455,-76,-78,-77,-100,-72,-74,-56,-60,-75,-84,2,0,0
1456,-84,-100,-80,-79,-71,-75,-55,-60,-63,-80,2,0,0
1457,-74,-100,-100,-100,-68,-100,-53,-57,-67,-70,2,0,0
1458,-74,-74,-100,-85,-66,-85,-51,-61,-63,-77,2,0,0
1459,-79,-80,-100,-80,-72,-75,-57,-62,-62,-68,2,0,0
1460,-87,-78,-100,-79,-65,-75,-75,-64,-69,-71,2,0,0
